frame,sasa_total_nm2
9.900000000000000000e+03,1.017699203491210938e+02
1.000000000000000000e+04,1.036804809570312500e+02
1.010000000000000000e+04,1.032931823730468750e+02
1.020000000000000000e+04,1.022214813232421875e+02
1.030000000000000000e+04,1.038694000244140625e+02
1.040000000000000000e+04,1.049075469970703125e+02
1.050000000000000000e+04,1.036144409179687500e+02
1.060000000000000000e+04,1.051776046752929688e+02
1.070000000000000000e+04,1.048431320190429688e+02
1.080000000000000000e+04,1.038840332031250000e+02
1.090000000000000000e+04,1.030060882568359375e+02
1.100000000000000000e+04,1.036157226562500000e+02
1.110000000000000000e+04,1.051879272460937500e+02
1.120000000000000000e+04,1.028365097045898438e+02
1.130000000000000000e+04,1.023924102783203125e+02
1.140000000000000000e+04,1.036870422363281250e+02
1.150000000000000000e+04,1.038817367553710938e+02
1.160000000000000000e+04,1.054693374633789062e+02
1.170000000000000000e+04,1.045889282226562500e+02
1.180000000000000000e+04,1.044359436035156250e+02
1.190000000000000000e+04,1.030169982910156250e+02
1.200000000000000000e+04,1.035500106811523438e+02
1.210000000000000000e+04,1.041917343139648438e+02
1.220000000000000000e+04,1.038319549560546875e+02
1.230000000000000000e+04,1.049033508300781250e+02
1.240000000000000000e+04,1.040432434082031250e+02
1.250000000000000000e+04,1.040332183837890625e+02
1.260000000000000000e+04,1.006484375000000000e+02
1.270000000000000000e+04,1.034131469726562500e+02
1.280000000000000000e+04,1.030690689086914062e+02
1.290000000000000000e+04,1.027947998046875000e+02
1.300000000000000000e+04,1.046039276123046875e+02
1.310000000000000000e+04,1.020738449096679688e+02
1.320000000000000000e+04,1.027468261718750000e+02
1.330000000000000000e+04,1.028927536010742188e+02
1.340000000000000000e+04,1.042992553710937500e+02
1.350000000000000000e+04,1.046025695800781250e+02
1.360000000000000000e+04,1.044578704833984375e+02
1.370000000000000000e+04,1.037959899902343750e+02
1.380000000000000000e+04,1.048075180053710938e+02
1.390000000000000000e+04,1.050139923095703125e+02
1.400000000000000000e+04,1.052435913085937500e+02
1.410000000000000000e+04,1.094212493896484375e+02
1.420000000000000000e+04,1.051437683105468750e+02
1.430000000000000000e+04,1.039690856933593750e+02
1.440000000000000000e+04,1.023649902343750000e+02
1.450000000000000000e+04,1.035080108642578125e+02
1.460000000000000000e+04,1.043725280761718750e+02
1.470000000000000000e+04,1.042596664428710938e+02
1.480000000000000000e+04,1.063386688232421875e+02
1.490000000000000000e+04,1.041028747558593750e+02
1.500000000000000000e+04,1.053341979980468750e+02
1.510000000000000000e+04,1.055748291015625000e+02
1.520000000000000000e+04,1.058938293457031250e+02
1.530000000000000000e+04,1.051749877929687500e+02
1.540000000000000000e+04,1.052164459228515625e+02
1.550000000000000000e+04,1.042383422851562500e+02
1.560000000000000000e+04,1.056946563720703125e+02
1.570000000000000000e+04,1.055812377929687500e+02
1.580000000000000000e+04,1.029445648193359375e+02
1.590000000000000000e+04,1.028017578125000000e+02
1.600000000000000000e+04,1.041212310791015625e+02
1.610000000000000000e+04,1.062906188964843750e+02
1.620000000000000000e+04,1.044796524047851562e+02
1.630000000000000000e+04,1.038497619628906250e+02
1.640000000000000000e+04,1.036878585815429688e+02
1.650000000000000000e+04,1.042717666625976562e+02
1.660000000000000000e+04,1.024257202148437500e+02
1.670000000000000000e+04,1.023397598266601562e+02
1.680000000000000000e+04,1.023961563110351562e+02
1.690000000000000000e+04,1.034772796630859375e+02
1.700000000000000000e+04,1.040866851806640625e+02
1.710000000000000000e+04,1.041526641845703125e+02
1.720000000000000000e+04,1.028076095581054688e+02
1.730000000000000000e+04,1.042618789672851562e+02
1.740000000000000000e+04,1.043790054321289062e+02
1.750000000000000000e+04,1.023865203857421875e+02
1.760000000000000000e+04,1.027088317871093750e+02
1.770000000000000000e+04,1.027344970703125000e+02
1.780000000000000000e+04,1.019182815551757812e+02
1.790000000000000000e+04,1.031169052124023438e+02
1.800000000000000000e+04,1.057524566650390625e+02
1.810000000000000000e+04,1.039959106445312500e+02
1.820000000000000000e+04,1.058160400390625000e+02
1.830000000000000000e+04,1.025586853027343750e+02
1.840000000000000000e+04,1.043961257934570312e+02
1.850000000000000000e+04,1.041736831665039062e+02
1.860000000000000000e+04,1.031182479858398438e+02
1.870000000000000000e+04,1.044210357666015625e+02
1.880000000000000000e+04,1.055944900512695312e+02
1.890000000000000000e+04,1.036224517822265625e+02
1.900000000000000000e+04,1.062718811035156250e+02
1.910000000000000000e+04,1.054091873168945312e+02
1.920000000000000000e+04,1.042540969848632812e+02
1.930000000000000000e+04,1.032192077636718750e+02
1.940000000000000000e+04,1.045580978393554688e+02
1.950000000000000000e+04,1.027809295654296875e+02
1.960000000000000000e+04,1.017356262207031250e+02
1.970000000000000000e+04,1.024978637695312500e+02
1.980000000000000000e+04,1.019722900390625000e+02
1.990000000000000000e+04,1.005674133300781250e+02
