frame,sasa_total_nm2
4.200000000000000000e+03,1.046061248779296875e+02
4.300000000000000000e+03,1.045244598388671875e+02
4.400000000000000000e+03,1.057523040771484375e+02
4.500000000000000000e+03,1.040487518310546875e+02
4.600000000000000000e+03,1.034221649169921875e+02
4.700000000000000000e+03,1.027707061767578125e+02
4.800000000000000000e+03,1.039552307128906250e+02
4.900000000000000000e+03,1.036931915283203125e+02
5.000000000000000000e+03,1.044588775634765625e+02
5.100000000000000000e+03,1.031229248046875000e+02
5.200000000000000000e+03,1.034410705566406250e+02
5.300000000000000000e+03,1.040145721435546875e+02
5.400000000000000000e+03,1.040582046508789062e+02
5.500000000000000000e+03,1.031021347045898438e+02
5.600000000000000000e+03,1.039032745361328125e+02
5.700000000000000000e+03,1.043926391601562500e+02
5.800000000000000000e+03,1.047795867919921875e+02
5.900000000000000000e+03,1.038178024291992188e+02
6.000000000000000000e+03,1.027525405883789062e+02
6.100000000000000000e+03,1.038594207763671875e+02
6.200000000000000000e+03,1.048259124755859375e+02
6.300000000000000000e+03,1.019150009155273438e+02
6.400000000000000000e+03,1.021204910278320312e+02
6.500000000000000000e+03,1.033403625488281250e+02
6.600000000000000000e+03,1.038370208740234375e+02
6.700000000000000000e+03,1.030428924560546875e+02
6.800000000000000000e+03,1.022777862548828125e+02
6.900000000000000000e+03,1.014394073486328125e+02
7.000000000000000000e+03,1.020249099731445312e+02
7.100000000000000000e+03,1.044798507690429688e+02
7.200000000000000000e+03,1.052752456665039062e+02
7.300000000000000000e+03,1.045203475952148438e+02
7.400000000000000000e+03,1.043282928466796875e+02
7.500000000000000000e+03,1.032674560546875000e+02
7.600000000000000000e+03,1.029111175537109375e+02
7.700000000000000000e+03,1.024961166381835938e+02
7.800000000000000000e+03,1.049762725830078125e+02
7.900000000000000000e+03,1.025625839233398438e+02
8.000000000000000000e+03,1.047946014404296875e+02
8.100000000000000000e+03,1.049797668457031250e+02
8.200000000000000000e+03,1.058299331665039062e+02
8.300000000000000000e+03,1.029755859375000000e+02
8.400000000000000000e+03,1.028063964843750000e+02
8.500000000000000000e+03,1.055983428955078125e+02
8.600000000000000000e+03,1.043638381958007812e+02
8.700000000000000000e+03,1.033173522949218750e+02
8.800000000000000000e+03,1.026643371582031250e+02
8.900000000000000000e+03,1.032540588378906250e+02
9.000000000000000000e+03,1.026046295166015625e+02
9.100000000000000000e+03,1.044848403930664062e+02
9.200000000000000000e+03,1.055400390625000000e+02
9.300000000000000000e+03,1.063030776977539062e+02
9.400000000000000000e+03,1.068813476562500000e+02
9.500000000000000000e+03,1.047830200195312500e+02
9.600000000000000000e+03,1.079882202148437500e+02
9.700000000000000000e+03,1.046342620849609375e+02
9.800000000000000000e+03,1.046142272949218750e+02
9.900000000000000000e+03,1.054552764892578125e+02
1.000000000000000000e+04,1.050967712402343750e+02
1.010000000000000000e+04,1.060718917846679688e+02
1.020000000000000000e+04,1.062713470458984375e+02
1.030000000000000000e+04,1.043265762329101562e+02
1.040000000000000000e+04,1.049577026367187500e+02
1.050000000000000000e+04,1.060459747314453125e+02
1.060000000000000000e+04,1.042345886230468750e+02
1.070000000000000000e+04,1.045923767089843750e+02
1.080000000000000000e+04,1.051160507202148438e+02
1.090000000000000000e+04,1.052227325439453125e+02
1.100000000000000000e+04,1.048942565917968750e+02
1.110000000000000000e+04,1.044700012207031250e+02
1.120000000000000000e+04,1.045767974853515625e+02
1.130000000000000000e+04,1.050001831054687500e+02
1.140000000000000000e+04,1.038845062255859375e+02
1.150000000000000000e+04,1.046503906250000000e+02
1.160000000000000000e+04,1.040753326416015625e+02
1.170000000000000000e+04,1.051838378906250000e+02
1.180000000000000000e+04,1.044388732910156250e+02
1.190000000000000000e+04,1.042705230712890625e+02
1.200000000000000000e+04,1.051916885375976562e+02
1.210000000000000000e+04,1.051793212890625000e+02
1.220000000000000000e+04,1.055222244262695312e+02
1.230000000000000000e+04,1.052963333129882812e+02
1.240000000000000000e+04,1.046627807617187500e+02
1.250000000000000000e+04,1.039032135009765625e+02
1.260000000000000000e+04,1.055140686035156250e+02
1.270000000000000000e+04,1.048735198974609375e+02
1.280000000000000000e+04,1.068626708984375000e+02
1.290000000000000000e+04,1.073682403564453125e+02
1.300000000000000000e+04,1.047908325195312500e+02
1.310000000000000000e+04,1.046318511962890625e+02
1.320000000000000000e+04,1.076414642333984375e+02
1.330000000000000000e+04,1.062321929931640625e+02
1.340000000000000000e+04,1.060202026367187500e+02
1.350000000000000000e+04,1.064755859375000000e+02
1.360000000000000000e+04,1.057433166503906250e+02
1.370000000000000000e+04,1.060059280395507812e+02
1.380000000000000000e+04,1.039901504516601562e+02
1.390000000000000000e+04,1.054125976562500000e+02
1.400000000000000000e+04,1.070473937988281250e+02
1.410000000000000000e+04,1.046227874755859375e+02
1.420000000000000000e+04,1.108945007324218750e+02
1.430000000000000000e+04,1.065014038085937500e+02
1.440000000000000000e+04,1.075501556396484375e+02
1.450000000000000000e+04,1.059875640869140625e+02
1.460000000000000000e+04,1.047133102416992188e+02
1.470000000000000000e+04,1.081234741210937500e+02
1.480000000000000000e+04,1.073963012695312500e+02
1.490000000000000000e+04,1.076510162353515625e+02
1.500000000000000000e+04,1.038235015869140625e+02
1.510000000000000000e+04,1.066719360351562500e+02
1.520000000000000000e+04,1.067263412475585938e+02
1.530000000000000000e+04,1.069580993652343750e+02
1.540000000000000000e+04,1.056754150390625000e+02
1.550000000000000000e+04,1.066879119873046875e+02
1.560000000000000000e+04,1.035957183837890625e+02
1.570000000000000000e+04,1.074124069213867188e+02
1.580000000000000000e+04,1.068663406372070312e+02
1.590000000000000000e+04,1.087671737670898438e+02
1.600000000000000000e+04,1.093577423095703125e+02
1.610000000000000000e+04,1.061107025146484375e+02
1.620000000000000000e+04,1.064069213867187500e+02
1.630000000000000000e+04,1.062411346435546875e+02
1.640000000000000000e+04,1.054986267089843750e+02
1.650000000000000000e+04,1.058955688476562500e+02
1.660000000000000000e+04,1.067743911743164062e+02
1.670000000000000000e+04,1.057560119628906250e+02
1.680000000000000000e+04,1.064967803955078125e+02
1.690000000000000000e+04,1.057690887451171875e+02
1.700000000000000000e+04,1.043380355834960938e+02
1.710000000000000000e+04,1.055458908081054688e+02
1.720000000000000000e+04,1.054253845214843750e+02
1.730000000000000000e+04,1.066321716308593750e+02
1.740000000000000000e+04,1.066549835205078125e+02
1.750000000000000000e+04,1.066089172363281250e+02
1.760000000000000000e+04,1.052806167602539062e+02
1.770000000000000000e+04,1.042778396606445312e+02
1.780000000000000000e+04,1.033008270263671875e+02
1.790000000000000000e+04,1.056369094848632812e+02
1.800000000000000000e+04,1.062667694091796875e+02
1.810000000000000000e+04,1.090993804931640625e+02
1.820000000000000000e+04,1.043690643310546875e+02
1.830000000000000000e+04,1.071709442138671875e+02
1.840000000000000000e+04,1.048321228027343750e+02
1.850000000000000000e+04,1.038589630126953125e+02
1.860000000000000000e+04,1.079476776123046875e+02
1.870000000000000000e+04,1.089505157470703125e+02
1.880000000000000000e+04,1.089012756347656250e+02
1.890000000000000000e+04,1.075468368530273438e+02
1.900000000000000000e+04,1.049609451293945312e+02
1.910000000000000000e+04,1.049780883789062500e+02
1.920000000000000000e+04,1.073984375000000000e+02
1.930000000000000000e+04,1.062112045288085938e+02
1.940000000000000000e+04,1.064939727783203125e+02
1.950000000000000000e+04,1.079550628662109375e+02
1.960000000000000000e+04,1.066779632568359375e+02
1.970000000000000000e+04,1.059495849609375000e+02
1.980000000000000000e+04,1.074187011718750000e+02
1.990000000000000000e+04,1.082126617431640625e+02
