time_ns,rg_A
0.000000000000000000e+00,1.682196593141609142e+01
1.000000000000000021e-03,1.678753435306641251e+01
2.000000000000000042e-03,1.678847521965607470e+01
3.000000000000000062e-03,1.676855534171273732e+01
4.000000000000000083e-03,1.677488953214957590e+01
5.000000000000000104e-03,1.675780360210894315e+01
6.000000000000000125e-03,1.676063582007880370e+01
7.000000000000000146e-03,1.673857075907281811e+01
8.000000000000000167e-03,1.682741587367653935e+01
8.999999999999999320e-03,1.677705423987198330e+01
1.000000000000000021e-02,1.682375912425164444e+01
1.099999999999999936e-02,1.679150454902222478e+01
1.200000000000000025e-02,1.678190158645838537e+01
1.299999999999999940e-02,1.681576177888746315e+01
1.400000000000000029e-02,1.682067711823630773e+01
1.499999999999999944e-02,1.675224887299217968e+01
1.600000000000000033e-02,1.682054575128140783e+01
1.700000000000000122e-02,1.685718877321906106e+01
1.799999999999999864e-02,1.674945555408677222e+01
1.899999999999999953e-02,1.675728019973977112e+01
2.000000000000000042e-02,1.682065757798320504e+01
2.100000000000000130e-02,1.677289898380491451e+01
2.199999999999999872e-02,1.674513122252144015e+01
2.299999999999999961e-02,1.679982536209057997e+01
2.400000000000000050e-02,1.685365964689794538e+01
2.500000000000000139e-02,1.681939826544688898e+01
2.599999999999999881e-02,1.681433443764271018e+01
2.699999999999999969e-02,1.678641063143296108e+01
2.800000000000000058e-02,1.681357296782428534e+01
2.900000000000000147e-02,1.681550982647384274e+01
2.999999999999999889e-02,1.681325226059468037e+01
3.099999999999999978e-02,1.679726600294031513e+01
3.200000000000000067e-02,1.679044058204036816e+01
3.300000000000000155e-02,1.680948608316166570e+01
3.400000000000000244e-02,1.685173714393653555e+01
3.500000000000000333e-02,1.680294139475823556e+01
3.599999999999999728e-02,1.680099575867334849e+01
3.699999999999999817e-02,1.681441983594149292e+01
3.799999999999999906e-02,1.678725371449981196e+01
3.899999999999999994e-02,1.679013037787973062e+01
4.000000000000000083e-02,1.680570416595655558e+01
4.100000000000000172e-02,1.674797916940016407e+01
4.200000000000000261e-02,1.675696235580210924e+01
4.299999999999999656e-02,1.682839826563447616e+01
4.399999999999999745e-02,1.677253129704973489e+01
4.499999999999999833e-02,1.676198037147398168e+01
4.599999999999999922e-02,1.681407653739159969e+01
4.700000000000000011e-02,1.682101813466269036e+01
4.800000000000000100e-02,1.680739340978257346e+01
4.900000000000000189e-02,1.683111252934058655e+01
5.000000000000000278e-02,1.678259269257020847e+01
5.099999999999999672e-02,1.681408955860194965e+01
5.199999999999999761e-02,1.679730703502610467e+01
5.299999999999999850e-02,1.678618410849075815e+01
