frame,sasa_total_nm2
0.000000000000000000e+00,1.025507049560546875e+02
1.000000000000000000e+02,1.029486236572265625e+02
2.000000000000000000e+02,1.026925048828125000e+02
3.000000000000000000e+02,1.019586791992187500e+02
4.000000000000000000e+02,1.023273773193359375e+02
5.000000000000000000e+02,1.004462966918945312e+02
6.000000000000000000e+02,1.030539550781250000e+02
7.000000000000000000e+02,1.041367263793945312e+02
8.000000000000000000e+02,1.021537475585937500e+02
9.000000000000000000e+02,1.019285125732421875e+02
1.000000000000000000e+03,1.042156753540039062e+02
1.100000000000000000e+03,1.048152618408203125e+02
1.200000000000000000e+03,1.039317932128906250e+02
1.300000000000000000e+03,1.029934005737304688e+02
1.400000000000000000e+03,1.019153594970703125e+02
1.500000000000000000e+03,1.032309494018554688e+02
1.600000000000000000e+03,1.041312103271484375e+02
1.700000000000000000e+03,1.017855529785156250e+02
1.800000000000000000e+03,1.026178588867187500e+02
1.900000000000000000e+03,1.016496887207031250e+02
2.000000000000000000e+03,1.014759826660156250e+02
2.100000000000000000e+03,1.024774780273437500e+02
2.200000000000000000e+03,1.019044952392578125e+02
2.300000000000000000e+03,1.034233551025390625e+02
2.400000000000000000e+03,1.040259399414062500e+02
2.500000000000000000e+03,1.047866363525390625e+02
2.600000000000000000e+03,1.032962265014648438e+02
2.700000000000000000e+03,1.036443862915039062e+02
2.800000000000000000e+03,1.034405593872070312e+02
2.900000000000000000e+03,1.030996704101562500e+02
3.000000000000000000e+03,1.025324478149414062e+02
3.100000000000000000e+03,1.034500503540039062e+02
3.200000000000000000e+03,1.025706558227539062e+02
3.300000000000000000e+03,1.031481018066406250e+02
3.400000000000000000e+03,1.037681655883789062e+02
3.500000000000000000e+03,1.032525634765625000e+02
3.600000000000000000e+03,1.020410079956054688e+02
3.700000000000000000e+03,1.032279357910156250e+02
3.800000000000000000e+03,1.035330963134765625e+02
3.900000000000000000e+03,1.016840972900390625e+02
4.000000000000000000e+03,1.029282379150390625e+02
4.100000000000000000e+03,1.022728347778320312e+02
4.200000000000000000e+03,1.051535186767578125e+02
4.300000000000000000e+03,1.032733612060546875e+02
4.400000000000000000e+03,1.035347747802734375e+02
4.500000000000000000e+03,1.040546569824218750e+02
4.600000000000000000e+03,1.044042663574218750e+02
4.700000000000000000e+03,1.036432800292968750e+02
4.800000000000000000e+03,1.056929779052734375e+02
4.900000000000000000e+03,1.036746215820312500e+02
5.000000000000000000e+03,1.026653289794921875e+02
5.100000000000000000e+03,1.030387878417968750e+02
5.200000000000000000e+03,1.026413421630859375e+02
5.300000000000000000e+03,1.022817687988281250e+02
5.400000000000000000e+03,1.026820678710937500e+02
5.500000000000000000e+03,1.047555236816406250e+02
5.600000000000000000e+03,1.031327972412109375e+02
5.700000000000000000e+03,1.027081604003906250e+02
5.800000000000000000e+03,1.039420318603515625e+02
5.900000000000000000e+03,1.041415557861328125e+02
6.000000000000000000e+03,1.043513717651367188e+02
6.100000000000000000e+03,1.030173568725585938e+02
6.200000000000000000e+03,1.022717361450195312e+02
6.300000000000000000e+03,1.035137176513671875e+02
6.400000000000000000e+03,1.016397247314453125e+02
6.500000000000000000e+03,1.034095840454101562e+02
6.600000000000000000e+03,1.046973419189453125e+02
6.700000000000000000e+03,1.031256408691406250e+02
6.800000000000000000e+03,1.018033142089843750e+02
6.900000000000000000e+03,1.048479919433593750e+02
7.000000000000000000e+03,1.042489776611328125e+02
7.100000000000000000e+03,1.024470672607421875e+02
7.200000000000000000e+03,1.013273315429687500e+02
7.300000000000000000e+03,1.017077865600585938e+02
7.400000000000000000e+03,1.019983367919921875e+02
7.500000000000000000e+03,1.035983428955078125e+02
7.600000000000000000e+03,1.021962738037109375e+02
7.700000000000000000e+03,1.036989440917968750e+02
7.800000000000000000e+03,1.065345001220703125e+02
7.900000000000000000e+03,1.033676300048828125e+02
8.000000000000000000e+03,1.032180023193359375e+02
8.100000000000000000e+03,1.031506271362304688e+02
8.200000000000000000e+03,1.017188262939453125e+02
8.300000000000000000e+03,1.021689300537109375e+02
8.400000000000000000e+03,1.038383255004882812e+02
8.500000000000000000e+03,1.024730377197265625e+02
8.600000000000000000e+03,1.063734130859375000e+02
8.700000000000000000e+03,1.036540985107421875e+02
8.800000000000000000e+03,1.030173339843750000e+02
8.900000000000000000e+03,1.054204559326171875e+02
9.000000000000000000e+03,1.041598815917968750e+02
9.100000000000000000e+03,1.045018081665039062e+02
9.200000000000000000e+03,1.049867477416992188e+02
9.300000000000000000e+03,1.042194900512695312e+02
9.400000000000000000e+03,1.046044082641601562e+02
9.500000000000000000e+03,1.043872146606445312e+02
9.600000000000000000e+03,1.055155334472656250e+02
9.700000000000000000e+03,1.044864807128906250e+02
9.800000000000000000e+03,1.045546722412109375e+02
9.900000000000000000e+03,1.040537567138671875e+02
1.000000000000000000e+04,1.035536117553710938e+02
1.010000000000000000e+04,1.048043670654296875e+02
1.020000000000000000e+04,1.036013488769531250e+02
1.030000000000000000e+04,1.035975036621093750e+02
1.040000000000000000e+04,1.032860717773437500e+02
1.050000000000000000e+04,1.033496398925781250e+02
1.060000000000000000e+04,1.046465454101562500e+02
1.070000000000000000e+04,1.039135360717773438e+02
1.080000000000000000e+04,1.061924819946289062e+02
1.090000000000000000e+04,1.045805435180664062e+02
1.100000000000000000e+04,1.059375915527343750e+02
1.110000000000000000e+04,1.045166244506835938e+02
1.120000000000000000e+04,1.037816009521484375e+02
1.130000000000000000e+04,1.024033050537109375e+02
1.140000000000000000e+04,1.033615722656250000e+02
1.150000000000000000e+04,1.059631195068359375e+02
1.160000000000000000e+04,1.060112762451171875e+02
1.170000000000000000e+04,1.032476043701171875e+02
1.180000000000000000e+04,1.032228240966796875e+02
1.190000000000000000e+04,1.047264404296875000e+02
1.200000000000000000e+04,1.010839462280273438e+02
1.210000000000000000e+04,1.027027053833007812e+02
1.220000000000000000e+04,1.053449249267578125e+02
1.230000000000000000e+04,1.018452453613281250e+02
1.240000000000000000e+04,1.036980133056640625e+02
1.250000000000000000e+04,1.040531539916992188e+02
1.260000000000000000e+04,1.044067230224609375e+02
1.270000000000000000e+04,1.040739212036132812e+02
1.280000000000000000e+04,1.049198074340820312e+02
1.290000000000000000e+04,1.052571258544921875e+02
1.300000000000000000e+04,1.050897827148437500e+02
1.310000000000000000e+04,1.054258422851562500e+02
1.320000000000000000e+04,1.042862091064453125e+02
1.330000000000000000e+04,1.031498413085937500e+02
1.340000000000000000e+04,1.019227600097656250e+02
1.350000000000000000e+04,1.028322372436523438e+02
1.360000000000000000e+04,1.042512435913085938e+02
1.370000000000000000e+04,1.063684005737304688e+02
1.380000000000000000e+04,1.038264770507812500e+02
1.390000000000000000e+04,1.045351943969726562e+02
1.400000000000000000e+04,1.042368164062500000e+02
1.410000000000000000e+04,1.052983779907226562e+02
1.420000000000000000e+04,1.040009765625000000e+02
1.430000000000000000e+04,1.056631469726562500e+02
1.440000000000000000e+04,1.052406387329101562e+02
1.450000000000000000e+04,1.039426422119140625e+02
1.460000000000000000e+04,1.044585647583007812e+02
1.470000000000000000e+04,1.050593261718750000e+02
1.480000000000000000e+04,1.031834716796875000e+02
1.490000000000000000e+04,1.051261825561523438e+02
1.500000000000000000e+04,1.054573822021484375e+02
1.510000000000000000e+04,1.034858551025390625e+02
1.520000000000000000e+04,1.045715789794921875e+02
1.530000000000000000e+04,1.055140151977539062e+02
1.540000000000000000e+04,1.062566223144531250e+02
1.550000000000000000e+04,1.057098464965820312e+02
1.560000000000000000e+04,1.063181457519531250e+02
1.570000000000000000e+04,1.054588928222656250e+02
1.580000000000000000e+04,1.034044189453125000e+02
1.590000000000000000e+04,1.047793197631835938e+02
1.600000000000000000e+04,1.069183654785156250e+02
1.610000000000000000e+04,1.035445556640625000e+02
1.620000000000000000e+04,1.048072509765625000e+02
1.630000000000000000e+04,1.058571014404296875e+02
1.640000000000000000e+04,1.058271179199218750e+02
1.650000000000000000e+04,1.049561004638671875e+02
1.660000000000000000e+04,1.069734039306640625e+02
1.670000000000000000e+04,1.039275665283203125e+02
1.680000000000000000e+04,1.040369796752929688e+02
1.690000000000000000e+04,1.052641448974609375e+02
1.700000000000000000e+04,1.038598480224609375e+02
1.710000000000000000e+04,1.049034423828125000e+02
1.720000000000000000e+04,1.057362747192382812e+02
1.730000000000000000e+04,1.044110107421875000e+02
1.740000000000000000e+04,1.039510498046875000e+02
1.750000000000000000e+04,1.043159027099609375e+02
1.760000000000000000e+04,1.043233184814453125e+02
1.770000000000000000e+04,1.042497329711914062e+02
1.780000000000000000e+04,1.031706085205078125e+02
1.790000000000000000e+04,1.046381683349609375e+02
1.800000000000000000e+04,1.048248519897460938e+02
1.810000000000000000e+04,1.027144927978515625e+02
1.820000000000000000e+04,1.056730194091796875e+02
1.830000000000000000e+04,1.037560348510742188e+02
1.840000000000000000e+04,1.045245513916015625e+02
1.850000000000000000e+04,1.047776412963867188e+02
1.860000000000000000e+04,1.054101486206054688e+02
1.870000000000000000e+04,1.053976211547851562e+02
1.880000000000000000e+04,1.049451751708984375e+02
1.890000000000000000e+04,1.042854385375976562e+02
1.900000000000000000e+04,1.048173675537109375e+02
1.910000000000000000e+04,1.044718093872070312e+02
1.920000000000000000e+04,1.067885284423828125e+02
1.930000000000000000e+04,1.077781982421875000e+02
1.940000000000000000e+04,1.028209304809570312e+02
1.950000000000000000e+04,1.039856872558593750e+02
1.960000000000000000e+04,1.048280029296875000e+02
