frame,sasa_total_nm2
1.270000000000000000e+04,1.036668090820312500e+02
1.280000000000000000e+04,1.050251007080078125e+02
1.290000000000000000e+04,1.053606719970703125e+02
1.300000000000000000e+04,1.063150329589843750e+02
1.310000000000000000e+04,1.078319396972656250e+02
1.320000000000000000e+04,1.041905899047851562e+02
1.330000000000000000e+04,1.038500671386718750e+02
1.340000000000000000e+04,1.040609588623046875e+02
1.350000000000000000e+04,1.056463623046875000e+02
1.360000000000000000e+04,1.045328292846679688e+02
1.370000000000000000e+04,1.031232910156250000e+02
1.380000000000000000e+04,1.053030548095703125e+02
1.390000000000000000e+04,1.070230865478515625e+02
1.400000000000000000e+04,1.035655822753906250e+02
1.410000000000000000e+04,1.034803085327148438e+02
1.420000000000000000e+04,1.031707382202148438e+02
1.430000000000000000e+04,1.032319412231445312e+02
1.440000000000000000e+04,1.037416076660156250e+02
1.450000000000000000e+04,1.027994384765625000e+02
1.460000000000000000e+04,1.034521026611328125e+02
1.470000000000000000e+04,1.035639343261718750e+02
1.480000000000000000e+04,1.027210845947265625e+02
1.490000000000000000e+04,1.021643829345703125e+02
1.500000000000000000e+04,1.021747131347656250e+02
1.510000000000000000e+04,1.029292297363281250e+02
1.520000000000000000e+04,1.031112976074218750e+02
1.530000000000000000e+04,1.033009796142578125e+02
1.540000000000000000e+04,1.040066986083984375e+02
1.550000000000000000e+04,1.025336914062500000e+02
1.560000000000000000e+04,1.018040161132812500e+02
1.570000000000000000e+04,1.028828506469726562e+02
1.580000000000000000e+04,1.040569839477539062e+02
1.590000000000000000e+04,1.021911621093750000e+02
1.600000000000000000e+04,1.025070266723632812e+02
1.610000000000000000e+04,1.027687988281250000e+02
1.620000000000000000e+04,1.011432800292968750e+02
1.630000000000000000e+04,1.026413879394531250e+02
1.640000000000000000e+04,1.035231170654296875e+02
1.650000000000000000e+04,1.030119705200195312e+02
1.660000000000000000e+04,1.033081207275390625e+02
1.670000000000000000e+04,1.022147064208984375e+02
1.680000000000000000e+04,1.039253463745117188e+02
1.690000000000000000e+04,1.034681167602539062e+02
1.700000000000000000e+04,1.031758270263671875e+02
1.710000000000000000e+04,1.036826782226562500e+02
1.720000000000000000e+04,1.008688659667968750e+02
1.730000000000000000e+04,1.037721099853515625e+02
1.740000000000000000e+04,1.039225006103515625e+02
1.750000000000000000e+04,1.057386245727539062e+02
1.760000000000000000e+04,1.043563995361328125e+02
1.770000000000000000e+04,1.041930084228515625e+02
1.780000000000000000e+04,1.041819610595703125e+02
1.790000000000000000e+04,1.037572937011718750e+02
1.800000000000000000e+04,1.044873809814453125e+02
1.810000000000000000e+04,1.069149780273437500e+02
1.820000000000000000e+04,1.062064819335937500e+02
1.830000000000000000e+04,1.058137588500976562e+02
1.840000000000000000e+04,1.060983123779296875e+02
1.850000000000000000e+04,1.056478881835937500e+02
1.860000000000000000e+04,1.038736572265625000e+02
1.870000000000000000e+04,1.047701263427734375e+02
1.880000000000000000e+04,1.056083984375000000e+02
1.890000000000000000e+04,1.048957138061523438e+02
1.900000000000000000e+04,1.042089233398437500e+02
1.910000000000000000e+04,1.034681015014648438e+02
1.920000000000000000e+04,1.028399429321289062e+02
1.930000000000000000e+04,1.015265426635742188e+02
1.940000000000000000e+04,1.027170028686523438e+02
1.950000000000000000e+04,1.051547241210937500e+02
1.960000000000000000e+04,1.028051147460937500e+02
1.970000000000000000e+04,1.040784072875976562e+02
1.980000000000000000e+04,1.031589202880859375e+02
1.990000000000000000e+04,1.049793548583984375e+02
