frame,sasa_total_nm2
5.000000000000000000e+03,1.037691879272460938e+02
5.100000000000000000e+03,1.040864028930664062e+02
5.200000000000000000e+03,1.022890014648437500e+02
5.300000000000000000e+03,1.035790100097656250e+02
5.400000000000000000e+03,1.035067977905273438e+02
5.500000000000000000e+03,1.024656372070312500e+02
5.600000000000000000e+03,1.019357147216796875e+02
5.700000000000000000e+03,1.050410156250000000e+02
5.800000000000000000e+03,1.021078186035156250e+02
5.900000000000000000e+03,1.023004760742187500e+02
6.000000000000000000e+03,1.054113159179687500e+02
6.100000000000000000e+03,1.036614227294921875e+02
6.200000000000000000e+03,1.039726486206054688e+02
6.300000000000000000e+03,1.037765808105468750e+02
6.400000000000000000e+03,1.060463409423828125e+02
6.500000000000000000e+03,1.033929519653320312e+02
6.600000000000000000e+03,1.030994873046875000e+02
6.700000000000000000e+03,1.063663787841796875e+02
6.800000000000000000e+03,1.054963989257812500e+02
6.900000000000000000e+03,1.068033142089843750e+02
7.000000000000000000e+03,1.065485839843750000e+02
7.100000000000000000e+03,1.040926208496093750e+02
7.200000000000000000e+03,1.047875823974609375e+02
7.300000000000000000e+03,1.058845520019531250e+02
7.400000000000000000e+03,1.060581130981445312e+02
7.500000000000000000e+03,1.048830566406250000e+02
7.600000000000000000e+03,1.093963928222656250e+02
7.700000000000000000e+03,1.062711029052734375e+02
7.800000000000000000e+03,1.058229064941406250e+02
7.900000000000000000e+03,1.067256011962890625e+02
8.000000000000000000e+03,1.048582916259765625e+02
8.100000000000000000e+03,1.047817535400390625e+02
8.200000000000000000e+03,1.062778778076171875e+02
8.300000000000000000e+03,1.073042221069335938e+02
8.400000000000000000e+03,1.068235778808593750e+02
8.500000000000000000e+03,1.048796920776367188e+02
8.600000000000000000e+03,1.058527832031250000e+02
8.700000000000000000e+03,1.053925628662109375e+02
8.800000000000000000e+03,1.037425842285156250e+02
8.900000000000000000e+03,1.060915069580078125e+02
9.000000000000000000e+03,1.060205459594726562e+02
9.100000000000000000e+03,1.055417785644531250e+02
9.200000000000000000e+03,1.053102264404296875e+02
9.300000000000000000e+03,1.045576477050781250e+02
9.400000000000000000e+03,1.056609115600585938e+02
9.500000000000000000e+03,1.056159591674804688e+02
9.600000000000000000e+03,1.053595046997070312e+02
9.700000000000000000e+03,1.049510421752929688e+02
9.800000000000000000e+03,1.054297485351562500e+02
9.900000000000000000e+03,1.072068786621093750e+02
1.000000000000000000e+04,1.078927764892578125e+02
1.010000000000000000e+04,1.054857177734375000e+02
1.020000000000000000e+04,1.040978393554687500e+02
1.030000000000000000e+04,1.061636810302734375e+02
1.040000000000000000e+04,1.044134902954101562e+02
1.050000000000000000e+04,1.048806838989257812e+02
1.060000000000000000e+04,1.053264465332031250e+02
1.070000000000000000e+04,1.048981018066406250e+02
1.080000000000000000e+04,1.041819152832031250e+02
1.090000000000000000e+04,1.056668319702148438e+02
1.100000000000000000e+04,1.017470397949218750e+02
1.110000000000000000e+04,1.040760879516601562e+02
1.120000000000000000e+04,1.043276901245117188e+02
1.130000000000000000e+04,1.040951538085937500e+02
1.140000000000000000e+04,1.061596450805664062e+02
1.150000000000000000e+04,1.044921035766601562e+02
1.160000000000000000e+04,1.057666625976562500e+02
1.170000000000000000e+04,1.054862518310546875e+02
1.180000000000000000e+04,1.054818725585937500e+02
1.190000000000000000e+04,1.067575302124023438e+02
1.200000000000000000e+04,1.045351715087890625e+02
1.210000000000000000e+04,1.071533050537109375e+02
1.220000000000000000e+04,1.049804000854492188e+02
1.230000000000000000e+04,1.058568420410156250e+02
1.240000000000000000e+04,1.047208251953125000e+02
1.250000000000000000e+04,1.067653198242187500e+02
1.260000000000000000e+04,1.069694747924804688e+02
1.270000000000000000e+04,1.075248641967773438e+02
1.280000000000000000e+04,1.058783187866210938e+02
1.290000000000000000e+04,1.053152999877929688e+02
1.300000000000000000e+04,1.056902008056640625e+02
1.310000000000000000e+04,1.043379211425781250e+02
1.320000000000000000e+04,1.074171371459960938e+02
1.330000000000000000e+04,1.086850509643554688e+02
1.340000000000000000e+04,1.088071594238281250e+02
1.350000000000000000e+04,1.092404479980468750e+02
1.360000000000000000e+04,1.073218154907226562e+02
1.370000000000000000e+04,1.095079879760742188e+02
1.380000000000000000e+04,1.074272918701171875e+02
1.390000000000000000e+04,1.087822189331054688e+02
1.400000000000000000e+04,1.058074035644531250e+02
1.410000000000000000e+04,1.047995605468750000e+02
1.420000000000000000e+04,1.039485931396484375e+02
1.430000000000000000e+04,1.057142028808593750e+02
1.440000000000000000e+04,1.043859710693359375e+02
1.450000000000000000e+04,1.053645324707031250e+02
1.460000000000000000e+04,1.056985931396484375e+02
1.470000000000000000e+04,1.089948577880859375e+02
1.480000000000000000e+04,1.065505905151367188e+02
1.490000000000000000e+04,1.069218292236328125e+02
1.500000000000000000e+04,1.049453048706054688e+02
1.510000000000000000e+04,1.049544982910156250e+02
1.520000000000000000e+04,1.052341537475585938e+02
1.530000000000000000e+04,1.071159362792968750e+02
1.540000000000000000e+04,1.069328308105468750e+02
1.550000000000000000e+04,1.071502075195312500e+02
1.560000000000000000e+04,1.057802581787109375e+02
1.570000000000000000e+04,1.075319671630859375e+02
1.580000000000000000e+04,1.070117950439453125e+02
1.590000000000000000e+04,1.065665130615234375e+02
1.600000000000000000e+04,1.052051162719726562e+02
1.610000000000000000e+04,1.040563964843750000e+02
1.620000000000000000e+04,1.046391372680664062e+02
1.630000000000000000e+04,1.062848510742187500e+02
1.640000000000000000e+04,1.041223144531250000e+02
1.650000000000000000e+04,1.056218566894531250e+02
1.660000000000000000e+04,1.043227691650390625e+02
1.670000000000000000e+04,1.041785888671875000e+02
1.680000000000000000e+04,1.049918975830078125e+02
1.690000000000000000e+04,1.034986419677734375e+02
1.700000000000000000e+04,1.055665130615234375e+02
1.710000000000000000e+04,1.040591888427734375e+02
1.720000000000000000e+04,1.062011413574218750e+02
1.730000000000000000e+04,1.060510711669921875e+02
1.740000000000000000e+04,1.073092803955078125e+02
1.750000000000000000e+04,1.058378753662109375e+02
1.760000000000000000e+04,1.046615447998046875e+02
1.770000000000000000e+04,1.057833404541015625e+02
1.780000000000000000e+04,1.062541961669921875e+02
1.790000000000000000e+04,1.046200180053710938e+02
1.800000000000000000e+04,1.040312805175781250e+02
1.810000000000000000e+04,1.066617584228515625e+02
1.820000000000000000e+04,1.081112823486328125e+02
1.830000000000000000e+04,1.054629974365234375e+02
1.840000000000000000e+04,1.075695800781250000e+02
1.850000000000000000e+04,1.052751007080078125e+02
1.860000000000000000e+04,1.059099121093750000e+02
1.870000000000000000e+04,1.073829879760742188e+02
1.880000000000000000e+04,1.060201568603515625e+02
1.890000000000000000e+04,1.053829116821289062e+02
1.900000000000000000e+04,1.069866256713867188e+02
1.910000000000000000e+04,1.039059829711914062e+02
1.920000000000000000e+04,1.079519042968750000e+02
1.930000000000000000e+04,1.055803375244140625e+02
1.940000000000000000e+04,1.054807739257812500e+02
1.950000000000000000e+04,1.066837463378906250e+02
1.960000000000000000e+04,1.056322326660156250e+02
1.970000000000000000e+04,1.080707778930664062e+02
1.980000000000000000e+04,1.075697174072265625e+02
1.990000000000000000e+04,1.061627197265625000e+02
