time_ns,rg_A
0.000000000000000000e+00,1.678601026532475515e+01
1.000000000000000021e-03,1.683618888865375851e+01
2.000000000000000042e-03,1.684525715747361119e+01
3.000000000000000062e-03,1.681740848848210845e+01
4.000000000000000083e-03,1.679215760037544669e+01
5.000000000000000104e-03,1.685839923563516507e+01
6.000000000000000125e-03,1.678921396942249089e+01
7.000000000000000146e-03,1.681592045507207445e+01
8.000000000000000167e-03,1.680045227781488393e+01
8.999999999999999320e-03,1.680334716152082919e+01
1.000000000000000021e-02,1.675575907608524773e+01
1.099999999999999936e-02,1.676623633147388048e+01
1.200000000000000025e-02,1.678434367727409793e+01
1.299999999999999940e-02,1.680134883455828287e+01
1.400000000000000029e-02,1.679639206594639589e+01
1.499999999999999944e-02,1.679445487795095460e+01
1.600000000000000033e-02,1.680505812078753181e+01
1.700000000000000122e-02,1.676430325993511872e+01
1.799999999999999864e-02,1.677892455919123904e+01
1.899999999999999953e-02,1.679346605122402281e+01
2.000000000000000042e-02,1.677659622283965746e+01
2.100000000000000130e-02,1.681256971254483901e+01
2.199999999999999872e-02,1.680137785065714340e+01
2.299999999999999961e-02,1.676082692612472513e+01
2.400000000000000050e-02,1.679964076187843602e+01
2.500000000000000139e-02,1.684945915332321320e+01
2.599999999999999881e-02,1.680671298178947026e+01
2.699999999999999969e-02,1.676536655960571309e+01
2.800000000000000058e-02,1.678039488761612219e+01
2.900000000000000147e-02,1.674843103896806795e+01
2.999999999999999889e-02,1.677861849712661524e+01
3.099999999999999978e-02,1.684738893466416698e+01
3.200000000000000067e-02,1.679771176809919808e+01
3.300000000000000155e-02,1.681005638120628731e+01
3.400000000000000244e-02,1.683846091850966786e+01
3.500000000000000333e-02,1.676872568293890708e+01
3.599999999999999728e-02,1.676836496920545017e+01
3.699999999999999817e-02,1.677023032492157384e+01
3.799999999999999906e-02,1.682481055059425046e+01
3.899999999999999994e-02,1.679501973289035277e+01
4.000000000000000083e-02,1.679393550055601736e+01
4.100000000000000172e-02,1.676798985517412177e+01
4.200000000000000261e-02,1.682788185802737502e+01
4.299999999999999656e-02,1.682891049053342059e+01
4.399999999999999745e-02,1.681800348908273435e+01
4.499999999999999833e-02,1.681748063661967763e+01
4.599999999999999922e-02,1.677648090829257654e+01
4.700000000000000011e-02,1.677491683408174339e+01
4.800000000000000100e-02,1.670948541496233375e+01
4.900000000000000189e-02,1.679208340450639625e+01
5.000000000000000278e-02,1.673488666482737131e+01
5.099999999999999672e-02,1.678117171241461492e+01
5.199999999999999761e-02,1.677033686237760080e+01
5.299999999999999850e-02,1.677784999788710962e+01
5.399999999999999939e-02,1.675195807477357590e+01
5.500000000000000028e-02,1.674465944783666416e+01
5.600000000000000117e-02,1.674828909466236837e+01
5.700000000000000205e-02,1.674904327860343400e+01
5.800000000000000294e-02,1.673228212756574607e+01
5.899999999999999689e-02,1.671677475298993443e+01
5.999999999999999778e-02,1.675849003286793248e+01
6.099999999999999867e-02,1.677001124923222264e+01
6.199999999999999956e-02,1.675894602146448165e+01
6.300000000000000044e-02,1.674712040464359220e+01
6.400000000000000133e-02,1.678322725257449477e+01
6.500000000000000222e-02,1.679906293040126641e+01
6.600000000000000311e-02,1.673216126368254209e+01
6.700000000000000400e-02,1.673692360415194358e+01
6.800000000000000488e-02,1.678087517817528962e+01
6.900000000000000577e-02,1.677084412077191899e+01
7.000000000000000666e-02,1.681865953959698601e+01
7.099999999999999367e-02,1.675231483073770988e+01
7.199999999999999456e-02,1.677718479852390487e+01
7.299999999999999545e-02,1.679195810286020318e+01
7.399999999999999634e-02,1.675039308173331420e+01
7.499999999999999722e-02,1.676912104277599980e+01
7.599999999999999811e-02,1.675791918778129030e+01
7.699999999999999900e-02,1.677348241231621273e+01
7.799999999999999989e-02,1.675110128496029560e+01
7.900000000000000078e-02,1.673725130431705210e+01
8.000000000000000167e-02,1.668830406123818832e+01
8.100000000000000255e-02,1.675791317307907491e+01
8.200000000000000344e-02,1.674305550742574766e+01
8.300000000000000433e-02,1.681773252162037124e+01
8.400000000000000522e-02,1.679855877978006973e+01
8.500000000000000611e-02,1.675983041096043280e+01
8.599999999999999312e-02,1.676262406260374149e+01
8.699999999999999400e-02,1.671623212117320989e+01
8.799999999999999489e-02,1.676168517274764014e+01
8.899999999999999578e-02,1.672684437529423462e+01
8.999999999999999667e-02,1.676662564253370746e+01
9.099999999999999756e-02,1.676827985757406836e+01
9.199999999999999845e-02,1.678690671378527099e+01
9.299999999999999933e-02,1.680063275923573229e+01
9.400000000000000022e-02,1.681540903997198555e+01
9.500000000000000111e-02,1.677914374873573067e+01
9.600000000000000200e-02,1.681828915097130306e+01
9.700000000000000289e-02,1.681162886751474872e+01
9.800000000000000377e-02,1.678353144442220923e+01
9.900000000000000466e-02,1.682761617188028325e+01
1.000000000000000056e-01,1.677867003877684482e+01
1.010000000000000064e-01,1.681015418850877552e+01
1.019999999999999934e-01,1.675888744014377352e+01
1.029999999999999943e-01,1.675749035580318491e+01
1.039999999999999952e-01,1.675122011118130416e+01
1.049999999999999961e-01,1.680350278141941089e+01
1.059999999999999970e-01,1.681001259164620976e+01
1.069999999999999979e-01,1.683739331978178910e+01
1.079999999999999988e-01,1.683549073385431782e+01
1.089999999999999997e-01,1.676756295595154000e+01
1.100000000000000006e-01,1.675777151260513165e+01
1.110000000000000014e-01,1.673791586585292279e+01
1.120000000000000023e-01,1.679562523252126383e+01
1.130000000000000032e-01,1.674757101163237039e+01
1.140000000000000041e-01,1.679039337852749725e+01
1.150000000000000050e-01,1.674358553955899254e+01
1.160000000000000059e-01,1.675867882919747132e+01
1.170000000000000068e-01,1.674573794891697531e+01
1.179999999999999938e-01,1.672035326655034382e+01
1.189999999999999947e-01,1.677875689454224784e+01
1.199999999999999956e-01,1.677372372553528379e+01
1.209999999999999964e-01,1.678784135174510794e+01
1.219999999999999973e-01,1.678478916904852980e+01
1.229999999999999982e-01,1.672021259344599287e+01
1.239999999999999991e-01,1.673540596153457827e+01
1.250000000000000000e-01,1.680787712622672458e+01
1.260000000000000009e-01,1.668981400236253165e+01
1.270000000000000018e-01,1.675522654943709355e+01
1.280000000000000027e-01,1.675884787087066030e+01
1.290000000000000036e-01,1.673704929536281938e+01
1.300000000000000044e-01,1.675660087091436168e+01
1.310000000000000053e-01,1.673218682461289930e+01
1.320000000000000062e-01,1.679151947509185305e+01
1.330000000000000071e-01,1.679957734890956544e+01
1.340000000000000080e-01,1.678142569119331995e+01
1.350000000000000089e-01,1.678559150424442947e+01
1.360000000000000098e-01,1.676657503580719322e+01
1.370000000000000107e-01,1.684669715519176947e+01
1.380000000000000115e-01,1.678796231500915326e+01
1.390000000000000124e-01,1.676973735399782228e+01
1.400000000000000133e-01,1.677379515768717155e+01
1.409999999999999865e-01,1.677551141924449496e+01
1.419999999999999873e-01,1.676696968464095505e+01
1.429999999999999882e-01,1.677994476804531132e+01
1.439999999999999891e-01,1.681794987980523004e+01
1.449999999999999900e-01,1.674903940081274811e+01
1.459999999999999909e-01,1.676224327963834781e+01
1.469999999999999918e-01,1.673403725510165430e+01
1.479999999999999927e-01,1.676893590505198972e+01
1.489999999999999936e-01,1.678477794051150340e+01
1.499999999999999944e-01,1.674868089540231963e+01
1.509999999999999953e-01,1.680406699153449779e+01
1.519999999999999962e-01,1.676640637726996630e+01
1.529999999999999971e-01,1.680453260670051918e+01
1.539999999999999980e-01,1.676522172604247274e+01
1.549999999999999989e-01,1.681051646496822372e+01
1.559999999999999998e-01,1.679089011113966734e+01
1.570000000000000007e-01,1.677112812950699450e+01
1.580000000000000016e-01,1.678972889852311212e+01
1.590000000000000024e-01,1.679704315671937209e+01
1.600000000000000033e-01,1.683662903030980473e+01
1.610000000000000042e-01,1.679984834295786555e+01
1.620000000000000051e-01,1.681463415704607200e+01
1.630000000000000060e-01,1.683780078338514485e+01
1.640000000000000069e-01,1.680967164098558086e+01
1.650000000000000078e-01,1.681190046428060825e+01
1.660000000000000087e-01,1.678545417407880791e+01
1.670000000000000095e-01,1.677247758079128914e+01
1.680000000000000104e-01,1.677517426746431539e+01
1.690000000000000113e-01,1.678767935531474365e+01
1.700000000000000122e-01,1.676704013653021974e+01
1.710000000000000131e-01,1.677231990087326707e+01
1.719999999999999862e-01,1.680773234757850076e+01
1.729999999999999871e-01,1.677668632444616748e+01
1.739999999999999880e-01,1.681310587632500742e+01
1.749999999999999889e-01,1.680573035850980190e+01
1.759999999999999898e-01,1.681473618131398240e+01
1.769999999999999907e-01,1.681955908340335171e+01
1.779999999999999916e-01,1.680702655993370698e+01
1.789999999999999925e-01,1.684055760400647017e+01
1.799999999999999933e-01,1.675247279744977291e+01
1.809999999999999942e-01,1.677987704178912054e+01
1.819999999999999951e-01,1.676549106280480572e+01
1.829999999999999960e-01,1.678985167352421826e+01
1.839999999999999969e-01,1.676602469072578927e+01
1.849999999999999978e-01,1.680074074105947091e+01
1.859999999999999987e-01,1.678820503151603205e+01
1.869999999999999996e-01,1.678619740592816356e+01
1.880000000000000004e-01,1.679694788646898118e+01
1.890000000000000013e-01,1.679691301822484917e+01
1.900000000000000022e-01,1.677876718366642450e+01
1.910000000000000031e-01,1.680413972043911386e+01
1.920000000000000040e-01,1.674899144175023480e+01
1.930000000000000049e-01,1.675470944923922545e+01
1.940000000000000058e-01,1.675662840424661937e+01
1.950000000000000067e-01,1.681127648656342544e+01
1.960000000000000075e-01,1.677274491637428966e+01
1.970000000000000084e-01,1.672735340624615219e+01
1.980000000000000093e-01,1.677670681634891992e+01
1.990000000000000102e-01,1.671971837846479758e+01
2.000000000000000111e-01,1.678843236225781510e+01
2.010000000000000120e-01,1.678626787604357418e+01
2.020000000000000129e-01,1.681372074116513815e+01
2.030000000000000138e-01,1.681189642791693117e+01
2.039999999999999869e-01,1.679563542823465383e+01
2.049999999999999878e-01,1.681499506592961524e+01
2.059999999999999887e-01,1.673836199700809857e+01
2.069999999999999896e-01,1.673978832703557273e+01
2.079999999999999905e-01,1.681065502859903660e+01
2.089999999999999913e-01,1.678003407168510464e+01
2.099999999999999922e-01,1.683289576052118974e+01
2.109999999999999931e-01,1.679584917174427616e+01
2.119999999999999940e-01,1.674782921657374501e+01
2.129999999999999949e-01,1.678839709144580894e+01
2.139999999999999958e-01,1.672893176423139749e+01
2.149999999999999967e-01,1.678380783478538874e+01
2.159999999999999976e-01,1.677458578862138339e+01
2.169999999999999984e-01,1.679421548997648372e+01
2.179999999999999993e-01,1.678647545039804356e+01
2.190000000000000002e-01,1.677037759637843095e+01
2.200000000000000011e-01,1.673752182621587181e+01
2.210000000000000020e-01,1.674814878434609255e+01
2.220000000000000029e-01,1.674223464995441191e+01
2.230000000000000038e-01,1.673715562695074865e+01
2.240000000000000047e-01,1.674804233289379596e+01
2.250000000000000056e-01,1.678477407812140143e+01
2.260000000000000064e-01,1.683119268520704992e+01
2.270000000000000073e-01,1.674514852207122573e+01
2.280000000000000082e-01,1.680348636539255835e+01
2.290000000000000091e-01,1.674799886635991086e+01
2.300000000000000100e-01,1.677157247398050544e+01
2.310000000000000109e-01,1.676373366424295597e+01
2.320000000000000118e-01,1.674221730263135299e+01
2.330000000000000127e-01,1.669526419853270127e+01
2.340000000000000135e-01,1.674785769901343713e+01
2.349999999999999867e-01,1.674480825096838288e+01
2.359999999999999876e-01,1.675759375579115940e+01
2.369999999999999885e-01,1.680618014086409673e+01
2.379999999999999893e-01,1.677914658049847318e+01
2.389999999999999902e-01,1.685531642080079351e+01
2.399999999999999911e-01,1.677455476364720965e+01
2.409999999999999920e-01,1.678801540332451125e+01
2.419999999999999929e-01,1.680014512559914408e+01
2.429999999999999938e-01,1.676973733161424462e+01
2.439999999999999947e-01,1.676214970550489269e+01
2.449999999999999956e-01,1.680254137221798771e+01
2.459999999999999964e-01,1.681875726872103272e+01
2.469999999999999973e-01,1.675932741753094746e+01
2.479999999999999982e-01,1.679305811310621621e+01
2.489999999999999991e-01,1.679748252817040211e+01
2.500000000000000000e-01,1.676752703241371734e+01
2.510000000000000009e-01,1.674930282456827868e+01
2.520000000000000018e-01,1.679871627494714659e+01
2.530000000000000027e-01,1.671142831912601423e+01
2.540000000000000036e-01,1.677165542176252089e+01
2.550000000000000044e-01,1.676653750128604514e+01
2.560000000000000053e-01,1.679008526643027821e+01
2.570000000000000062e-01,1.678842692929265823e+01
2.580000000000000071e-01,1.679822412920034225e+01
2.590000000000000080e-01,1.678467439459222632e+01
2.600000000000000089e-01,1.681484254448263371e+01
2.610000000000000098e-01,1.677458115875832334e+01
2.620000000000000107e-01,1.676407538445938883e+01
2.630000000000000115e-01,1.682674795793160527e+01
2.640000000000000124e-01,1.671590263498780260e+01
2.650000000000000133e-01,1.675468003685849538e+01
2.660000000000000142e-01,1.681007309897157143e+01
2.670000000000000151e-01,1.679484488957783483e+01
2.680000000000000160e-01,1.685118411652024051e+01
2.690000000000000169e-01,1.681184687855202142e+01
2.700000000000000178e-01,1.682648429002284018e+01
2.710000000000000187e-01,1.677631026907900846e+01
2.720000000000000195e-01,1.679493942869444112e+01
2.730000000000000204e-01,1.681612003910474229e+01
2.740000000000000213e-01,1.678044915863729969e+01
2.750000000000000222e-01,1.678953758092479021e+01
2.760000000000000231e-01,1.676230312429502334e+01
2.770000000000000240e-01,1.679666489332454660e+01
2.780000000000000249e-01,1.676533696003442842e+01
2.790000000000000258e-01,1.673092491283799532e+01
2.800000000000000266e-01,1.673470980227531513e+01
2.810000000000000275e-01,1.676529106738013652e+01
2.819999999999999729e-01,1.677161410842789735e+01
2.829999999999999738e-01,1.677856561011481773e+01
2.839999999999999747e-01,1.674301741359531448e+01
2.849999999999999756e-01,1.679185010827766078e+01
2.859999999999999765e-01,1.676598359483398681e+01
2.869999999999999774e-01,1.672338865250316431e+01
2.879999999999999782e-01,1.675154351460605184e+01
2.889999999999999791e-01,1.672907843062642996e+01
2.899999999999999800e-01,1.676781127769866941e+01
2.909999999999999809e-01,1.676520666160829265e+01
2.919999999999999818e-01,1.677862276474477099e+01
2.929999999999999827e-01,1.677038774999502735e+01
2.939999999999999836e-01,1.680468547751142694e+01
2.949999999999999845e-01,1.680946553884069061e+01
2.959999999999999853e-01,1.677029405844684717e+01
2.969999999999999862e-01,1.672969037186899399e+01
2.979999999999999871e-01,1.675500276052220272e+01
2.989999999999999880e-01,1.672618158112110720e+01
2.999999999999999889e-01,1.676192809319746857e+01
