time_ns,rg_A
0.000000000000000000e+00,1.683486832193093719e+01
1.000000000000000021e-03,1.683752042401760818e+01
2.000000000000000042e-03,1.690311229511756963e+01
3.000000000000000062e-03,1.689544101665000042e+01
4.000000000000000083e-03,1.686043706399872377e+01
5.000000000000000104e-03,1.683027274876581458e+01
6.000000000000000125e-03,1.682227049634390781e+01
7.000000000000000146e-03,1.682189474345686619e+01
8.000000000000000167e-03,1.682443378591498373e+01
8.999999999999999320e-03,1.688134955682058091e+01
1.000000000000000021e-02,1.682840854170829203e+01
1.099999999999999936e-02,1.686360083862519588e+01
1.200000000000000025e-02,1.682241098950416713e+01
1.299999999999999940e-02,1.684542854721757976e+01
1.400000000000000029e-02,1.681630549909834116e+01
1.499999999999999944e-02,1.684353327510331866e+01
1.600000000000000033e-02,1.679028979613110550e+01
1.700000000000000122e-02,1.675147583420092445e+01
1.799999999999999864e-02,1.685968235449149333e+01
1.899999999999999953e-02,1.687650141161023853e+01
2.000000000000000042e-02,1.684029259204612572e+01
2.100000000000000130e-02,1.687124347812195069e+01
2.199999999999999872e-02,1.686485649536370346e+01
2.299999999999999961e-02,1.682844106560771280e+01
2.400000000000000050e-02,1.679287843139492153e+01
2.500000000000000139e-02,1.685182555773204527e+01
2.599999999999999881e-02,1.688606890620788192e+01
2.699999999999999969e-02,1.681174809022361671e+01
2.800000000000000058e-02,1.686216838138954799e+01
2.900000000000000147e-02,1.681031077940448526e+01
2.999999999999999889e-02,1.684538307142660329e+01
3.099999999999999978e-02,1.681459968405138738e+01
3.200000000000000067e-02,1.684685415341339265e+01
3.300000000000000155e-02,1.681970858859045848e+01
3.400000000000000244e-02,1.680996575154090422e+01
3.500000000000000333e-02,1.683268416062168882e+01
3.599999999999999728e-02,1.673555905041047609e+01
3.699999999999999817e-02,1.680635088422459589e+01
3.799999999999999906e-02,1.676711582623427077e+01
3.899999999999999994e-02,1.677356297827152076e+01
4.000000000000000083e-02,1.677217918362167737e+01
4.100000000000000172e-02,1.679759959331374830e+01
4.200000000000000261e-02,1.679433064847157908e+01
4.299999999999999656e-02,1.679811856755043920e+01
4.399999999999999745e-02,1.678494112094600510e+01
4.499999999999999833e-02,1.682205625737244858e+01
4.599999999999999922e-02,1.682482701960233484e+01
4.700000000000000011e-02,1.684532044083851687e+01
4.800000000000000100e-02,1.684015851730845981e+01
4.900000000000000189e-02,1.678410474508905637e+01
5.000000000000000278e-02,1.685826841572492185e+01
5.099999999999999672e-02,1.684745486026267258e+01
5.199999999999999761e-02,1.681631704872318522e+01
5.299999999999999850e-02,1.686549889027887517e+01
5.399999999999999939e-02,1.680177467301005123e+01
5.500000000000000028e-02,1.681503687380713785e+01
5.600000000000000117e-02,1.679853930273279872e+01
5.700000000000000205e-02,1.680995333646344037e+01
5.800000000000000294e-02,1.679333721419237335e+01
5.899999999999999689e-02,1.687544515363338959e+01
5.999999999999999778e-02,1.680411248629767229e+01
6.099999999999999867e-02,1.680489892118273687e+01
6.199999999999999956e-02,1.678378189471512272e+01
6.300000000000000044e-02,1.679230135272751312e+01
6.400000000000000133e-02,1.676675260735810014e+01
6.500000000000000222e-02,1.681946896628296528e+01
6.600000000000000311e-02,1.677790844902322931e+01
6.700000000000000400e-02,1.683775014722310459e+01
6.800000000000000488e-02,1.682698544240609451e+01
6.900000000000000577e-02,1.689277115965754206e+01
7.000000000000000666e-02,1.682667886859001527e+01
7.099999999999999367e-02,1.683941147060457411e+01
7.199999999999999456e-02,1.682514407536129397e+01
