[mut 300K rep3] equilibrating 100 ps at 300.0 K...
[mut 300K rep3] production 100.0 ns (50000000 steps)...
#"Progress (%)","Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
40.3%,20150000,-661964.8328118739,300.17725177590717,702,2:02:40
40.4%,20200000,-661843.9882248468,300.9062702371001,702,2:02:28
40.5%,20250000,-662263.7976688845,301.57252448185454,702,2:02:16
40.6%,20300000,-660161.6437452817,299.8836208945805,702,2:02:03
40.7%,20350000,-661222.9006322385,301.8526803067276,702,2:01:51
40.8%,20400000,-661156.6174879903,297.9239626846102,702,2:01:39
40.9%,20450000,-660892.3337477874,303.76889153235146,702,2:01:27
41.0%,20500000,-661081.595935679,299.91316752999376,702,2:01:14
41.1%,20550000,-660472.3524353923,300.1332004285637,702,2:01:02
41.2%,20600000,-661480.5250417176,299.9117349658525,702,2:00:50
41.3%,20650000,-661608.6087041143,299.421887564804,702,2:00:38
41.4%,20700000,-661637.2295837388,296.679646425047,702,2:00:25
41.5%,20750000,-660940.6234283354,299.70822132253625,702,2:00:13
41.6%,20800000,-660431.0311967339,300.83314231445223,702,2:00:01
41.7%,20850000,-662150.0296110385,299.8541861782407,702,1:59:49
41.8%,20900000,-660192.6801088308,296.7816718524816,702,1:59:36
41.9%,20950000,-660789.7627189676,300.19195794216967,702,1:59:24
42.0%,21000000,-661786.8200071701,296.40031880131806,702,1:59:12
42.1%,21050000,-660397.352848724,300.6941388251217,702,1:59:00
42.2%,21100000,-660000.7854020647,303.8425566665523,702,1:58:48
42.3%,21150000,-662551.7611935064,299.6449198945448,702,1:58:35
42.4%,21200000,-660430.7792808195,298.13766096361815,702,1:58:23
42.5%,21250000,-661598.3613864738,302.25534274949223,702,1:58:11
42.6%,21300000,-661214.1105228676,298.80051286853717,702,1:57:58
42.7%,21350000,-660087.7661373313,298.7435684439225,702,1:57:46
42.8%,21400000,-662985.7544808951,301.07432791792036,702,1:57:34
42.9%,21450000,-660406.3565884321,300.6939149869746,702,1:57:22
43.0%,21500000,-659310.4316076227,300.8335004554876,702,1:57:09
43.1%,21550000,-659850.0833557313,300.27818039642113,702,1:56:57
43.2%,21600000,-661851.3387934319,302.26371429619263,702,1:56:45
43.3%,21650000,-661474.9867209168,298.63603659806995,702,1:56:33
43.4%,21700000,-661048.6314008329,304.1337253282612,702,1:56:21
43.5%,21750000,-660047.8704000255,300.2724277560414,702,1:56:08
43.6%,21800000,-663015.7500246833,299.5023797624905,702,1:55:56
43.7%,21850000,-661104.7678678515,302.3059301707301,702,1:55:44
43.8%,21900000,-661419.8201912274,301.09006373965946,702,1:55:31
43.9%,21950000,-661363.1419813517,300.08473946972305,702,1:55:19
44.0%,22000000,-660491.2168453871,299.6451213488772,702,1:55:07
44.1%,22050000,-660948.6913856007,301.280639538075,702,1:54:55
44.2%,22100000,-663044.6219996912,298.48955691462726,702,1:54:42
44.3%,22150000,-661687.9316729396,299.3981383373999,702,1:54:30
44.4%,22200000,-660865.3382338141,301.07309680811153,702,1:54:18
44.5%,22250000,-661887.3214303483,302.3050348181418,702,1:54:06
44.6%,22300000,-659936.0432471554,301.6935761517901,702,1:53:54
44.7%,22350000,-661556.8417295101,298.1477784478658,702,1:53:42
44.8%,22400000,-659936.3201673394,299.8413154847842,702,1:53:29
44.9%,22450000,-661748.3200672115,298.3184774188215,702,1:53:17
45.0%,22500000,-661634.623598096,299.55762301718744,702,1:53:05
45.1%,22550000,-662329.6478243615,301.0255983533032,702,1:52:53
45.2%,22600000,-662473.4373432263,298.70419531385284,702,1:52:40
45.3%,22650000,-661540.1758892247,300.9332875014515,702,1:52:28
45.4%,22700000,-659602.2724649995,300.1227024194661,702,1:52:16
45.5%,22750000,-661750.6931788246,302.3538986856472,702,1:52:04
45.6%,22800000,-661909.3113713404,298.0016345216436,702,1:51:51
45.7%,22850000,-660532.9721999988,299.51988390559137,702,1:51:39
45.8%,22900000,-661671.2224300001,300.26768238732353,702,1:51:27
45.9%,22950000,-661477.6985838157,302.32712764325765,702,1:51:14
46.0%,23000000,-661152.3219110458,299.2887486349267,702,1:51:02
46.1%,23050000,-662285.3014676124,299.9582485328137,702,1:50:50
46.2%,23100000,-660580.4905606275,298.0223171664329,702,1:50:38
46.3%,23150000,-661511.505568895,303.1387647645342,702,1:50:25
46.4%,23200000,-661626.6240561637,299.0095776979007,702,1:50:13
46.5%,23250000,-661689.292270063,297.0278714304441,702,1:50:01
46.6%,23300000,-660921.126989245,299.39480314900857,702,1:49:48
46.7%,23350000,-660760.552436837,300.20429142407323,702,1:49:36
46.8%,23400000,-660786.2975460538,299.76209916453604,702,1:49:24
46.9%,23450000,-660628.3531337194,303.0802087052606,702,1:49:12
47.0%,23500000,-661358.2691169609,299.9965696235921,702,1:49:00
47.1%,23550000,-661849.1658649603,299.28892770544434,702,1:48:47
47.2%,23600000,-659565.258972473,297.91388996799213,701,1:48:35
47.3%,23650000,-660947.4745872887,300.08511999457306,701,1:48:23
47.4%,23700000,-660395.116112317,299.0952853244139,701,1:48:10
47.5%,23750000,-661950.2377869175,300.42996504394944,701,1:47:58
47.6%,23800000,-660027.9950057641,299.8833970564334,701,1:47:46
47.7%,23850000,-660689.8553344975,301.7014776383817,701,1:47:34
47.8%,23900000,-660540.6781265796,300.606103281879,701,1:47:21
47.9%,23950000,-662427.7471430269,300.4118565378514,701,1:47:09
48.0%,24000000,-659811.0895912126,302.0124112084769,701,1:46:57
48.1%,24050000,-660888.0607728385,299.0536290452441,701,1:46:44
48.2%,24100000,-661321.2496254919,301.1877467070409,701,1:46:32
48.3%,24150000,-661943.1118861986,299.3616751032422,701,1:46:20
48.4%,24200000,-661121.7650624849,301.76603255999675,701,1:46:08
48.5%,24250000,-660978.3184906761,299.323488315352,701,1:45:55
48.6%,24300000,-661330.1368202032,299.9382597862803,701,1:45:43
48.7%,24350000,-659932.2749149217,301.67334118329495,701,1:45:31
48.8%,24400000,-662090.4210394681,298.42386041846214,701,1:45:19
48.9%,24450000,-661406.4397852728,299.12597353437724,701,1:45:06
49.0%,24500000,-662066.2674828623,301.2703429833098,701,1:44:54
49.1%,24550000,-661793.6514736824,299.98757133007985,701,1:44:42
49.2%,24600000,-660568.4966692189,302.30608685743306,701,1:44:30
49.3%,24650000,-662717.8666665447,303.22570350085624,701,1:44:17
49.4%,24700000,-660635.7004912756,297.67586048239764,701,1:44:05
49.5%,24750000,-661629.6770904232,296.8849955411692,701,1:43:53
49.6%,24800000,-662758.4243207853,300.9509483312553,701,1:43:40
49.7%,24850000,-660212.6537664505,301.88043623696433,701,1:43:28
49.8%,24900000,-661651.9859594349,299.815887471277,701,1:43:16
49.9%,24950000,-661582.6737096314,297.24832962149355,701,1:43:03
50.0%,25000000,-661197.1826102161,301.3083059330529,701,1:42:51
50.0%,25050000,-661320.6810106328,302.4463438403872,701,1:42:39
50.1%,25100000,-661679.8455586052,300.0014045275688,701,1:42:27
50.2%,25150000,-660866.9332254492,298.57094446490197,701,1:42:14
50.3%,25200000,-662244.9928258318,302.5018109332312,701,1:42:02
50.4%,25250000,-661096.6880818335,299.4891285441839,701,1:41:50
50.5%,25300000,-660456.443676684,301.02888877406514,701,1:41:38
50.6%,25350000,-661014.3563863384,299.4028165546737,701,1:41:25
50.7%,25400000,-661634.363413054,300.1210236333631,701,1:41:13
50.8%,25450000,-662223.0259766965,301.34098630252515,701,1:41:01
50.9%,25500000,-661053.6740838052,300.38763725033846,701,1:40:49
51.0%,25550000,-661701.9909059927,302.21746933500793,701,1:40:36
51.1%,25600000,-661922.4692393928,297.94238456411415,701,1:40:24
51.2%,25650000,-663208.1420307276,297.6520441035494,701,1:40:12
51.3%,25700000,-661445.5251953439,298.6571669191534,701,1:39:59
51.4%,25750000,-661980.5216374253,298.6609721676536,701,1:39:47
51.5%,25800000,-660452.038097647,298.30305497048835,701,1:39:35
51.6%,25850000,-661579.1902016406,301.77720208353554,701,1:39:23
51.7%,25900000,-662001.9826984424,299.868758041615,701,1:39:10
51.8%,25950000,-660848.2314003198,297.757583789893,701,1:38:58
51.9%,26000000,-661211.2316731093,299.8852101454247,701,1:38:46
52.0%,26050000,-660709.2854043003,300.72075318080834,701,1:38:34
52.1%,26100000,-661999.8175493805,301.08681808652693,701,1:38:21
52.2%,26150000,-661054.1463499926,299.7278071604049,701,1:38:09
52.3%,26200000,-661810.8987703267,300.23477817970416,701,1:37:57
52.4%,26250000,-660181.276397719,298.0457082528017,701,1:37:44
52.5%,26300000,-659719.5159505852,296.1424796397079,701,1:37:32
52.6%,26350000,-661994.5371827725,298.9386881567236,701,1:37:20
52.7%,26400000,-660606.0382069787,301.95716795377996,701,1:37:08
52.8%,26450000,-660972.9711189484,302.38398253261346,701,1:36:55
52.9%,26500000,-661772.5855894107,297.37018710875856,701,1:36:43
53.0%,26550000,-661920.8205295266,301.53733712513514,701,1:36:31
53.1%,26600000,-661798.1449941983,301.9989809196527,701,1:36:18
53.2%,26650000,-661086.0919225547,301.98040235344587,701,1:36:06
53.3%,26700000,-659261.7844009004,298.8158905492409,701,1:35:54
53.4%,26750000,-661881.1546174223,300.6479833991958,701,1:35:41
53.5%,26800000,-660938.0366179477,299.0867123233811,701,1:35:29
53.6%,26850000,-662042.4508924708,300.126149526931,701,1:35:17
53.7%,26900000,-659365.1324291592,301.06056187187556,701,1:35:05
53.8%,26950000,-661454.8840001635,296.7148561655811,701,1:34:52
53.9%,27000000,-661149.9419832085,302.826756771333,701,1:34:40
54.0%,27050000,-661824.2893906529,300.55791092881475,701,1:34:28
54.1%,27100000,-662765.1624246258,301.0727162832615,701,1:34:15
54.2%,27150000,-660195.4675512183,301.0804163155207,701,1:34:03
54.3%,27200000,-660466.6976904669,299.8155517140564,701,1:33:51
54.4%,27250000,-660988.5867849463,298.4852144545741,701,1:33:38
54.5%,27300000,-660230.0400641523,300.3509725618483,701,1:33:26
54.6%,27350000,-661327.6513968827,301.6029217022267,701,1:33:14
54.7%,27400000,-660888.8467341466,301.65825449218244,701,1:33:02
54.8%,27450000,-661132.9937394536,299.24944265630114,701,1:32:49
54.9%,27500000,-662524.8472604332,298.79690907436935,701,1:32:37
55.0%,27550000,-661511.6890886566,299.4143218354331,701,1:32:25
55.1%,27600000,-660743.8224328156,300.4730762710751,701,1:32:12
55.2%,27650000,-661171.5661138622,300.87468667454846,701,1:32:00
55.3%,27700000,-659545.9326637723,303.9550129516404,701,1:31:48
55.4%,27750000,-661110.7585711903,299.8660048324061,701,1:31:36
55.5%,27800000,-661505.920818239,297.78616792127383,701,1:31:23
55.6%,27850000,-660583.0259334794,301.15739425429814,701,1:31:11
55.7%,27900000,-660893.4428699617,300.5316323303487,701,1:30:59
55.8%,27950000,-661606.7670180653,301.5888870504054,701,1:30:46
55.9%,28000000,-662609.746262616,299.1921848582806,701,1:30:34
56.0%,28050000,-661710.8846883737,301.0493699645221,701,1:30:22
56.1%,28100000,-662105.5309888166,301.68316767795136,701,1:30:10
56.2%,28150000,-660779.8278104006,300.5097185757505,701,1:29:57
56.3%,28200000,-663478.1600612863,299.9091608271612,701,1:29:45
56.4%,28250000,-660655.3399341288,301.6870848455251,701,1:29:33
56.5%,28300000,-662313.7287681065,298.98437352254064,701,1:29:20
56.6%,28350000,-661470.4425470238,299.6376675385797,701,1:29:08
56.7%,28400000,-661596.5035524252,301.4627990221607,701,1:28:56
56.8%,28450000,-662290.6633974048,301.61684443497444,701,1:28:44
56.9%,28500000,-661826.6186799477,300.99475345663694,701,1:28:31
57.0%,28550000,-661381.9453635304,301.8538442650924,701,1:28:19
57.1%,28600000,-662277.6490008743,299.8328544028249,701,1:28:07
57.2%,28650000,-661000.7112700641,300.1260376078575,701,1:27:54
57.3%,28700000,-661235.674876309,299.53913398623945,701,1:27:42
57.4%,28750000,-661560.1308996752,298.66007681506534,701,1:27:30
57.5%,28800000,-661265.959426641,301.04142371030105,701,1:27:17
57.6%,28850000,-661932.8255090048,299.13752358276605,701,1:27:05
57.7%,28900000,-659897.0689854603,299.9863178364563,701,1:26:53
57.8%,28950000,-661735.5429838318,300.73131834135,701,1:26:41
57.9%,29000000,-662671.4573273952,297.9816233912955,701,1:26:28
58.0%,29050000,-660345.7205135305,299.3857153202375,701,1:26:16
58.1%,29100000,-661360.7001707717,299.67912236341715,701,1:26:04
58.2%,29150000,-660153.0880505089,301.0602932660991,701,1:25:51
58.3%,29200000,-661778.7869386189,301.7113265168528,701,1:25:39
58.4%,29250000,-660801.6338951751,300.98481504290703,701,1:25:27
58.5%,29300000,-661231.6277463287,299.835831450181,701,1:25:14
58.6%,29350000,-661888.4019464897,300.18226575040154,701,1:25:02
58.7%,29400000,-660677.7428353704,298.96557111818674,701,1:24:50
58.8%,29450000,-660848.9003982334,298.7365175422898,701,1:24:37
58.9%,29500000,-660779.4417241057,300.45422909909183,701,1:24:25
59.0%,29550000,-661282.9000704624,301.19410371041766,701,1:24:13
59.1%,29600000,-662486.8305254169,300.3839439209118,701,1:24:00
59.2%,29650000,-661086.757209383,299.7915786485052,701,1:23:48
59.3%,29700000,-660961.3106238651,300.2802173235595,701,1:23:36
59.4%,29750000,-660725.9682620219,300.4024553356745,701,1:23:24
59.5%,29800000,-659512.6714503141,299.9183381911911,701,1:23:11
59.6%,29850000,-661922.3393911659,302.1738656639587,701,1:22:59
59.7%,29900000,-661784.8099397575,302.11654071449396,701,1:22:46
59.8%,29950000,-660454.3923217473,301.87421353647574,701,1:22:34
59.9%,30000000,-661534.4727400071,299.0718718542304,701,1:22:22
60.0%,30050000,-660709.0494845598,296.05735399237716,701,1:22:10
60.1%,30100000,-661081.1367375338,300.17362559792457,701,1:21:57
60.2%,30150000,-661002.543549858,299.1313008822775,701,1:21:45
60.3%,30200000,-661253.6025696527,300.56834178646824,701,1:21:33
60.4%,30250000,-661623.4116698778,298.95278995998905,701,1:21:20
60.5%,30300000,-661032.3341684272,301.33507697544246,701,1:21:08
60.6%,30350000,-661387.7143967412,300.06569084340737,701,1:20:56
60.7%,30400000,-661760.9877083325,301.1348313690735,701,1:20:43
60.8%,30450000,-661224.1492311321,300.38613753475306,701,1:20:31
60.9%,30500000,-662245.9874887713,300.693198704904,701,1:20:19
61.0%,30550000,-661547.8459781557,297.73960958668323,701,1:20:07
61.1%,30600000,-662204.5211557499,303.03127768631106,701,1:19:54
61.2%,30650000,-661939.3629777702,300.7188953241876,701,1:19:42
61.3%,30700000,-660761.4714275599,298.6992037231732,701,1:19:30
61.4%,30750000,-661212.5227185967,299.7689933794658,701,1:19:17
61.5%,30800000,-661844.7916653142,301.9122660214777,701,1:19:05
61.6%,30850000,-661599.6697489372,301.9643531583009,701,1:18:53
61.7%,30900000,-660674.8670020015,298.07859007660636,701,1:18:40
61.8%,30950000,-660418.4087488796,300.42537636193447,701,1:18:28
61.9%,31000000,-660934.7222040584,299.02721614388986,701,1:18:16
62.0%,31050000,-661938.751752595,295.90536789051646,701,1:18:03
62.1%,31100000,-659536.9685528926,299.1290625008068,701,1:17:51
62.2%,31150000,-661541.7276784037,302.25552182000985,701,1:17:39
62.3%,31200000,-659923.0347474343,300.4295621352847,701,1:17:27
62.4%,31250000,-662090.6278795251,301.7012314164199,701,1:17:14
62.5%,31300000,-662519.7510092002,299.3905949918436,701,1:17:02
62.6%,31350000,-661666.6747448044,302.1538769174253,701,1:16:50
62.7%,31400000,-661175.639954844,300.161986014277,701,1:16:37
62.8%,31450000,-661545.9475318776,300.086574942529,701,1:16:25
62.9%,31500000,-661220.0235823104,301.4420268421126,701,1:16:13
63.0%,31550000,-660473.6457188907,301.25400279857365,701,1:16:01
63.1%,31600000,-660349.0664126412,301.0080270587582,701,1:15:48
63.2%,31650000,-661384.0524376049,300.96950451364745,701,1:15:36
63.3%,31700000,-661646.8448823192,301.1853740226819,701,1:15:24
63.4%,31750000,-661102.6631339192,301.0772378138323,701,1:15:11
63.5%,31800000,-660789.7230138392,299.2670587184756,701,1:14:59
63.6%,31850000,-660448.4962427937,300.780674652779,701,1:14:47
63.7%,31900000,-659357.5538414707,300.35918742184583,701,1:14:34
63.8%,31950000,-661348.1456110268,298.5026738300455,701,1:14:22
63.9%,32000000,-661709.7455183235,302.9013172581221,701,1:14:10
64.0%,32050000,-662156.620682851,299.5625922240524,701,1:13:57
64.1%,32100000,-660819.768199998,299.5313891863508,701,1:13:45
64.2%,32150000,-661855.273494828,301.7690543749822,701,1:13:33
64.3%,32200000,-661349.3683473156,301.8617681354987,701,1:13:21
64.4%,32250000,-661902.1021488998,298.701889780938,701,1:13:08
64.5%,32300000,-663147.6756507484,299.82721368151874,701,1:12:56
64.6%,32350000,-660292.7769397604,300.04196399981794,701,1:12:44
64.7%,32400000,-661756.2303368449,298.6542570232415,701,1:12:31
64.8%,32450000,-662156.3262107666,299.06385844856527,701,1:12:19
64.9%,32500000,-660916.3810406574,299.05519591227363,701,1:12:07
65.0%,32550000,-660438.9796385146,302.16676999469655,701,1:11:54
65.1%,32600000,-661497.1246074629,297.62912307728936,701,1:11:42
65.2%,32650000,-660836.7981981225,297.62968267265705,701,1:11:30
65.3%,32700000,-662062.5547508844,299.47511627617735,701,1:11:18
65.4%,32750000,-662094.2864118745,298.9164162610901,701,1:11:05
65.5%,32800000,-661081.07333251,302.0895010663279,701,1:10:53
65.6%,32850000,-661532.598352816,298.57045202097845,701,1:10:41
65.7%,32900000,-661883.289380373,300.60464833392297,701,1:10:28
65.8%,32950000,-660133.5406435598,301.1797780690052,701,1:10:16
65.9%,33000000,-660900.7858454562,299.50833385720256,701,1:10:04
66.0%,33050000,-663228.7230802849,299.53763427065405,701,1:09:52
66.1%,33100000,-660302.9041396454,303.98158253969757,701,1:09:39
66.2%,33150000,-659309.2303601583,299.46958747394467,701,1:09:27
66.3%,33200000,-661696.0138240149,299.9642697789698,701,1:09:15
66.4%,33250000,-661142.0084286327,302.20865011201334,701,1:09:02
66.5%,33300000,-661463.627266976,300.28805165870693,701,1:08:50
66.6%,33350000,-660854.4874532623,301.77303869400004,701,1:08:38
66.7%,33400000,-661329.9162992006,299.2332367744533,701,1:08:25
66.8%,33450000,-662707.8154810597,298.6622704289066,701,1:08:13
66.9%,33500000,-661406.1531225769,299.94609412142773,701,1:08:01
67.0%,33550000,-661236.955095144,302.33523058418155,701,1:07:49
67.1%,33600000,-661177.843975679,302.005987053656,701,1:07:36
67.2%,33650000,-661341.5659459503,299.54011887408655,701,1:07:24
67.3%,33700000,-662313.0099694035,300.6415816281896,701,1:07:12
67.4%,33750000,-663321.8342876164,299.91706231375275,701,1:06:59
67.5%,33800000,-661567.204428406,300.05517045049504,701,1:06:47
67.6%,33850000,-660761.1134632719,294.6782647844629,701,1:06:35
67.7%,33900000,-659405.8267184976,300.8995774765027,701,1:06:22
67.8%,33950000,-660796.7343539405,299.3430965370353,701,1:06:10
67.9%,34000000,-660866.496083892,298.5841061479497,701,1:05:58
68.0%,34050000,-661977.4369520717,300.3116218155934,701,1:05:45
68.1%,34100000,-661448.8093193793,302.1849680360533,701,1:05:33
68.2%,34150000,-661094.4244669047,301.6711028018243,701,1:05:21
68.3%,34200000,-662690.0503349742,299.89931194869007,701,1:05:08
68.4%,34250000,-661986.5363854384,300.57653426265097,701,1:04:56
68.5%,34300000,-659950.1494537019,299.1414855179692,701,1:04:44
68.6%,34350000,-661988.6057288,301.1839862261701,701,1:04:32
68.7%,34400000,-661846.3549034265,298.3932841275723,701,1:04:19
68.8%,34450000,-660491.8420439758,297.63447280900436,701,1:04:07
68.9%,34500000,-661059.2961298507,301.542082493853,701,1:03:55
69.0%,34550000,-660840.3892404321,300.18530994920167,701,1:03:42
69.1%,34600000,-661689.254972375,299.5321950036802,701,1:03:30
69.2%,34650000,-660982.343093581,299.34734946182965,701,1:03:18
69.3%,34700000,-660900.3605706333,299.13264391115996,701,1:03:05
69.4%,34750000,-659753.0997447083,299.85205971584355,701,1:02:53
69.5%,34800000,-661230.8947479352,299.6307285560206,701,1:02:41
69.6%,34850000,-660968.8933673552,300.1060264775094,701,1:02:28
69.7%,34900000,-661199.9428482461,299.3961909455204,701,1:02:16
69.8%,34950000,-661213.7453016024,300.0767036802432,701,1:02:04
69.9%,35000000,-661483.5900166291,297.8723679917106,701,1:01:51
70.0%,35050000,-660193.2780425758,301.3284289824745,701,1:01:39
70.1%,35100000,-661396.6929206029,298.69683103881425,701,1:01:27
70.2%,35150000,-658711.2158902045,301.3768227898711,701,1:01:15
70.3%,35200000,-660229.7235371983,301.54248540251774,701,1:01:02
70.4%,35250000,-660641.3402671567,301.7079017932026,701,1:00:50
70.5%,35300000,-662418.9561834489,301.13185432171747,701,1:00:38
70.6%,35350000,-661262.7412664294,299.58772924796835,701,1:00:25
70.7%,35400000,-661671.0488432795,300.6260024931535,701,1:00:13
70.8%,35450000,-661669.0173082855,299.00263871534156,701,1:00:01
70.9%,35500000,-661173.4814626635,300.2112080228177,701,59:48
71.0%,35550000,-661473.2233072189,299.93823740246563,701,59:36
71.1%,35600000,-660674.5744799525,299.5758434423589,701,59:24
71.2%,35650000,-660993.9995657504,299.03088708950185,701,59:11
71.3%,35700000,-660329.4678581418,299.1027839023407,701,58:59
71.4%,35750000,-662657.4196733702,301.7899160902892,701,58:47
71.5%,35800000,-661518.7558754021,297.36479260941417,701,58:35
71.6%,35850000,-662410.8787386371,296.7937367286087,701,58:22
71.7%,35900000,-661151.363003328,301.63721370635784,701,58:10
71.8%,35950000,-660488.327028173,300.8294266012109,701,57:58
71.9%,36000000,-661238.5915723522,300.24901428585787,701,57:45
72.0%,36050000,-660671.1588222072,301.8297145128382,701,57:33
72.1%,36100000,-660797.1089687897,302.1465350262014,700,57:21
72.2%,36150000,-661167.2211297653,300.9567457392645,700,57:08
72.3%,36200000,-658721.9308993821,298.95444636227734,700,56:56
72.4%,36250000,-662232.4726507091,301.26071794298576,700,56:44
72.5%,36300000,-660951.1062695761,300.70521881340164,700,56:31
72.6%,36350000,-661019.671383365,301.0315076803859,700,56:19
72.7%,36400000,-661086.0210538767,299.72214405528405,700,56:07
72.8%,36450000,-661607.6028254353,300.2918121395777,700,55:55
72.9%,36500000,-661545.890862348,300.1245155084574,700,55:42
73.0%,36550000,-660752.5350358584,301.24605654435265,700,55:30
73.1%,36600000,-660788.1328484532,301.2048031738476,700,55:18
73.2%,36650000,-660938.7421381567,299.5689492274292,700,55:05
73.3%,36700000,-662120.5029261494,302.88611864793603,700,54:53
73.4%,36750000,-661717.5856748442,299.65369434991,700,54:41
73.5%,36800000,-662003.5592428613,299.0929350238697,700,54:28
73.6%,36850000,-661377.8970160736,302.67667329372244,700,54:16
73.7%,36900000,-659724.937423462,301.060226114655,700,54:04
73.8%,36950000,-662201.3982637534,300.70063013138673,700,53:51
73.9%,37000000,-659832.2848982895,299.3735832926663,700,53:39
74.0%,37050000,-661401.9406865155,302.18913142558887,700,53:27
74.1%,37100000,-660927.723955398,301.0670307943259,700,53:14
74.2%,37150000,-661715.2429158883,302.16726243862007,700,53:02
74.3%,37200000,-661300.5409786026,297.5606062204712,700,52:50
74.4%,37250000,-662096.1938793221,300.07903159697275,700,52:37
74.5%,37300000,-662715.5274884417,301.14327006721805,700,52:25
74.6%,37350000,-661594.7812911589,298.62077083643976,700,52:13
74.7%,37400000,-661790.9579856377,299.1375011989514,700,52:00
74.8%,37450000,-661405.3530002246,297.3408643114924,700,51:48
74.9%,37500000,-662168.0865127589,299.42569281330424,700,51:36
75.0%,37550000,-660884.2544301143,298.8044524199256,700,51:23
75.1%,37600000,-662002.7984273182,299.136762533066,700,51:11
75.2%,37650000,-660985.4003909361,301.13836801179724,700,50:59
75.3%,37700000,-660514.6436623563,299.11330429525304,700,50:47
75.4%,37750000,-661833.9806205658,299.4895986042928,700,50:34
75.5%,37800000,-659795.9684281424,300.2508049910344,700,50:22
75.6%,37850000,-661657.0299069718,298.7172226940124,700,50:10
75.7%,37900000,-660450.5090715522,300.53149802746043,700,49:57
75.8%,37950000,-662620.6425226424,299.61143370774306,700,49:45
75.9%,38000000,-661801.2114323513,300.2284659439568,700,49:33
76.0%,38050000,-661647.1880694837,301.56625701373656,700,49:20
76.1%,38100000,-662401.9202210144,298.9563489865275,700,49:08
76.2%,38150000,-660653.8882547896,298.7364503908457,700,48:56
76.3%,38200000,-660322.406166241,300.1867648971576,700,48:43
76.4%,38250000,-660928.5998281403,303.33321296289404,700,48:31
76.5%,38300000,-660430.0930876113,301.26790314750673,700,48:19
76.6%,38350000,-662365.9877093825,302.82306344190636,700,48:06
76.7%,38400000,-661732.1876213192,300.9042780775912,700,47:54
76.8%,38450000,-661278.1887507378,298.61089957415396,700,47:42
76.9%,38500000,-661577.7435777155,301.3012326476055,700,47:29
77.0%,38550000,-660429.7080156617,299.1819330711448,700,47:17
77.1%,38600000,-661507.5500452337,299.84847830549046,700,47:05
77.2%,38650000,-660908.4868472884,300.1646049205977,700,46:52
77.3%,38700000,-661399.6376077221,299.60816567079587,700,46:40
77.4%,38750000,-660802.0340990014,300.2254665127861,700,46:28
77.5%,38800000,-661738.1324264649,297.3878703223771,700,46:15
77.6%,38850000,-660405.8897798439,299.2479205569011,700,46:03
77.7%,38900000,-661290.6629531132,299.20053402116633,700,45:51
77.8%,38950000,-661404.6515626376,301.9000668424624,700,45:38
77.9%,39000000,-661881.982851659,299.9976216628833,700,45:26
78.0%,39050000,-662920.2326949676,300.04272504951797,700,45:14
78.1%,39100000,-661987.7888418823,300.17358083029524,700,45:01
78.2%,39150000,-663416.5284731654,297.84219460948555,700,44:49
78.3%,39200000,-662330.5133863892,300.617787633156,700,44:37
78.4%,39250000,-661834.8690692964,301.4454291819481,700,44:24
78.5%,39300000,-661826.1145499293,301.0982562158422,700,44:12
78.6%,39350000,-662011.6925502298,300.0023894154159,700,44:00
78.7%,39400000,-660920.875455753,300.701525483975,700,43:48
78.8%,39450000,-660839.9417226762,300.3136587427318,700,43:35
78.9%,39500000,-660624.7384811034,301.2637173741565,700,43:23
79.0%,39550000,-660296.2928395895,303.01773547841333,700,43:11
79.1%,39600000,-662276.7080011242,297.9167550962746,700,42:58
79.2%,39650000,-662745.2490671361,301.8752879595817,700,42:46
79.3%,39700000,-661517.0276510864,302.5655600375168,700,42:34
79.4%,39750000,-661343.1174948849,297.84087396441777,700,42:21
79.5%,39800000,-661530.4828304714,303.1981490249519,700,42:09
79.6%,39850000,-660848.701268102,299.93492459788894,700,41:57
79.7%,39900000,-661001.4155301629,300.59376979997535,700,41:44
79.8%,39950000,-661175.7114166967,299.30396962892746,700,41:32
79.9%,40000000,-661231.9054621281,301.2784459242338,700,41:20
80.0%,40050000,-661027.9127112338,301.2043554975535,700,41:07
80.1%,40100000,-660156.0620128359,300.14824235204685,700,40:55
80.2%,40150000,-661440.5585447778,300.17691601868654,700,40:43
80.3%,40200000,-662064.7124416274,301.27276043529815,700,40:30
80.4%,40250000,-662281.5289923674,302.0745262942889,700,40:18
80.5%,40300000,-659824.3506979919,301.163214046122,700,40:06
80.6%,40350000,-661590.5360264704,298.35243366573206,700,39:53
80.7%,40400000,-662319.6353023145,299.6296541329146,700,39:41
80.8%,40450000,-662053.6779531883,301.0489894396721,700,39:29
80.9%,40500000,-661536.1218038546,299.9503470462221,700,39:16
81.0%,40550000,-661238.0843380629,301.8128818841785,700,39:04
81.1%,40600000,-660374.0931166853,297.72640313600607,700,38:52
81.2%,40650000,-662206.8372291811,300.6803056276327,700,38:39
81.3%,40700000,-661434.5023464714,297.57535715436313,700,38:27
81.4%,40750000,-659845.8343592724,297.6717418604916,700,38:15
81.5%,40800000,-661768.4261725121,299.62969890054404,700,38:02
81.6%,40850000,-661563.2568175332,299.14249278963104,700,37:50
81.7%,40900000,-660188.8975801202,301.05787581411073,700,37:38
81.8%,40950000,-660960.634163395,295.82091375762684,700,37:25
