[mut 300K rep3] equilibrating 100 ps at 300.0 K...
[mut 300K rep3] production 100.0 ns (50000000 steps)...
#"Progress (%)","Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
81.9%,41000000,-661555.1844951985,301.88330136524684,700,37:13
82.0%,41050000,-662326.9552834071,299.089241694443,700,37:01
82.1%,41100000,-663073.2381962058,295.6627721067218,700,36:48
82.2%,41150000,-660663.2188615552,300.87177677863656,700,36:36
82.3%,41200000,-661596.8863298926,299.1941546339748,700,36:24
82.4%,41250000,-659378.1050730385,299.57295593026174,700,36:11
82.5%,41300000,-660949.9155137185,298.63511886166697,700,35:59
82.6%,41350000,-659965.8928902633,299.03952724197876,700,35:47
82.7%,41400000,-661755.6999327075,303.395104210559,700,35:34
82.8%,41450000,-661395.283524076,298.929488408879,700,35:22
82.9%,41500000,-662417.8188708993,302.97975014485553,700,35:10
83.0%,41550000,-662128.5180131514,300.2035303743732,700,34:57
83.1%,41600000,-660432.6271417136,301.74461124932213,700,34:45
83.2%,41650000,-661687.3417451917,300.3787061082703,700,34:33
83.3%,41700000,-660681.6772744814,300.42835340929054,700,34:20
83.4%,41750000,-660580.9591531353,301.5336885633379,700,34:08
83.5%,41800000,-661537.6583286077,299.45964906021476,700,33:56
83.6%,41850000,-659544.994374013,301.34416480421356,700,33:43
83.7%,41900000,-661069.6502758083,300.17942300593376,700,33:31
83.8%,41950000,-662429.49022632,300.54363005503166,700,33:19
83.9%,42000000,-660271.7347975792,299.9260829910797,700,33:06
84.0%,42050000,-660644.9466959359,302.6561473356361,700,32:54
84.1%,42100000,-662410.0351571571,299.0865332528635,700,32:42
84.2%,42150000,-662002.6736078723,300.62492807004753,700,32:29
84.3%,42200000,-662027.9727282324,302.1345149177037,700,32:17
84.4%,42250000,-660850.1809529574,301.38577631575384,700,32:05
84.5%,42300000,-661562.0060896506,298.0738894755179,700,31:52
84.6%,42350000,-661440.1820979826,299.64592716620666,700,31:40
84.7%,42400000,-660880.2399683697,301.54004556671464,700,31:28
84.8%,42450000,-660614.1870607296,302.0903068836573,700,31:15
84.9%,42500000,-660103.3714731154,300.36818571535804,700,31:03
85.0%,42550000,-662706.6460714708,301.0625316475698,700,30:51
85.1%,42600000,-661644.0615192456,299.6133587158079,700,30:38
85.2%,42650000,-662055.372655509,302.7246641924543,700,30:26
85.3%,42700000,-661672.546251887,301.7407164655631,700,30:14
85.4%,42750000,-661449.776853492,301.711617506444,700,30:01
85.5%,42800000,-660025.1426296048,299.53814909839235,700,29:49
85.6%,42850000,-662093.5763476724,302.6034782196305,700,29:37
85.7%,42900000,-662307.6795133762,303.197455126696,700,29:24
85.8%,42950000,-661243.8453900497,301.427790735959,700,29:12
85.9%,43000000,-660306.3865655744,296.7398141189795,700,29:00
86.0%,43050000,-660709.456387064,300.8126611239953,700,28:47
86.1%,43100000,-661168.9858677797,300.815817241869,700,28:35
86.2%,43150000,-661992.2902435898,299.3657489575188,700,28:23
86.3%,43200000,-661192.2723949458,299.15912396395834,700,28:10
86.4%,43250000,-662328.1462196279,301.12529586400825,700,27:58
86.5%,43300000,-660910.6556091239,302.0429874993667,700,27:46
86.6%,43350000,-662226.5569405099,299.72362138705466,700,27:33
86.7%,43400000,-662162.863415496,299.1491855502284,700,27:21
86.8%,43450000,-659933.4989792728,299.8247066942716,700,27:09
86.9%,43500000,-660601.0597608066,299.84057681889885,700,26:56
87.0%,43550000,-660123.2350760191,298.75529756282896,700,26:44
87.1%,43600000,-660426.7517118729,300.5469204757936,700,26:32
87.2%,43650000,-660733.9327574819,301.32034842536524,700,26:19
87.3%,43700000,-662099.7825944056,301.6502410865173,700,26:07
87.4%,43750000,-660616.5525458986,297.7125251708878,700,25:55
87.5%,43800000,-661361.782447719,298.9972889836266,700,25:42
87.6%,43850000,-660411.912914007,302.51526360587013,700,25:30
87.7%,43900000,-660566.2559286729,301.39188709716893,700,25:18
87.8%,43950000,-661203.7725565159,300.19220416413145,700,25:05
87.9%,44000000,-661809.6500540795,300.7949779103768,700,24:53
88.0%,44050000,-661757.0859832284,300.38483927350006,700,24:41
88.1%,44100000,-662079.8545275806,300.01472289731953,700,24:28
88.2%,44150000,-660431.7029045802,299.1389113792779,700,24:16
88.3%,44200000,-661726.4101508609,302.3720743431893,700,24:04
88.4%,44250000,-662614.4494497771,299.64295011885054,700,23:51
88.5%,44300000,-660928.8642674997,301.1145516329489,700,23:39
88.6%,44350000,-660988.8952911235,301.29783030777,700,23:26
88.7%,44400000,-661190.6898936545,298.3355562694429,700,23:14
88.8%,44450000,-662298.9656225941,297.4607967906926,700,23:02
88.9%,44500000,-661053.8304630131,300.1816837712191,700,22:49
89.0%,44550000,-662868.9179151366,301.3344949962601,700,22:37
89.1%,44600000,-661599.050872549,301.05192171939865,700,22:25
89.2%,44650000,-662495.880358615,299.4893076147016,700,22:12
89.3%,44700000,-662039.5117151276,299.6283558716616,700,22:00
89.4%,44750000,-660348.0216009445,299.3303825302818,700,21:48
89.5%,44800000,-661488.5539742769,300.0868883159349,700,21:35
89.6%,44850000,-660997.4269859716,300.6705462844205,700,21:23
89.7%,44900000,-661679.8189617624,301.40697378828145,700,21:11
89.8%,44950000,-662282.0866947277,302.8639586713761,700,20:58
89.9%,45000000,-660857.3667384302,301.25995689328573,700,20:46
90.0%,45050000,-662360.4723333628,298.11422510961995,700,20:34
90.1%,45100000,-662245.5144257438,299.7190550888544,700,20:21
90.2%,45150000,-661487.3502716171,300.35842637214574,700,20:09
90.3%,45200000,-661436.3198292116,302.0540674876467,700,19:57
90.4%,45250000,-661271.5258109011,301.583112026211,700,19:44
90.5%,45300000,-661777.3989699022,302.5825717366941,700,19:32
90.6%,45350000,-661385.3864256847,301.0139140020261,700,19:20
90.7%,45400000,-660723.2872178964,297.6963416728546,700,19:07
90.8%,45450000,-659714.7328909901,302.46205727831153,700,18:55
90.9%,45500000,-661151.2530430532,300.12339631772204,700,18:43
91.0%,45550000,-659648.4698152705,302.2684596649105,700,18:30
91.1%,45600000,-660529.7554862485,300.0393450934972,700,18:18
91.2%,45650000,-660579.0801384761,300.3217169160263,700,18:06
91.3%,45700000,-662162.8455215874,301.23110415612837,700,17:53
91.4%,45750000,-661277.5541645042,301.10497136025435,700,17:41
91.5%,45800000,-662109.1063144729,297.7337226434153,700,17:29
91.6%,45850000,-660032.8702744157,301.04894467204264,700,17:16
91.7%,45900000,-662255.6180067416,302.5935398059006,700,17:04
91.8%,45950000,-661758.5846386584,300.0282203375878,700,16:52
91.9%,46000000,-662433.2467153142,299.98616114975334,700,16:39
92.0%,46050000,-661882.3503433717,301.7804029690386,700,16:27
92.1%,46100000,-661471.4181737322,300.39542681785645,700,16:15
92.2%,46150000,-659639.5488195755,301.82893107932347,700,16:02
92.3%,46200000,-659219.305446954,300.0929095620911,700,15:50
92.4%,46250000,-660767.7397976634,300.13736381809923,700,15:38
92.5%,46300000,-660942.1978656743,296.1092620586827,700,15:25
92.6%,46350000,-660578.0429923683,300.4885434870377,700,15:13
92.7%,46400000,-660443.5303511997,300.16641800958894,700,15:01
92.8%,46450000,-660981.5394949387,298.6603230370271,700,14:48
92.9%,46500000,-660070.7458298411,301.97015056631005,700,14:36
93.0%,46550000,-661378.33308635,299.66318508734577,700,14:23
93.1%,46600000,-661325.2751019741,300.06345246193666,700,14:11
93.2%,46650000,-662085.0233986024,302.4590578471408,700,13:59
93.3%,46700000,-661036.9626810639,300.5337811765606,700,13:46
93.4%,46750000,-661581.8044839008,300.35417344735146,700,13:34
93.5%,46800000,-661013.4394188086,299.3148033952457,700,13:22
93.6%,46850000,-661400.0881725685,297.6142602243239,700,13:09
93.7%,46900000,-660722.5030533569,301.185441174126,700,12:57
93.8%,46950000,-660784.3722978802,300.74253263251825,700,12:45
93.9%,47000000,-662373.7699236074,300.9952906681899,700,12:32
94.0%,47050000,-660610.9478005534,300.8938919875671,700,12:20
94.1%,47100000,-659567.4882809934,299.80507608877355,700,12:08
94.2%,47150000,-661840.2883067839,297.77058878623774,700,11:55
94.3%,47200000,-661561.6086229598,303.0725534406308,700,11:43
94.4%,47250000,-662209.170358995,299.0506519978881,700,11:31
94.5%,47300000,-659209.1169459871,300.96831817146796,700,11:18
94.6%,47350000,-661050.2957190112,300.15312202365294,700,11:06
94.7%,47400000,-661800.1508708121,301.1118655751841,700,10:54
94.8%,47450000,-660341.681352051,297.8578856635951,700,10:41
94.9%,47500000,-661179.8436802374,300.45857155914496,700,10:29
95.0%,47550000,-660260.1866765725,299.30961035023364,700,10:17
95.1%,47600000,-660585.9227812118,300.7825996608438,700,10:04
95.2%,47650000,-660624.3182417969,298.67565595010143,700,9:52
95.3%,47700000,-660958.9968811064,304.0380569042034,700,9:40
95.4%,47750000,-661217.0314515545,300.1391097556464,700,9:27
95.5%,47800000,-660695.3878269712,299.43780245706074,700,9:15
95.6%,47850000,-660421.6450839709,299.44427137951106,700,9:03
95.7%,47900000,-661457.0057493537,299.5084457762761,700,8:50
95.8%,47950000,-661015.9821657813,299.50056667349924,700,8:38
95.9%,48000000,-660142.6705242856,301.59678853699694,700,8:26
96.0%,48050000,-661789.8922968772,300.5276480113309,700,8:13
96.1%,48100000,-660973.5909153894,299.0821684089956,700,8:01
96.2%,48150000,-660370.9486678308,299.3955418148939,700,7:49
96.3%,48200000,-661412.3886439963,297.48588904697914,700,7:36
96.4%,48250000,-661409.9061278682,298.28078307485487,700,7:24
96.5%,48300000,-660561.3581768856,301.7761948118737,700,7:12
96.6%,48350000,-660830.9986229213,299.01311434062444,700,6:59
96.7%,48400000,-660970.6360815219,300.07961357615517,700,6:47
96.8%,48450000,-661142.8455594312,301.13809940602073,700,6:35
96.9%,48500000,-661463.9320710571,298.4131609550322,700,6:22
97.0%,48550000,-661428.8780564745,300.44270143451774,700,6:10
97.1%,48600000,-662515.6280041933,302.61771432578416,700,5:57
97.2%,48650000,-661288.0582309235,300.0644597335985,700,5:45
97.3%,48700000,-660862.6032035025,300.92202844265387,700,5:33
97.4%,48750000,-660680.2753641969,299.7408793081938,700,5:20
97.5%,48800000,-661575.9573988793,298.8063774279904,700,5:08
97.6%,48850000,-661829.0437787166,301.11629757049604,700,4:56
97.7%,48900000,-661608.3207965633,302.5684251657993,700,4:43
97.8%,48950000,-661917.8567245072,299.2183291538584,700,4:31
97.9%,49000000,-661785.3224372105,300.7372276684327,700,4:19
98.0%,49050000,-662047.3604860618,297.2612674663942,700,4:06
98.1%,49100000,-662154.2007673346,303.5631171237499,700,3:54
98.2%,49150000,-660300.4812156758,300.7214470790642,700,3:42
98.3%,49200000,-661392.9913528692,299.2202541619232,700,3:29
98.4%,49250000,-661380.1031021043,298.85683054634006,700,3:17
98.5%,49300000,-661733.3007220868,302.35893504395625,700,3:05
98.6%,49350000,-661953.432533145,301.0294259856181,700,2:52
98.7%,49400000,-662074.7342215679,300.14175104578186,700,2:40
98.8%,49450000,-662599.7084828089,299.69138869387655,700,2:28
98.9%,49500000,-661051.4439838119,303.4273145199224,700,2:15
99.0%,49550000,-663565.7739427863,299.3121173374808,700,2:03
99.1%,49600000,-660596.3407950429,299.9421098024099,700,1:51
99.2%,49650000,-661821.9188239337,300.3668426864756,700,1:38
99.3%,49700000,-661499.0284690433,300.3289916558061,700,1:26
99.4%,49750000,-660657.7760326592,302.01361993447114,700,1:14
99.5%,49800000,-660731.013318127,297.9907783715107,700,1:01
99.6%,49850000,-661140.4404600379,298.6545703966474,700,0:49
99.7%,49900000,-662203.1802861067,301.3186024878181,700,0:37
99.8%,49950000,-661890.1509760283,300.36335081138134,700,0:24
99.9%,50000000,-662953.3623110773,300.68263354436226,700,0:12
100.0%,50050000,-662696.7524396763,301.16010269587775,700,0:00
  done in 3.43 h
Wrote data/md/prod_mut_300K_rep3.dcd and data/md/prod_mut_300K_rep3_final.pdb
