time_ns,rmsd_A
0.000000000000000000e+00,1.581449270248413086e+00
1.000000000000000021e-03,1.585387468338012695e+00
2.000000000000000042e-03,1.566934585571289062e+00
3.000000000000000062e-03,1.624529361724853516e+00
4.000000000000000083e-03,1.701073527336120605e+00
5.000000000000000104e-03,1.575425863265991211e+00
6.000000000000000125e-03,1.562720775604248047e+00
7.000000000000000146e-03,1.566804170608520508e+00
8.000000000000000167e-03,1.690689921379089355e+00
8.999999999999999320e-03,1.629649996757507324e+00
1.000000000000000021e-02,1.551954984664916992e+00
1.099999999999999936e-02,1.644294857978820801e+00
1.200000000000000025e-02,1.635879993438720703e+00
1.299999999999999940e-02,1.665545105934143066e+00
1.400000000000000029e-02,1.734696626663208008e+00
1.499999999999999944e-02,1.701464056968688965e+00
1.600000000000000033e-02,1.746560454368591309e+00
1.700000000000000122e-02,1.743514060974121094e+00
1.799999999999999864e-02,1.661719799041748047e+00
1.899999999999999953e-02,1.771045804023742676e+00
2.000000000000000042e-02,1.680455207824707031e+00
2.100000000000000130e-02,1.685603141784667969e+00
2.199999999999999872e-02,1.647695302963256836e+00
2.299999999999999961e-02,1.662688493728637695e+00
2.400000000000000050e-02,1.694736361503601074e+00
2.500000000000000139e-02,1.755842566490173340e+00
2.599999999999999881e-02,1.667186260223388672e+00
2.699999999999999969e-02,1.615204811096191406e+00
2.800000000000000058e-02,1.721430063247680664e+00
2.900000000000000147e-02,1.794869780540466309e+00
2.999999999999999889e-02,1.653223633766174316e+00
3.099999999999999978e-02,1.709376811981201172e+00
3.200000000000000067e-02,1.695957422256469727e+00
3.300000000000000155e-02,1.700322151184082031e+00
3.400000000000000244e-02,1.762569069862365723e+00
3.500000000000000333e-02,1.741460680961608887e+00
3.599999999999999728e-02,1.745506644248962402e+00
3.699999999999999817e-02,1.761394143104553223e+00
3.799999999999999906e-02,1.860453963279724121e+00
3.899999999999999994e-02,1.877533674240112305e+00
4.000000000000000083e-02,1.712260007858276367e+00
4.100000000000000172e-02,1.899282813072204590e+00
4.200000000000000261e-02,1.804384946823120117e+00
4.299999999999999656e-02,1.799065470695495605e+00
4.399999999999999745e-02,1.764438629150390625e+00
4.499999999999999833e-02,1.770078659057617188e+00
4.599999999999999922e-02,1.785919427871704102e+00
4.700000000000000011e-02,1.769659996032714844e+00
4.800000000000000100e-02,1.818704724311828613e+00
4.900000000000000189e-02,1.649292230606079102e+00
5.000000000000000278e-02,1.754969120025634766e+00
5.099999999999999672e-02,1.700096607208251953e+00
5.199999999999999761e-02,1.584984540939331055e+00
5.299999999999999850e-02,1.655324697494506836e+00
5.399999999999999939e-02,1.639594078063964844e+00
5.500000000000000028e-02,1.581788539886474609e+00
5.600000000000000117e-02,1.586112856864929199e+00
5.700000000000000205e-02,1.686057925224304199e+00
5.800000000000000294e-02,1.709017872810363770e+00
5.899999999999999689e-02,1.714065074920654297e+00
5.999999999999999778e-02,1.693770885467529297e+00
6.099999999999999867e-02,1.760479688644409180e+00
6.199999999999999956e-02,1.681838512420654297e+00
6.300000000000000044e-02,1.658301949501037598e+00
6.400000000000000133e-02,1.554900169372558594e+00
6.500000000000000222e-02,1.596680283546447754e+00
6.600000000000000311e-02,1.680074930191040039e+00
6.700000000000000400e-02,1.768735408782958984e+00
6.800000000000000488e-02,1.741020441055297852e+00
6.900000000000000577e-02,1.670922517776489258e+00
7.000000000000000666e-02,1.635489344596862793e+00
7.099999999999999367e-02,1.696499824523925781e+00
7.199999999999999456e-02,1.652249336242675781e+00
7.299999999999999545e-02,1.611275792121887207e+00
7.399999999999999634e-02,1.564894437789916992e+00
7.499999999999999722e-02,1.651367425918579102e+00
7.599999999999999811e-02,1.535248756408691406e+00
7.699999999999999900e-02,1.519502878189086914e+00
7.799999999999999989e-02,1.541727662086486816e+00
7.900000000000000078e-02,1.608036756515502930e+00
8.000000000000000167e-02,1.432866811752319336e+00
