time_ns,Q
2.220000000000000029e-01,8.644067796610169774e-01
2.230000000000000038e-01,8.633202955236853882e-01
2.240000000000000047e-01,8.568013906996957418e-01
2.250000000000000056e-01,8.585397653194263290e-01
2.260000000000000064e-01,8.533246414602346785e-01
2.270000000000000073e-01,8.576705780095610354e-01
2.280000000000000082e-01,8.791829639287266351e-01
2.290000000000000091e-01,8.539765319426336765e-01
2.300000000000000100e-01,8.583224684919600334e-01
2.310000000000000109e-01,8.546284224250325634e-01
2.320000000000000118e-01,8.463711429813124409e-01
2.330000000000000127e-01,8.470230334637114389e-01
2.340000000000000135e-01,8.548457192524988590e-01
2.349999999999999867e-01,8.613646240764885054e-01
2.359999999999999876e-01,8.478922207735767325e-01
2.369999999999999885e-01,8.496305953933072086e-01
2.379999999999999893e-01,8.631029986962189815e-01
2.389999999999999902e-01,8.568013906996957418e-01
2.399999999999999911e-01,8.600608431116906205e-01
2.409999999999999920e-01,8.483268144285093237e-01
2.419999999999999929e-01,8.420252064319860841e-01
2.429999999999999938e-01,8.550630160799652657e-01
2.439999999999999947e-01,8.550630160799652657e-01
2.449999999999999956e-01,8.409387222946544949e-01
2.459999999999999964e-01,8.455019556714471474e-01
2.469999999999999973e-01,8.476749239461104368e-01
2.479999999999999982e-01,8.320295523685353745e-01
2.489999999999999991e-01,8.261625380269448371e-01
2.500000000000000000e-01,8.326814428509343724e-01
2.510000000000000009e-01,8.374619730551934316e-01
2.520000000000000018e-01,8.372446762277270249e-01
2.530000000000000027e-01,8.448500651890482605e-01
2.540000000000000036e-01,8.463711429813124409e-01
2.550000000000000044e-01,8.400695349847892013e-01
2.560000000000000053e-01,8.494132985658409130e-01
2.570000000000000062e-01,8.337679269882659616e-01
2.580000000000000071e-01,8.437635810517166712e-01
2.590000000000000080e-01,8.320295523685353745e-01
2.600000000000000089e-01,8.468057366362451432e-01
2.610000000000000098e-01,8.346371142981312552e-01
2.620000000000000107e-01,8.385484571925250208e-01
2.630000000000000115e-01,8.265971316818774284e-01
2.640000000000000124e-01,8.407214254671881992e-01
2.650000000000000133e-01,8.446327683615819648e-01
2.660000000000000142e-01,8.405041286397219036e-01
2.670000000000000151e-01,8.476749239461104368e-01
2.680000000000000160e-01,8.594089526292916226e-01
2.690000000000000169e-01,8.478922207735767325e-01
2.700000000000000178e-01,8.622338113863537989e-01
2.710000000000000187e-01,8.318122555410690788e-01
2.720000000000000195e-01,8.437635810517166712e-01
2.730000000000000204e-01,8.489787049109083217e-01
2.740000000000000213e-01,8.244241634072142499e-01
2.750000000000000222e-01,8.439808778791829669e-01
2.760000000000000231e-01,8.431116905693176733e-01
2.770000000000000240e-01,8.522381573229030893e-01
2.780000000000000249e-01,8.526727509778356806e-01
2.790000000000000258e-01,8.570186875271621485e-01
2.800000000000000266e-01,8.576705780095610354e-01
2.810000000000000275e-01,8.485441112559756194e-01
2.819999999999999729e-01,8.581051716644937377e-01
2.829999999999999738e-01,8.498478922207736153e-01
2.839999999999999747e-01,8.337679269882659616e-01
2.849999999999999756e-01,8.279009126466753132e-01
2.859999999999999765e-01,8.418079096045197884e-01
2.869999999999999774e-01,8.307257714037374896e-01
2.879999999999999782e-01,8.415906127770534928e-01
2.889999999999999791e-01,8.292046936114733091e-01
2.899999999999999800e-01,8.487614080834420260e-01
2.909999999999999809e-01,8.331160365058669637e-01
2.919999999999999818e-01,8.468057366362451432e-01
2.929999999999999827e-01,8.550630160799652657e-01
2.939999999999999836e-01,8.376792698826597272e-01
2.949999999999999845e-01,8.483268144285093237e-01
2.959999999999999853e-01,8.528900478053020873e-01
2.969999999999999862e-01,8.389830508474576121e-01
2.979999999999999871e-01,8.357235984354628444e-01
2.989999999999999880e-01,8.437635810517166712e-01
2.999999999999999889e-01,8.418079096045197884e-01
3.009999999999999898e-01,8.396349413298566100e-01
3.019999999999999907e-01,8.394176445023903144e-01
3.029999999999999916e-01,8.387657540199913164e-01
3.039999999999999925e-01,8.194263363754888951e-01
3.049999999999999933e-01,8.385484571925250208e-01
3.059999999999999942e-01,8.242068665797479543e-01
3.069999999999999951e-01,8.374619730551934316e-01
3.079999999999999960e-01,8.470230334637114389e-01
3.089999999999999969e-01,8.094306823120382965e-01
3.099999999999999978e-01,8.378965667101260228e-01
3.109999999999999987e-01,8.413733159495870861e-01
3.119999999999999996e-01,8.337679269882659616e-01
3.130000000000000004e-01,8.504997827031725022e-01
3.140000000000000013e-01,8.476749239461104368e-01
3.150000000000000022e-01,8.489787049109083217e-01
3.160000000000000031e-01,8.398522381573229056e-01
3.170000000000000040e-01,8.504997827031725022e-01
3.180000000000000049e-01,8.478922207735767325e-01
3.190000000000000058e-01,8.463711429813124409e-01
3.200000000000000067e-01,8.502824858757062065e-01
3.210000000000000075e-01,8.494132985658409130e-01
3.220000000000000084e-01,8.368100825727944336e-01
3.230000000000000093e-01,8.550630160799652657e-01
3.240000000000000102e-01,8.359408952629291401e-01
3.250000000000000111e-01,8.431116905693176733e-01
3.260000000000000120e-01,8.394176445023903144e-01
3.270000000000000129e-01,8.342025206431986639e-01
3.280000000000000138e-01,8.361581920903954357e-01
3.290000000000000147e-01,8.274663189917427220e-01
3.300000000000000155e-01,8.272490221642764263e-01
3.310000000000000164e-01,8.441981747066492625e-01
3.320000000000000173e-01,8.370273794002607293e-01
3.330000000000000182e-01,8.437635810517166712e-01
3.340000000000000191e-01,8.413733159495870861e-01
3.350000000000000200e-01,8.535419382877009742e-01
3.360000000000000209e-01,8.472403302911777345e-01
3.370000000000000218e-01,8.385484571925250208e-01
3.380000000000000226e-01,8.328987396784006680e-01
3.390000000000000235e-01,8.242068665797479543e-01
3.400000000000000244e-01,8.289873967840069025e-01
3.410000000000000253e-01,8.459365493263798497e-01
3.420000000000000262e-01,8.342025206431986639e-01
3.430000000000000271e-01,8.431116905693176733e-01
3.439999999999999725e-01,8.459365493263798497e-01
3.449999999999999734e-01,8.402868318122554969e-01
3.459999999999999742e-01,8.546284224250325634e-01
3.469999999999999751e-01,8.309430682312037852e-01
3.479999999999999760e-01,8.331160365058669637e-01
3.489999999999999769e-01,8.196436332029551908e-01
3.499999999999999778e-01,8.322468491960017811e-01
3.509999999999999787e-01,8.361581920903954357e-01
3.519999999999999796e-01,8.309430682312037852e-01
3.529999999999999805e-01,8.357235984354628444e-01
3.539999999999999813e-01,8.272490221642764263e-01
3.549999999999999822e-01,8.324641460234680768e-01
3.559999999999999831e-01,8.439808778791829669e-01
3.569999999999999840e-01,8.463711429813124409e-01
3.579999999999999849e-01,8.352890047805302531e-01
3.589999999999999858e-01,8.300738809213386027e-01
3.599999999999999867e-01,8.455019556714471474e-01
3.609999999999999876e-01,8.420252064319860841e-01
3.619999999999999885e-01,8.500651890482399109e-01
3.629999999999999893e-01,8.337679269882659616e-01
3.639999999999999902e-01,8.565840938722294462e-01
3.649999999999999911e-01,8.474576271186440302e-01
3.659999999999999920e-01,8.389830508474576121e-01
3.669999999999999929e-01,8.339852238157322573e-01
3.679999999999999938e-01,8.428943937418513777e-01
3.689999999999999947e-01,8.381138635375923185e-01
3.699999999999999956e-01,8.346371142981312552e-01
3.709999999999999964e-01,8.459365493263798497e-01
3.719999999999999973e-01,8.274663189917427220e-01
3.729999999999999982e-01,8.372446762277270249e-01
3.739999999999999991e-01,8.346371142981312552e-01
3.750000000000000000e-01,8.378965667101260228e-01
3.760000000000000009e-01,8.324641460234680768e-01
3.770000000000000018e-01,8.287700999565406068e-01
3.780000000000000027e-01,8.331160365058669637e-01
3.790000000000000036e-01,8.311603650586701919e-01
3.800000000000000044e-01,8.200782268578878931e-01
3.810000000000000053e-01,8.166014776184267188e-01
3.820000000000000062e-01,8.339852238157322573e-01
3.830000000000000071e-01,8.285528031290743112e-01
3.840000000000000080e-01,8.279009126466753132e-01
3.850000000000000089e-01,8.194263363754888951e-01
3.860000000000000098e-01,8.226857887874836628e-01
3.870000000000000107e-01,8.196436332029551908e-01
3.880000000000000115e-01,8.407214254671881992e-01
3.890000000000000124e-01,8.420252064319860841e-01
3.900000000000000133e-01,8.257279443720121348e-01
3.910000000000000142e-01,8.452846588439808517e-01
3.920000000000000151e-01,8.300738809213386027e-01
3.930000000000000160e-01,8.415906127770534928e-01
3.940000000000000169e-01,8.363754889178618424e-01
3.950000000000000178e-01,8.483268144285093237e-01
3.960000000000000187e-01,8.524554541503693850e-01
3.970000000000000195e-01,8.420252064319860841e-01
3.980000000000000204e-01,8.226857887874836628e-01
3.990000000000000213e-01,8.470230334637114389e-01
4.000000000000000222e-01,8.470230334637114389e-01
4.010000000000000231e-01,8.374619730551934316e-01
4.020000000000000240e-01,8.350717079530638465e-01
4.030000000000000249e-01,8.413733159495870861e-01
4.040000000000000258e-01,8.309430682312037852e-01
4.050000000000000266e-01,8.394176445023903144e-01
4.060000000000000275e-01,8.313776618861364875e-01
4.069999999999999729e-01,8.255106475445458392e-01
4.079999999999999738e-01,8.420252064319860841e-01
4.089999999999999747e-01,8.450673620165145561e-01
4.099999999999999756e-01,8.313776618861364875e-01
4.109999999999999765e-01,8.422425032594523797e-01
4.119999999999999774e-01,8.185571490656236016e-01
4.129999999999999782e-01,8.328987396784006680e-01
4.139999999999999791e-01,8.392003476749239077e-01
4.149999999999999800e-01,8.326814428509343724e-01
4.159999999999999809e-01,8.283355063016080155e-01
4.169999999999999818e-01,8.322468491960017811e-01
4.179999999999999827e-01,8.320295523685353745e-01
4.189999999999999836e-01,8.328987396784006680e-01
4.199999999999999845e-01,8.337679269882659616e-01
4.209999999999999853e-01,8.250760538896132479e-01
4.219999999999999862e-01,8.209474141677531867e-01
4.229999999999999871e-01,8.168187744458931254e-01
4.239999999999999880e-01,8.318122555410690788e-01
4.249999999999999889e-01,8.139939156888309491e-01
4.259999999999999898e-01,8.235549760973489564e-01
4.269999999999999907e-01,8.155149934810951295e-01
4.279999999999999916e-01,8.218166014776184802e-01
4.289999999999999925e-01,8.257279443720121348e-01
4.299999999999999933e-01,8.174706649282920123e-01
4.309999999999999942e-01,8.229030856149500694e-01
4.319999999999999951e-01,8.294219904389396048e-01
4.329999999999999960e-01,8.387657540199913164e-01
4.339999999999999969e-01,8.283355063016080155e-01
4.349999999999999978e-01,8.300738809213386027e-01
4.359999999999999987e-01,8.242068665797479543e-01
4.369999999999999996e-01,8.433289873967839689e-01
4.380000000000000004e-01,8.207301173402867800e-01
4.390000000000000013e-01,8.457192524989135540e-01
4.400000000000000022e-01,8.359408952629291401e-01
4.410000000000000031e-01,8.324641460234680768e-01
4.420000000000000040e-01,8.187744458930900082e-01
4.430000000000000049e-01,8.326814428509343724e-01
4.440000000000000058e-01,8.205128205128204844e-01
4.450000000000000067e-01,8.413733159495870861e-01
4.460000000000000075e-01,8.309430682312037852e-01
4.470000000000000084e-01,8.294219904389396048e-01
4.480000000000000093e-01,8.318122555410690788e-01
4.490000000000000102e-01,8.313776618861364875e-01
4.500000000000000111e-01,8.320295523685353745e-01
4.510000000000000120e-01,8.263798348544111327e-01
4.520000000000000129e-01,8.348544111255975508e-01
4.530000000000000138e-01,8.011734028683181741e-01
4.540000000000000147e-01,8.218166014776184802e-01
4.550000000000000155e-01,8.205128205128204844e-01
4.560000000000000164e-01,8.148631029986962426e-01
4.570000000000000173e-01,8.194263363754888951e-01
4.580000000000000182e-01,8.411560191221207905e-01
4.590000000000000191e-01,8.166014776184267188e-01
4.600000000000000200e-01,8.148631029986962426e-01
4.610000000000000209e-01,8.189917427205563039e-01
4.620000000000000218e-01,8.148631029986962426e-01
4.630000000000000226e-01,8.268144285093437240e-01
4.640000000000000235e-01,8.172533681008257167e-01
4.650000000000000244e-01,8.355063016079965488e-01
4.660000000000000253e-01,8.265971316818774284e-01
4.670000000000000262e-01,8.318122555410690788e-01
4.680000000000000271e-01,8.511516731855715001e-01
4.689999999999999725e-01,8.478922207735767325e-01
4.699999999999999734e-01,8.554976097348978570e-01
4.709999999999999742e-01,8.450673620165145561e-01
4.719999999999999751e-01,8.472403302911777345e-01
4.729999999999999760e-01,8.370273794002607293e-01
4.739999999999999769e-01,8.313776618861364875e-01
4.749999999999999778e-01,8.346371142981312552e-01
4.759999999999999787e-01,8.311603650586701919e-01
4.769999999999999796e-01,8.198609300304215974e-01
4.779999999999999805e-01,8.237722729248152520e-01
4.789999999999999813e-01,8.333333333333333703e-01
4.799999999999999822e-01,8.326814428509343724e-01
4.809999999999999831e-01,8.392003476749239077e-01
4.819999999999999840e-01,8.359408952629291401e-01
4.829999999999999849e-01,8.496305953933072086e-01
4.839999999999999858e-01,8.392003476749239077e-01
4.849999999999999867e-01,8.344198174706649596e-01
4.859999999999999876e-01,8.333333333333333703e-01
4.869999999999999885e-01,8.533246414602346785e-01
4.879999999999999893e-01,8.487614080834420260e-01
4.889999999999999902e-01,8.335506301607996660e-01
4.899999999999999911e-01,8.446327683615819648e-01
4.909999999999999920e-01,8.455019556714471474e-01
4.919999999999999929e-01,8.315949587136027832e-01
4.929999999999999938e-01,8.437635810517166712e-01
4.939999999999999947e-01,8.437635810517166712e-01
4.949999999999999956e-01,8.491960017383746173e-01
4.959999999999999964e-01,8.578878748370273311e-01
4.969999999999999973e-01,8.402868318122554969e-01
4.979999999999999982e-01,8.481095176010430281e-01
4.989999999999999991e-01,8.431116905693176733e-01
5.000000000000000000e-01,8.626684050412863902e-01
5.010000000000000009e-01,8.387657540199913164e-01
5.020000000000000018e-01,8.389830508474576121e-01
5.030000000000000027e-01,8.520208604954367937e-01
5.040000000000000036e-01,8.487614080834420260e-01
5.050000000000000044e-01,8.472403302911777345e-01
5.060000000000000053e-01,8.489787049109083217e-01
5.070000000000000062e-01,8.702737940026075147e-01
5.080000000000000071e-01,8.509343763581052045e-01
5.090000000000000080e-01,8.483268144285093237e-01
5.100000000000000089e-01,8.496305953933072086e-01
5.110000000000000098e-01,8.478922207735767325e-01
5.120000000000000107e-01,8.444154715341155581e-01
5.130000000000000115e-01,8.481095176010430281e-01
5.140000000000000124e-01,8.439808778791829669e-01
5.150000000000000133e-01,8.261625380269448371e-01
5.160000000000000142e-01,8.435462842242503756e-01
5.170000000000000151e-01,8.405041286397219036e-01
5.180000000000000160e-01,8.496305953933072086e-01
5.190000000000000169e-01,8.476749239461104368e-01
5.200000000000000178e-01,8.376792698826597272e-01
5.210000000000000187e-01,8.455019556714471474e-01
5.220000000000000195e-01,8.365927857453281380e-01
5.230000000000000204e-01,8.535419382877009742e-01
5.240000000000000213e-01,8.372446762277270249e-01
5.250000000000000222e-01,8.420252064319860841e-01
5.260000000000000231e-01,8.422425032594523797e-01
5.270000000000000240e-01,8.374619730551934316e-01
5.280000000000000249e-01,8.313776618861364875e-01
5.290000000000000258e-01,8.296392872664059004e-01
5.300000000000000266e-01,8.392003476749239077e-01
5.310000000000000275e-01,8.452846588439808517e-01
5.320000000000000284e-01,8.437635810517166712e-01
5.330000000000000293e-01,8.526727509778356806e-01
5.340000000000000302e-01,8.426770969143850820e-01
5.350000000000000311e-01,8.337679269882659616e-01
5.360000000000000320e-01,8.474576271186440302e-01
5.370000000000000329e-01,8.242068665797479543e-01
5.380000000000000338e-01,8.131247283789656555e-01
5.390000000000000346e-01,8.285528031290743112e-01
5.400000000000000355e-01,8.237722729248152520e-01
5.410000000000000364e-01,8.392003476749239077e-01
5.420000000000000373e-01,8.326814428509343724e-01
5.430000000000000382e-01,8.268144285093437240e-01
5.440000000000000391e-01,8.196436332029551908e-01
5.450000000000000400e-01,8.252933507170795435e-01
5.460000000000000409e-01,8.305084745762711940e-01
5.470000000000000417e-01,8.339852238157322573e-01
5.480000000000000426e-01,8.283355063016080155e-01
5.490000000000000435e-01,8.365927857453281380e-01
5.500000000000000444e-01,8.309430682312037852e-01
5.510000000000000453e-01,8.235549760973489564e-01
5.520000000000000462e-01,8.444154715341155581e-01
5.530000000000000471e-01,8.155149934810951295e-01
5.540000000000000480e-01,8.320295523685353745e-01
5.550000000000000488e-01,8.198609300304215974e-01
5.560000000000000497e-01,8.335506301607996660e-01
5.570000000000000506e-01,8.300738809213386027e-01
5.580000000000000515e-01,8.215993046501520736e-01
5.590000000000000524e-01,8.222511951325510715e-01
5.600000000000000533e-01,8.161668839634941275e-01
5.610000000000000542e-01,8.402868318122554969e-01
5.620000000000000551e-01,8.302911777488048983e-01
5.629999999999999449e-01,8.405041286397219036e-01
5.639999999999999458e-01,8.233376792698826607e-01
5.649999999999999467e-01,8.174706649282920123e-01
5.659999999999999476e-01,8.176879617557584190e-01
5.669999999999999485e-01,8.235549760973489564e-01
5.679999999999999494e-01,8.298565840938721960e-01
5.689999999999999503e-01,8.124728378965666575e-01
5.699999999999999512e-01,8.272490221642764263e-01
5.709999999999999520e-01,8.281182094741417199e-01
5.719999999999999529e-01,8.265971316818774284e-01
5.729999999999999538e-01,8.274663189917427220e-01
5.739999999999999547e-01,8.265971316818774284e-01
5.749999999999999556e-01,8.237722729248152520e-01
5.759999999999999565e-01,8.161668839634941275e-01
5.769999999999999574e-01,8.331160365058669637e-01
5.779999999999999583e-01,8.407214254671881992e-01
5.789999999999999591e-01,8.289873967840069025e-01
5.799999999999999600e-01,8.318122555410690788e-01
5.809999999999999609e-01,8.433289873967839689e-01
