time_ns,rmsd_A
1.360000000000000098e-01,1.770641684532165527e+00
1.370000000000000107e-01,1.758954644203186035e+00
1.380000000000000115e-01,1.747189640998840332e+00
1.390000000000000124e-01,1.755507707595825195e+00
1.400000000000000133e-01,1.716732025146484375e+00
1.409999999999999865e-01,1.618524193763732910e+00
1.419999999999999873e-01,1.628410696983337402e+00
1.429999999999999882e-01,1.564763784408569336e+00
1.439999999999999891e-01,1.679785847663879395e+00
1.449999999999999900e-01,1.634129285812377930e+00
1.459999999999999909e-01,1.711737513542175293e+00
1.469999999999999918e-01,1.805220365524291992e+00
1.479999999999999927e-01,1.714437961578369141e+00
1.489999999999999936e-01,1.760508775711059570e+00
1.499999999999999944e-01,1.728896617889404297e+00
1.509999999999999953e-01,1.783642530441284180e+00
1.519999999999999962e-01,1.781793117523193359e+00
1.529999999999999971e-01,1.771738409996032715e+00
1.539999999999999980e-01,1.697072267532348633e+00
1.549999999999999989e-01,1.888297557830810547e+00
1.559999999999999998e-01,1.770208597183227539e+00
1.570000000000000007e-01,1.735639333724975586e+00
1.580000000000000016e-01,1.756279230117797852e+00
1.590000000000000024e-01,1.777614116668701172e+00
1.600000000000000033e-01,1.762525439262390137e+00
1.610000000000000042e-01,1.759971499443054199e+00
1.620000000000000051e-01,1.694691181182861328e+00
1.630000000000000060e-01,1.811100363731384277e+00
1.640000000000000069e-01,1.775657653808593750e+00
1.650000000000000078e-01,1.836798906326293945e+00
1.660000000000000087e-01,1.947871923446655273e+00
1.670000000000000095e-01,1.867159485816955566e+00
1.680000000000000104e-01,1.857511878013610840e+00
1.690000000000000113e-01,1.795225620269775391e+00
1.700000000000000122e-01,1.851227164268493652e+00
1.710000000000000131e-01,1.965856313705444336e+00
1.719999999999999862e-01,1.996353745460510254e+00
1.729999999999999871e-01,2.003050804138183594e+00
1.739999999999999880e-01,1.886523485183715820e+00
1.749999999999999889e-01,1.969817638397216797e+00
1.759999999999999898e-01,1.899390339851379395e+00
1.769999999999999907e-01,1.900964021682739258e+00
1.779999999999999916e-01,1.892393946647644043e+00
1.789999999999999925e-01,1.787735819816589355e+00
1.799999999999999933e-01,1.770468473434448242e+00
1.809999999999999942e-01,1.816117286682128906e+00
1.819999999999999951e-01,1.831196784973144531e+00
1.829999999999999960e-01,1.854041337966918945e+00
1.839999999999999969e-01,1.918322563171386719e+00
1.849999999999999978e-01,1.941458225250244141e+00
1.859999999999999987e-01,1.877261400222778320e+00
1.869999999999999996e-01,1.982852935791015625e+00
1.880000000000000004e-01,1.938718318939208984e+00
1.890000000000000013e-01,1.860110640525817871e+00
1.900000000000000022e-01,1.837327599525451660e+00
1.910000000000000031e-01,1.800059556961059570e+00
1.920000000000000040e-01,1.763540267944335938e+00
1.930000000000000049e-01,1.830121874809265137e+00
1.940000000000000058e-01,1.754692316055297852e+00
1.950000000000000067e-01,1.714720964431762695e+00
1.960000000000000075e-01,1.830624461174011230e+00
1.970000000000000084e-01,1.808727979660034180e+00
1.980000000000000093e-01,1.840621471405029297e+00
1.990000000000000102e-01,1.845765709877014160e+00
2.000000000000000111e-01,1.891083598136901855e+00
2.010000000000000120e-01,1.971257209777832031e+00
2.020000000000000129e-01,1.917389750480651855e+00
2.030000000000000138e-01,1.866406440734863281e+00
2.039999999999999869e-01,1.943142533302307129e+00
2.049999999999999878e-01,1.791306257247924805e+00
2.059999999999999887e-01,1.859959363937377930e+00
2.069999999999999896e-01,1.865557312965393066e+00
2.079999999999999905e-01,1.866214871406555176e+00
2.089999999999999913e-01,1.777628540992736816e+00
2.099999999999999922e-01,1.840940713882446289e+00
2.109999999999999931e-01,1.883079290390014648e+00
2.119999999999999940e-01,1.821288585662841797e+00
2.129999999999999949e-01,1.779525279998779297e+00
2.139999999999999958e-01,1.809250712394714355e+00
2.149999999999999967e-01,1.777082085609436035e+00
2.159999999999999976e-01,1.844546794891357422e+00
2.169999999999999984e-01,1.779266715049743652e+00
2.179999999999999993e-01,1.855102539062500000e+00
2.190000000000000002e-01,1.852276086807250977e+00
2.200000000000000011e-01,1.852538108825683594e+00
2.210000000000000020e-01,1.901851296424865723e+00
2.220000000000000029e-01,1.812496900558471680e+00
2.230000000000000038e-01,1.726988673210144043e+00
2.240000000000000047e-01,1.810521602630615234e+00
2.250000000000000056e-01,1.819926977157592773e+00
2.260000000000000064e-01,1.807540655136108398e+00
2.270000000000000073e-01,1.750156641006469727e+00
2.280000000000000082e-01,1.783284187316894531e+00
2.290000000000000091e-01,1.751280546188354492e+00
2.300000000000000100e-01,1.788136005401611328e+00
2.310000000000000109e-01,1.778059720993041992e+00
2.320000000000000118e-01,1.877452015876770020e+00
2.330000000000000127e-01,1.758576869964599609e+00
2.340000000000000135e-01,1.806239485740661621e+00
2.349999999999999867e-01,1.824149012565612793e+00
2.359999999999999876e-01,1.841926336288452148e+00
2.369999999999999885e-01,1.922408461570739746e+00
2.379999999999999893e-01,1.845779538154602051e+00
2.389999999999999902e-01,1.804724812507629395e+00
2.399999999999999911e-01,1.779108762741088867e+00
2.409999999999999920e-01,1.738611221313476562e+00
2.419999999999999929e-01,1.821120262145996094e+00
2.429999999999999938e-01,1.802840232849121094e+00
2.439999999999999947e-01,1.764655828475952148e+00
2.449999999999999956e-01,1.857635736465454102e+00
2.459999999999999964e-01,1.776492357254028320e+00
2.469999999999999973e-01,1.719008445739746094e+00
2.479999999999999982e-01,1.743323564529418945e+00
2.489999999999999991e-01,1.822663307189941406e+00
2.500000000000000000e-01,1.787278413772583008e+00
2.510000000000000009e-01,1.740330338478088379e+00
2.520000000000000018e-01,1.846111893653869629e+00
2.530000000000000027e-01,1.988477587699890137e+00
2.540000000000000036e-01,1.969687819480895996e+00
2.550000000000000044e-01,1.815596580505371094e+00
2.560000000000000053e-01,1.851558446884155273e+00
2.570000000000000062e-01,1.845571875572204590e+00
2.580000000000000071e-01,1.774520158767700195e+00
2.590000000000000080e-01,1.778030991554260254e+00
2.600000000000000089e-01,1.738523006439208984e+00
2.610000000000000098e-01,1.759056448936462402e+00
2.620000000000000107e-01,1.809547424316406250e+00
2.630000000000000115e-01,1.822831630706787109e+00
2.640000000000000124e-01,1.889691114425659180e+00
2.650000000000000133e-01,1.852855443954467773e+00
2.660000000000000142e-01,1.815540194511413574e+00
2.670000000000000151e-01,1.865091443061828613e+00
2.680000000000000160e-01,1.823476433753967285e+00
2.690000000000000169e-01,1.838398456573486328e+00
2.700000000000000178e-01,1.770410656929016113e+00
2.710000000000000187e-01,1.839065551757812500e+00
2.720000000000000195e-01,1.779826879501342773e+00
2.730000000000000204e-01,1.817355155944824219e+00
2.740000000000000213e-01,1.821092247962951660e+00
2.750000000000000222e-01,1.780472993850708008e+00
2.760000000000000231e-01,1.849942684173583984e+00
2.770000000000000240e-01,1.856892585754394531e+00
2.780000000000000249e-01,1.842439413070678711e+00
2.790000000000000258e-01,1.816933274269104004e+00
2.800000000000000266e-01,1.842841863632202148e+00
2.810000000000000275e-01,1.746092081069946289e+00
2.819999999999999729e-01,1.784215569496154785e+00
2.829999999999999738e-01,1.798383235931396484e+00
2.839999999999999747e-01,1.806678056716918945e+00
2.849999999999999756e-01,1.908411383628845215e+00
2.859999999999999765e-01,1.791805624961853027e+00
2.869999999999999774e-01,1.829563260078430176e+00
2.879999999999999782e-01,1.904885888099670410e+00
2.889999999999999791e-01,1.801351189613342285e+00
2.899999999999999800e-01,1.786734938621520996e+00
2.909999999999999809e-01,1.747277379035949707e+00
2.919999999999999818e-01,1.783943295478820801e+00
2.929999999999999827e-01,1.718190431594848633e+00
2.939999999999999836e-01,1.766262650489807129e+00
2.949999999999999845e-01,1.808657407760620117e+00
2.959999999999999853e-01,1.787450075149536133e+00
2.969999999999999862e-01,1.755464076995849609e+00
2.979999999999999871e-01,1.781764268875122070e+00
2.989999999999999880e-01,1.729606151580810547e+00
2.999999999999999889e-01,1.771709442138671875e+00
3.009999999999999898e-01,1.650004982948303223e+00
3.019999999999999907e-01,1.647664308547973633e+00
3.029999999999999916e-01,1.741504669189453125e+00
3.039999999999999925e-01,1.724856138229370117e+00
3.049999999999999933e-01,1.735963225364685059e+00
3.059999999999999942e-01,1.806225299835205078e+00
3.069999999999999951e-01,1.852138042449951172e+00
3.079999999999999960e-01,1.754998087882995605e+00
3.089999999999999969e-01,1.757951855659484863e+00
3.099999999999999978e-01,1.740154027938842773e+00
3.109999999999999987e-01,1.714900016784667969e+00
3.119999999999999996e-01,1.791506052017211914e+00
3.130000000000000004e-01,1.767954945564270020e+00
3.140000000000000013e-01,1.853903532028198242e+00
3.150000000000000022e-01,1.810930967330932617e+00
3.160000000000000031e-01,1.812666177749633789e+00
3.170000000000000040e-01,1.794399738311767578e+00
3.180000000000000049e-01,1.786191225051879883e+00
3.190000000000000058e-01,1.811424970626831055e+00
3.200000000000000067e-01,1.779912948608398438e+00
3.210000000000000075e-01,1.824555277824401855e+00
3.220000000000000084e-01,1.775384187698364258e+00
3.230000000000000093e-01,1.795937418937683105e+00
3.240000000000000102e-01,1.809843897819519043e+00
3.250000000000000111e-01,1.810451149940490723e+00
3.260000000000000120e-01,1.763554692268371582e+00
3.270000000000000129e-01,1.821948170661926270e+00
3.280000000000000138e-01,1.829297661781311035e+00
3.290000000000000147e-01,1.880213260650634766e+00
3.300000000000000155e-01,1.929481506347656250e+00
3.310000000000000164e-01,1.982840061187744141e+00
3.320000000000000173e-01,1.887552857398986816e+00
3.330000000000000182e-01,1.934402704238891602e+00
3.340000000000000191e-01,1.841953992843627930e+00
3.350000000000000200e-01,1.896818757057189941e+00
3.360000000000000209e-01,1.909709930419921875e+00
3.370000000000000218e-01,1.818915605545043945e+00
3.380000000000000226e-01,1.819126367568969727e+00
3.390000000000000235e-01,1.866913080215454102e+00
3.400000000000000244e-01,1.921371102333068848e+00
3.410000000000000253e-01,1.886902809143066406e+00
3.420000000000000262e-01,1.880403637886047363e+00
3.430000000000000271e-01,1.889095783233642578e+00
3.439999999999999725e-01,1.936396598815917969e+00
3.449999999999999734e-01,1.873445510864257812e+00
3.459999999999999742e-01,1.936581373214721680e+00
3.469999999999999751e-01,1.992201328277587891e+00
3.479999999999999760e-01,2.008084535598754883e+00
3.489999999999999769e-01,2.065182685852050781e+00
3.499999999999999778e-01,1.987911939620971680e+00
3.509999999999999787e-01,1.903221487998962402e+00
3.519999999999999796e-01,1.948868751525878906e+00
3.529999999999999805e-01,1.970518112182617188e+00
3.539999999999999813e-01,1.969596862792968750e+00
3.549999999999999822e-01,1.960349202156066895e+00
3.559999999999999831e-01,1.776233315467834473e+00
3.569999999999999840e-01,1.787221193313598633e+00
3.579999999999999849e-01,1.879451990127563477e+00
3.589999999999999858e-01,1.945981502532958984e+00
3.599999999999999867e-01,1.898555994033813477e+00
3.609999999999999876e-01,1.844602227210998535e+00
3.619999999999999885e-01,1.888216257095336914e+00
3.629999999999999893e-01,1.925768971443176270e+00
3.639999999999999902e-01,1.986613035202026367e+00
3.649999999999999911e-01,1.954669713973999023e+00
3.659999999999999920e-01,1.864159345626831055e+00
3.669999999999999929e-01,1.886902809143066406e+00
3.679999999999999938e-01,1.926432371139526367e+00
3.689999999999999947e-01,1.987963318824768066e+00
3.699999999999999956e-01,1.994163274765014648e+00
3.709999999999999964e-01,1.967181921005249023e+00
3.719999999999999973e-01,1.896104335784912109e+00
3.729999999999999982e-01,1.987449049949645996e+00
3.739999999999999991e-01,1.902818560600280762e+00
3.750000000000000000e-01,1.895362854003906250e+00
3.760000000000000009e-01,1.915189027786254883e+00
3.770000000000000018e-01,1.977651596069335938e+00
3.780000000000000027e-01,1.960896730422973633e+00
3.790000000000000036e-01,1.903275251388549805e+00
3.800000000000000044e-01,1.925928354263305664e+00
3.810000000000000053e-01,1.910017728805541992e+00
3.820000000000000062e-01,1.835532307624816895e+00
3.830000000000000071e-01,1.880077362060546875e+00
3.840000000000000080e-01,1.919721126556396484e+00
3.850000000000000089e-01,2.026581287384033203e+00
3.860000000000000098e-01,1.896589517593383789e+00
3.870000000000000107e-01,1.964113473892211914e+00
3.880000000000000115e-01,1.969908356666564941e+00
3.890000000000000124e-01,1.818437695503234863e+00
3.900000000000000133e-01,1.909763336181640625e+00
3.910000000000000142e-01,1.963280439376831055e+00
3.920000000000000151e-01,1.857704520225524902e+00
3.930000000000000160e-01,1.840593695640563965e+00
3.940000000000000169e-01,1.862884044647216797e+00
3.950000000000000178e-01,1.857511878013610840e+00
3.960000000000000187e-01,1.906361103057861328e+00
3.970000000000000195e-01,1.902912616729736328e+00
3.980000000000000204e-01,1.890745639801025391e+00
3.990000000000000213e-01,1.935538530349731445e+00
4.000000000000000222e-01,1.968298912048339844e+00
4.010000000000000231e-01,1.978568911552429199e+00
4.020000000000000240e-01,1.899794220924377441e+00
4.030000000000000249e-01,1.902267813682556152e+00
4.040000000000000258e-01,2.030147075653076172e+00
4.050000000000000266e-01,2.008237123489379883e+00
4.060000000000000275e-01,1.928235888481140137e+00
4.069999999999999729e-01,1.955035805702209473e+00
4.079999999999999738e-01,1.913920879364013672e+00
4.089999999999999747e-01,1.991893529891967773e+00
4.099999999999999756e-01,1.919268250465393066e+00
4.109999999999999765e-01,2.020000219345092773e+00
4.119999999999999774e-01,1.988760232925415039e+00
4.129999999999999782e-01,1.906414747238159180e+00
4.139999999999999791e-01,2.001965999603271484e+00
4.149999999999999800e-01,1.941603183746337891e+00
4.159999999999999809e-01,1.958340406417846680e+00
4.169999999999999818e-01,1.998375415802001953e+00
4.179999999999999827e-01,2.010361433029174805e+00
4.189999999999999836e-01,1.963306427001953125e+00
4.199999999999999845e-01,1.988297581672668457e+00
4.209999999999999853e-01,2.032273769378662109e+00
4.219999999999999862e-01,2.070756435394287109e+00
4.229999999999999871e-01,2.046485185623168945e+00
4.239999999999999880e-01,1.951463699340820312e+00
4.249999999999999889e-01,1.936409950256347656e+00
4.259999999999999898e-01,2.005957841873168945e+00
4.269999999999999907e-01,2.006658554077148438e+00
4.279999999999999916e-01,2.035000801086425781e+00
4.289999999999999925e-01,2.026820898056030273e+00
4.299999999999999933e-01,2.005805015563964844e+00
4.309999999999999942e-01,2.008784294128417969e+00
4.319999999999999951e-01,2.100095987319946289e+00
4.329999999999999960e-01,2.071126699447631836e+00
4.339999999999999969e-01,2.014869451522827148e+00
4.349999999999999978e-01,1.953937411308288574e+00
4.359999999999999987e-01,1.965648174285888672e+00
4.369999999999999996e-01,1.959632039070129395e+00
4.380000000000000004e-01,1.970258712768554688e+00
4.390000000000000013e-01,1.988220453262329102e+00
4.400000000000000022e-01,1.905274987220764160e+00
4.410000000000000031e-01,1.887200832366943359e+00
4.420000000000000040e-01,1.912411332130432129e+00
4.430000000000000049e-01,1.913747310638427734e+00
4.440000000000000058e-01,1.869690179824829102e+00
4.450000000000000067e-01,1.883011460304260254e+00
4.460000000000000075e-01,1.872599363327026367e+00
4.470000000000000084e-01,1.907594203948974609e+00
4.480000000000000093e-01,1.941208124160766602e+00
4.490000000000000102e-01,2.051050901412963867e+00
4.500000000000000111e-01,2.029416799545288086e+00
4.510000000000000120e-01,1.964633703231811523e+00
4.520000000000000129e-01,1.942103385925292969e+00
4.530000000000000138e-01,1.962329864501953125e+00
4.540000000000000147e-01,1.936357021331787109e+00
4.550000000000000155e-01,1.900116920471191406e+00
4.560000000000000164e-01,1.909121036529541016e+00
4.570000000000000173e-01,1.880308508872985840e+00
4.580000000000000182e-01,1.942090034484863281e+00
4.590000000000000191e-01,1.937808394432067871e+00
4.600000000000000200e-01,1.947412490844726562e+00
4.610000000000000209e-01,2.017138719558715820e+00
4.620000000000000218e-01,1.975880265235900879e+00
4.630000000000000226e-01,1.916363120079040527e+00
4.640000000000000235e-01,1.872708678245544434e+00
4.650000000000000244e-01,1.910231828689575195e+00
4.660000000000000253e-01,1.950323820114135742e+00
4.670000000000000262e-01,1.967623472213745117e+00
4.680000000000000271e-01,1.951921939849853516e+00
4.689999999999999725e-01,1.989055871963500977e+00
4.699999999999999734e-01,2.014755249023437500e+00
4.709999999999999742e-01,1.988811731338500977e+00
4.719999999999999751e-01,1.976488232612609863e+00
4.729999999999999760e-01,1.978091001510620117e+00
4.739999999999999769e-01,1.978620529174804688e+00
4.749999999999999778e-01,2.024423599243164062e+00
4.759999999999999787e-01,1.956760644912719727e+00
4.769999999999999796e-01,1.987101912498474121e+00
4.779999999999999805e-01,1.968623399734497070e+00
4.789999999999999813e-01,1.992150068283081055e+00
4.799999999999999822e-01,1.925463676452636719e+00
4.809999999999999831e-01,1.822312831878662109e+00
4.819999999999999840e-01,1.852841615676879883e+00
4.829999999999999849e-01,1.864269018173217773e+00
4.839999999999999858e-01,1.847952127456665039e+00
4.849999999999999867e-01,1.955872178077697754e+00
4.859999999999999876e-01,1.851489424705505371e+00
4.869999999999999885e-01,1.906401395797729492e+00
4.879999999999999893e-01,1.856988906860351562e+00
4.889999999999999902e-01,1.940879106521606445e+00
4.899999999999999911e-01,1.973447084426879883e+00
4.909999999999999920e-01,1.885656237602233887e+00
4.919999999999999929e-01,1.999347090721130371e+00
4.929999999999999938e-01,1.810211062431335449e+00
4.939999999999999947e-01,1.936752915382385254e+00
4.949999999999999956e-01,1.966012239456176758e+00
4.959999999999999964e-01,1.943931579589843750e+00
4.969999999999999973e-01,1.890488743782043457e+00
4.979999999999999982e-01,1.904953002929687500e+00
4.989999999999999991e-01,1.897977113723754883e+00
5.000000000000000000e-01,1.964373588562011719e+00
5.010000000000000009e-01,1.971088647842407227e+00
5.020000000000000018e-01,1.891542911529541016e+00
5.030000000000000027e-01,1.805885791778564453e+00
5.040000000000000036e-01,1.901985526084899902e+00
5.050000000000000044e-01,1.830652475357055664e+00
5.060000000000000053e-01,1.887539386749267578e+00
5.070000000000000062e-01,1.931639313697814941e+00
5.080000000000000071e-01,1.906977772712707520e+00
5.090000000000000080e-01,1.982878565788269043e+00
5.100000000000000089e-01,1.921118378639221191e+00
5.110000000000000098e-01,1.945718765258789062e+00
5.120000000000000107e-01,1.959162473678588867e+00
5.130000000000000115e-01,1.896724224090576172e+00
5.140000000000000124e-01,1.904818892478942871e+00
5.150000000000000133e-01,1.992881298065185547e+00
5.160000000000000142e-01,1.960870623588562012e+00
5.170000000000000151e-01,2.004364490509033203e+00
5.180000000000000160e-01,2.028497219085693359e+00
5.190000000000000169e-01,1.957570314407348633e+00
5.200000000000000178e-01,1.898138642311096191e+00
5.210000000000000187e-01,1.938691854476928711e+00
5.220000000000000195e-01,1.999526023864746094e+00
5.230000000000000204e-01,2.023223876953125000e+00
5.240000000000000213e-01,1.957061052322387695e+00
5.250000000000000222e-01,2.016644477844238281e+00
5.260000000000000231e-01,1.954761147499084473e+00
5.270000000000000240e-01,2.045960426330566406e+00
5.280000000000000249e-01,1.992432355880737305e+00
5.290000000000000258e-01,2.003152847290039062e+00
5.300000000000000266e-01,1.940339088439941406e+00
5.310000000000000275e-01,1.959579944610595703e+00
5.320000000000000284e-01,1.971931219100952148e+00
5.330000000000000293e-01,1.975272297859191895e+00
5.340000000000000302e-01,1.922966718673706055e+00
5.350000000000000311e-01,1.927970767021179199e+00
5.360000000000000320e-01,1.877057075500488281e+00
5.370000000000000329e-01,1.951856493949890137e+00
5.380000000000000338e-01,1.911181449890136719e+00
5.390000000000000346e-01,1.807060003280639648e+00
5.400000000000000355e-01,1.856039047241210938e+00
5.410000000000000364e-01,1.958418846130371094e+00
5.420000000000000373e-01,1.886604785919189453e+00
5.430000000000000382e-01,1.857800722122192383e+00
5.440000000000000391e-01,1.889947891235351562e+00
5.450000000000000400e-01,1.872476577758789062e+00
5.460000000000000409e-01,1.921929717063903809e+00
5.470000000000000417e-01,1.926127195358276367e+00
5.480000000000000426e-01,1.950651526451110840e+00
5.490000000000000435e-01,1.897721171379089355e+00
5.500000000000000444e-01,1.865228414535522461e+00
5.510000000000000453e-01,1.931758403778076172e+00
5.520000000000000462e-01,1.836284160614013672e+00
5.530000000000000471e-01,1.772704601287841797e+00
5.540000000000000480e-01,1.878132581710815430e+00
5.550000000000000488e-01,1.893244743347167969e+00
5.560000000000000497e-01,1.888527393341064453e+00
5.570000000000000506e-01,1.905905246734619141e+00
5.580000000000000515e-01,1.811453104019165039e+00
5.590000000000000524e-01,1.857470512390136719e+00
5.600000000000000533e-01,1.832675695419311523e+00
5.610000000000000542e-01,1.877152442932128906e+00
5.620000000000000551e-01,1.801606535911560059e+00
5.629999999999999449e-01,1.830875873565673828e+00
5.639999999999999458e-01,1.832940578460693359e+00
5.649999999999999467e-01,1.789079189300537109e+00
5.659999999999999476e-01,1.747716188430786133e+00
5.669999999999999485e-01,1.775887966156005859e+00
5.679999999999999494e-01,1.747248172760009766e+00
5.689999999999999503e-01,1.779554009437561035e+00
5.699999999999999512e-01,1.826081514358520508e+00
5.709999999999999520e-01,1.742062330245971680e+00
5.719999999999999529e-01,1.792276144027709961e+00
5.729999999999999538e-01,1.738949298858642578e+00
5.739999999999999547e-01,1.667829990386962891e+00
5.749999999999999556e-01,1.848685026168823242e+00
5.759999999999999565e-01,1.805489301681518555e+00
5.769999999999999574e-01,1.807696223258972168e+00
5.779999999999999583e-01,1.827200770378112793e+00
5.789999999999999591e-01,1.745916485786437988e+00
5.799999999999999600e-01,1.782280683517456055e+00
5.809999999999999609e-01,1.725167512893676758e+00
