time_ns,rmsd_A
0.000000000000000000e+00,2.036720752716064453e+00
1.000000000000000021e-03,1.947648763656616211e+00
2.000000000000000042e-03,1.976526975631713867e+00
3.000000000000000062e-03,2.009293079376220703e+00
4.000000000000000083e-03,2.007766246795654297e+00
5.000000000000000104e-03,1.921371102333068848e+00
6.000000000000000125e-03,1.946624994277954102e+00
7.000000000000000146e-03,1.877819418907165527e+00
8.000000000000000167e-03,1.895174026489257812e+00
8.999999999999999320e-03,1.907929182052612305e+00
1.000000000000000021e-02,1.845003962516784668e+00
1.099999999999999936e-02,1.847717046737670898e+00
1.200000000000000025e-02,1.755580425262451172e+00
1.299999999999999940e-02,1.746472716331481934e+00
1.400000000000000029e-02,1.616106271743774414e+00
1.499999999999999944e-02,1.594501852989196777e+00
1.600000000000000033e-02,1.708225131034851074e+00
1.700000000000000122e-02,1.741974234580993652e+00
1.799999999999999864e-02,1.826795220375061035e+00
1.899999999999999953e-02,1.819323062896728516e+00
2.000000000000000042e-02,1.956473350524902344e+00
2.100000000000000130e-02,1.919601082801818848e+00
2.199999999999999872e-02,1.912692070007324219e+00
2.299999999999999961e-02,1.951476812362670898e+00
2.400000000000000050e-02,2.000433444976806641e+00
2.500000000000000139e-02,1.895484328269958496e+00
2.599999999999999881e-02,1.862719178199768066e+00
2.699999999999999969e-02,1.925304412841796875e+00
2.800000000000000058e-02,1.918642282485961914e+00
2.900000000000000147e-02,1.818578243255615234e+00
2.999999999999999889e-02,1.758998394012451172e+00
3.099999999999999978e-02,1.773612618446350098e+00
3.200000000000000067e-02,1.801407933235168457e+00
3.300000000000000155e-02,1.780645251274108887e+00
3.400000000000000244e-02,1.868308901786804199e+00
3.500000000000000333e-02,1.837160706520080566e+00
3.599999999999999728e-02,1.872599363327026367e+00
3.699999999999999817e-02,1.807130575180053711e+00
3.799999999999999906e-02,1.821092247962951660e+00
3.899999999999999994e-02,1.996814489364624023e+00
4.000000000000000083e-02,2.017075300216674805e+00
4.100000000000000172e-02,2.055121421813964844e+00
4.200000000000000261e-02,1.997799873352050781e+00
4.299999999999999656e-02,1.903181195259094238e+00
4.399999999999999745e-02,1.920958638191223145e+00
4.499999999999999833e-02,1.992150068283081055e+00
4.599999999999999922e-02,1.894014000892639160e+00
4.700000000000000011e-02,1.832494497299194336e+00
4.800000000000000100e-02,1.905932188034057617e+00
4.900000000000000189e-02,1.824092984199523926e+00
5.000000000000000278e-02,1.727698922157287598e+00
5.099999999999999672e-02,1.839593648910522461e+00
5.199999999999999761e-02,1.893851995468139648e+00
5.299999999999999850e-02,1.788050174713134766e+00
5.399999999999999939e-02,1.684010148048400879e+00
5.500000000000000028e-02,1.680439829826354980e+00
5.600000000000000117e-02,1.684541463851928711e+00
5.700000000000000205e-02,1.712782382965087891e+00
5.800000000000000294e-02,1.768793106079101562e+00
5.899999999999999689e-02,1.727166295051574707e+00
5.999999999999999778e-02,1.751149296760559082e+00
6.099999999999999867e-02,1.808035492897033691e+00
6.199999999999999956e-02,1.883120059967041016e+00
6.300000000000000044e-02,1.778102874755859375e+00
6.400000000000000133e-02,1.821639418601989746e+00
6.500000000000000222e-02,1.720078468322753906e+00
6.600000000000000311e-02,1.714229106903076172e+00
6.700000000000000400e-02,1.749762177467346191e+00
6.800000000000000488e-02,1.751514077186584473e+00
6.900000000000000577e-02,1.674452066421508789e+00
7.000000000000000666e-02,1.637613177299499512e+00
7.099999999999999367e-02,1.757908105850219727e+00
7.199999999999999456e-02,1.671901226043701172e+00
7.299999999999999545e-02,1.712841987609863281e+00
7.399999999999999634e-02,1.744495868682861328e+00
7.499999999999999722e-02,1.705874681472778320e+00
7.599999999999999811e-02,1.679222702980041504e+00
7.699999999999999900e-02,1.753366231918334961e+00
7.799999999999999989e-02,1.700652837753295898e+00
7.900000000000000078e-02,1.732558965682983398e+00
8.000000000000000167e-02,1.753118515014648438e+00
8.100000000000000255e-02,1.758213520050048828e+00
8.200000000000000344e-02,1.782452821731567383e+00
8.300000000000000433e-02,1.732735872268676758e+00
8.400000000000000522e-02,1.703145623207092285e+00
8.500000000000000611e-02,1.724752426147460938e+00
8.599999999999999312e-02,1.716687440872192383e+00
8.699999999999999400e-02,1.688012123107910156e+00
8.799999999999999489e-02,1.661043047904968262e+00
8.899999999999999578e-02,1.736934661865234375e+00
8.999999999999999667e-02,1.806550741195678711e+00
9.099999999999999756e-02,1.763772010803222656e+00
9.199999999999999845e-02,1.796392679214477539e+00
9.299999999999999933e-02,1.718755483627319336e+00
9.400000000000000022e-02,1.817650556564331055e+00
9.500000000000000111e-02,1.827830195426940918e+00
9.600000000000000200e-02,1.807130575180053711e+00
9.700000000000000289e-02,1.806423425674438477e+00
9.800000000000000377e-02,1.779194951057434082e+00
9.900000000000000466e-02,1.891894221305847168e+00
1.000000000000000056e-01,1.747569918632507324e+00
1.010000000000000064e-01,1.775671958923339844e+00
1.019999999999999934e-01,1.831043362617492676e+00
1.029999999999999943e-01,1.767694711685180664e+00
1.039999999999999952e-01,1.751776814460754395e+00
1.049999999999999961e-01,1.837856173515319824e+00
1.059999999999999970e-01,1.917962908744812012e+00
1.069999999999999979e-01,1.901972174644470215e+00
1.079999999999999988e-01,1.944444179534912109e+00
1.089999999999999997e-01,1.825605630874633789e+00
1.100000000000000006e-01,1.855543375015258789e+00
1.110000000000000014e-01,1.861758708953857422e+00
1.120000000000000023e-01,1.831587672233581543e+00
1.130000000000000032e-01,1.824261188507080078e+00
1.140000000000000041e-01,1.923737406730651855e+00
1.150000000000000050e-01,1.857704520225524902e+00
1.160000000000000059e-01,1.823027849197387695e+00
1.170000000000000068e-01,1.879383921623229980e+00
1.179999999999999938e-01,1.819519758224487305e+00
1.189999999999999947e-01,1.820572733879089355e+00
1.199999999999999956e-01,1.804285764694213867e+00
1.209999999999999964e-01,1.787878870964050293e+00
1.219999999999999973e-01,1.810775756835937500e+00
1.229999999999999982e-01,1.783112168312072754e+00
1.239999999999999991e-01,1.897896409034729004e+00
1.250000000000000000e-01,1.892340064048767090e+00
1.260000000000000009e-01,1.806692123413085938e+00
1.270000000000000018e-01,1.757486581802368164e+00
1.280000000000000027e-01,1.770295143127441406e+00
1.290000000000000036e-01,1.778232097625732422e+00
1.300000000000000044e-01,1.813117265701293945e+00
1.310000000000000053e-01,1.798198699951171875e+00
1.320000000000000062e-01,1.812637925148010254e+00
1.330000000000000071e-01,1.833902478218078613e+00
1.340000000000000080e-01,1.901998996734619141e+00
1.350000000000000089e-01,1.923498153686523438e+00
1.360000000000000098e-01,2.017708778381347656e+00
1.370000000000000107e-01,1.894256830215454102e+00
1.380000000000000115e-01,1.972644090652465820e+00
1.390000000000000124e-01,1.983239531517028809e+00
1.400000000000000133e-01,1.860701322555541992e+00
1.409999999999999865e-01,1.968935012817382812e+00
1.419999999999999873e-01,1.867789030075073242e+00
1.429999999999999882e-01,1.795140266418457031e+00
1.439999999999999891e-01,1.840093731880187988e+00
1.449999999999999900e-01,1.868637204170227051e+00
1.459999999999999909e-01,1.808190941810607910e+00
1.469999999999999918e-01,1.886618256568908691e+00
1.479999999999999927e-01,1.902187108993530273e+00
1.489999999999999936e-01,1.848450183868408203e+00
1.499999999999999944e-01,1.909268140792846680e+00
1.509999999999999953e-01,1.837411046028137207e+00
1.519999999999999962e-01,1.792532920837402344e+00
1.529999999999999971e-01,1.708045601844787598e+00
1.539999999999999980e-01,1.764510989189147949e+00
1.549999999999999989e-01,1.875899434089660645e+00
1.559999999999999998e-01,1.794214487075805664e+00
1.570000000000000007e-01,1.811043977737426758e+00
1.580000000000000016e-01,1.809293150901794434e+00
1.590000000000000024e-01,1.782323718070983887e+00
1.600000000000000033e-01,1.791434764862060547e+00
1.610000000000000042e-01,1.706997871398925781e+00
1.620000000000000051e-01,1.813765525817871094e+00
1.630000000000000060e-01,1.818311214447021484e+00
1.640000000000000069e-01,1.756744623184204102e+00
1.650000000000000078e-01,1.763511300086975098e+00
1.660000000000000087e-01,1.848560571670532227e+00
1.670000000000000095e-01,1.798312425613403320e+00
1.680000000000000104e-01,1.783527731895446777e+00
1.690000000000000113e-01,1.745096564292907715e+00
1.700000000000000122e-01,1.803534746170043945e+00
1.710000000000000131e-01,1.871397972106933594e+00
1.719999999999999862e-01,1.784387350082397461e+00
