time_ns,rg_A
0.000000000000000000e+00,1.691107118021832889e+01
1.000000000000000021e-03,1.692049607532200639e+01
2.000000000000000042e-03,1.691863440869947155e+01
3.000000000000000062e-03,1.691080896927805455e+01
4.000000000000000083e-03,1.687517630847441907e+01
5.000000000000000104e-03,1.696251252828624700e+01
6.000000000000000125e-03,1.698973089635018496e+01
7.000000000000000146e-03,1.700497971269697572e+01
8.000000000000000167e-03,1.693598629399741995e+01
8.999999999999999320e-03,1.693020994465563689e+01
1.000000000000000021e-02,1.691661889721420664e+01
1.099999999999999936e-02,1.693466939886637590e+01
1.200000000000000025e-02,1.692652214777151443e+01
1.299999999999999940e-02,1.698114304366047023e+01
1.400000000000000029e-02,1.695938937771662580e+01
1.499999999999999944e-02,1.689280723750666624e+01
1.600000000000000033e-02,1.693873356212103687e+01
1.700000000000000122e-02,1.700337579998142701e+01
1.799999999999999864e-02,1.694801070573154078e+01
1.899999999999999953e-02,1.698335251470247087e+01
2.000000000000000042e-02,1.701393843327122823e+01
2.100000000000000130e-02,1.704221482729436588e+01
2.199999999999999872e-02,1.696253464634368413e+01
2.299999999999999961e-02,1.699891923050867248e+01
2.400000000000000050e-02,1.704766609562467039e+01
2.500000000000000139e-02,1.694424889254988997e+01
2.599999999999999881e-02,1.698566276305967548e+01
2.699999999999999969e-02,1.696666376948777355e+01
2.800000000000000058e-02,1.696943465086944514e+01
2.900000000000000147e-02,1.699724024871250805e+01
2.999999999999999889e-02,1.692839574919020151e+01
3.099999999999999978e-02,1.698386833931007800e+01
3.200000000000000067e-02,1.690587907373654630e+01
3.300000000000000155e-02,1.693775510471456869e+01
3.400000000000000244e-02,1.687841554866566796e+01
3.500000000000000333e-02,1.687858339455448231e+01
3.599999999999999728e-02,1.695106198077410653e+01
3.699999999999999817e-02,1.693565332617524888e+01
3.799999999999999906e-02,1.693188603071085296e+01
3.899999999999999994e-02,1.692762137229846786e+01
4.000000000000000083e-02,1.691532418088862499e+01
4.100000000000000172e-02,1.688728384424226192e+01
4.200000000000000261e-02,1.689531298278292226e+01
4.299999999999999656e-02,1.695817656905111193e+01
4.399999999999999745e-02,1.691754395917154596e+01
4.499999999999999833e-02,1.693477498789725288e+01
4.599999999999999922e-02,1.688706135854256729e+01
4.700000000000000011e-02,1.694196341651202786e+01
4.800000000000000100e-02,1.685340109195490044e+01
4.900000000000000189e-02,1.686747971130275658e+01
5.000000000000000278e-02,1.691098712831527706e+01
5.099999999999999672e-02,1.691732237574598940e+01
5.199999999999999761e-02,1.688707236119540411e+01
5.299999999999999850e-02,1.691410268508636250e+01
5.399999999999999939e-02,1.690929347521679915e+01
5.500000000000000028e-02,1.696461342444269604e+01
5.600000000000000117e-02,1.690160092533846026e+01
5.700000000000000205e-02,1.691780697139333967e+01
5.800000000000000294e-02,1.683090757402037241e+01
5.899999999999999689e-02,1.689067640138523174e+01
5.999999999999999778e-02,1.692793834464441716e+01
6.099999999999999867e-02,1.688675589579367653e+01
6.199999999999999956e-02,1.687913027385592457e+01
6.300000000000000044e-02,1.686556545498286042e+01
6.400000000000000133e-02,1.690870615872983151e+01
6.500000000000000222e-02,1.692884201863735427e+01
6.600000000000000311e-02,1.689028063775842625e+01
6.700000000000000400e-02,1.690169823342723632e+01
6.800000000000000488e-02,1.690775449405483855e+01
6.900000000000000577e-02,1.695291094695574685e+01
7.000000000000000666e-02,1.692778627185418472e+01
7.099999999999999367e-02,1.695867166937364701e+01
7.199999999999999456e-02,1.694079320770304520e+01
7.299999999999999545e-02,1.699631676246303158e+01
7.399999999999999634e-02,1.692723297003696814e+01
7.499999999999999722e-02,1.696034004401451156e+01
7.599999999999999811e-02,1.692736157016889109e+01
7.699999999999999900e-02,1.696001646591960466e+01
7.799999999999999989e-02,1.691031648391093967e+01
7.900000000000000078e-02,1.697719622940861228e+01
8.000000000000000167e-02,1.695300350923131560e+01
8.100000000000000255e-02,1.694767254773756093e+01
8.200000000000000344e-02,1.696111633316421319e+01
8.300000000000000433e-02,1.692096552469012494e+01
8.400000000000000522e-02,1.693196831845960304e+01
8.500000000000000611e-02,1.696420245352305756e+01
8.599999999999999312e-02,1.690077114005756798e+01
8.699999999999999400e-02,1.691480759829136105e+01
8.799999999999999489e-02,1.697056686327695019e+01
8.899999999999999578e-02,1.695859787923323481e+01
8.999999999999999667e-02,1.687444643446213277e+01
9.099999999999999756e-02,1.689647698501694961e+01
9.199999999999999845e-02,1.691990591352059425e+01
9.299999999999999933e-02,1.689352204766810672e+01
9.400000000000000022e-02,1.695695392018462755e+01
9.500000000000000111e-02,1.696162942060411893e+01
9.600000000000000200e-02,1.697250022620290011e+01
9.700000000000000289e-02,1.693862590348295427e+01
9.800000000000000377e-02,1.696147095836752428e+01
9.900000000000000466e-02,1.702145305195653080e+01
1.000000000000000056e-01,1.695742524000684881e+01
