time_ns,rg_A
0.000000000000000000e+00,1.691083959535363590e+01
1.000000000000000021e-03,1.691458751080672585e+01
2.000000000000000042e-03,1.696233392515385674e+01
3.000000000000000062e-03,1.688398310058788709e+01
4.000000000000000083e-03,1.689904264978729387e+01
5.000000000000000104e-03,1.694033528562865243e+01
6.000000000000000125e-03,1.692320347391913415e+01
7.000000000000000146e-03,1.686951843531589645e+01
8.000000000000000167e-03,1.683966770645661626e+01
8.999999999999999320e-03,1.688987714867021950e+01
1.000000000000000021e-02,1.683775348253353954e+01
1.099999999999999936e-02,1.691439302091109198e+01
1.200000000000000025e-02,1.688233652740551349e+01
1.299999999999999940e-02,1.685628835037196893e+01
1.400000000000000029e-02,1.691805889170027655e+01
1.499999999999999944e-02,1.684600219024139989e+01
1.600000000000000033e-02,1.685316292816562722e+01
1.700000000000000122e-02,1.683823499557110992e+01
1.799999999999999864e-02,1.688313817472031886e+01
1.899999999999999953e-02,1.692910886753507782e+01
2.000000000000000042e-02,1.689700755424839684e+01
2.100000000000000130e-02,1.691105349796267276e+01
2.199999999999999872e-02,1.696127393793303639e+01
2.299999999999999961e-02,1.684775294764159526e+01
2.400000000000000050e-02,1.687765753250689471e+01
2.500000000000000139e-02,1.692058425584885129e+01
2.599999999999999881e-02,1.683435303493585877e+01
2.699999999999999969e-02,1.697433954223873798e+01
2.800000000000000058e-02,1.691763963198419418e+01
2.900000000000000147e-02,1.690161774675604889e+01
2.999999999999999889e-02,1.687898233415599947e+01
3.099999999999999978e-02,1.691897609604605179e+01
3.200000000000000067e-02,1.688892956639623222e+01
3.300000000000000155e-02,1.695390952914024041e+01
3.400000000000000244e-02,1.687952156613016186e+01
3.500000000000000333e-02,1.685189466469184083e+01
3.599999999999999728e-02,1.686044729068298409e+01
3.699999999999999817e-02,1.689152468977846056e+01
3.799999999999999906e-02,1.684013920525408281e+01
3.899999999999999994e-02,1.691424224441070834e+01
4.000000000000000083e-02,1.684631299800236803e+01
4.100000000000000172e-02,1.690463384990814433e+01
4.200000000000000261e-02,1.684759100181183555e+01
4.299999999999999656e-02,1.688884814562490888e+01
4.399999999999999745e-02,1.683689878721956035e+01
4.499999999999999833e-02,1.686512870230010819e+01
4.599999999999999922e-02,1.684565064044883442e+01
4.700000000000000011e-02,1.684182410633614069e+01
4.800000000000000100e-02,1.687273121941376886e+01
4.900000000000000189e-02,1.679283147225410389e+01
5.000000000000000278e-02,1.684785478073407461e+01
5.099999999999999672e-02,1.687668115669828595e+01
5.199999999999999761e-02,1.681738556028975751e+01
5.299999999999999850e-02,1.685204600944845055e+01
5.399999999999999939e-02,1.684645603253100177e+01
5.500000000000000028e-02,1.685860894957657052e+01
5.600000000000000117e-02,1.688441878628226789e+01
5.700000000000000205e-02,1.694009856670702874e+01
5.800000000000000294e-02,1.690191807933326729e+01
5.899999999999999689e-02,1.691682369410927933e+01
5.999999999999999778e-02,1.694269493688487316e+01
6.099999999999999867e-02,1.686986728179754991e+01
6.199999999999999956e-02,1.687559662763633028e+01
6.300000000000000044e-02,1.688808527607207921e+01
6.400000000000000133e-02,1.685222097798055074e+01
6.500000000000000222e-02,1.686530978286098659e+01
6.600000000000000311e-02,1.693053610703217160e+01
6.700000000000000400e-02,1.682789733331603443e+01
6.800000000000000488e-02,1.687737978902746150e+01
6.900000000000000577e-02,1.683932539888310842e+01
7.000000000000000666e-02,1.690977521462589905e+01
7.099999999999999367e-02,1.690952224507844548e+01
7.199999999999999456e-02,1.679082231761427479e+01
7.299999999999999545e-02,1.686346052501442117e+01
7.399999999999999634e-02,1.685269177091473480e+01
7.499999999999999722e-02,1.687316575363962556e+01
7.599999999999999811e-02,1.691624493005375029e+01
7.699999999999999900e-02,1.691218181016527211e+01
7.799999999999999989e-02,1.694016792918602476e+01
7.900000000000000078e-02,1.690529537088200840e+01
8.000000000000000167e-02,1.691698795635314312e+01
8.100000000000000255e-02,1.690313306115190528e+01
8.200000000000000344e-02,1.686292649600304472e+01
