time_ns,rg_A
0.000000000000000000e+00,1.687943908315964237e+01
1.000000000000000021e-03,1.686648090975305081e+01
2.000000000000000042e-03,1.690440202482766097e+01
3.000000000000000062e-03,1.695831358156280189e+01
4.000000000000000083e-03,1.687826446459703078e+01
5.000000000000000104e-03,1.689841169761122686e+01
6.000000000000000125e-03,1.689764716875726691e+01
7.000000000000000146e-03,1.694471859097149391e+01
8.000000000000000167e-03,1.691205740056915019e+01
8.999999999999999320e-03,1.687786698942010588e+01
1.000000000000000021e-02,1.687738514262685641e+01
1.099999999999999936e-02,1.688970206869399249e+01
1.200000000000000025e-02,1.695808308112110296e+01
1.299999999999999940e-02,1.686988456967171501e+01
1.400000000000000029e-02,1.691599959655766128e+01
1.499999999999999944e-02,1.693447241765370137e+01
1.600000000000000033e-02,1.684601029413815354e+01
1.700000000000000122e-02,1.688287998402047663e+01
1.799999999999999864e-02,1.690896354668194235e+01
1.899999999999999953e-02,1.689005163031892209e+01
2.000000000000000042e-02,1.694749195753341198e+01
2.100000000000000130e-02,1.686595191510048153e+01
2.199999999999999872e-02,1.691646100467809788e+01
2.299999999999999961e-02,1.691972445347875009e+01
2.400000000000000050e-02,1.688540348743424957e+01
2.500000000000000139e-02,1.687638833708545860e+01
2.599999999999999881e-02,1.683846176414622420e+01
2.699999999999999969e-02,1.692947183782455056e+01
2.800000000000000058e-02,1.687062164535958786e+01
2.900000000000000147e-02,1.687112200929842842e+01
2.999999999999999889e-02,1.688399901160588712e+01
3.099999999999999978e-02,1.687976951998596675e+01
3.200000000000000067e-02,1.689200183506026320e+01
3.300000000000000155e-02,1.694845477143104873e+01
3.400000000000000244e-02,1.687949519531000320e+01
3.500000000000000333e-02,1.689619145052725457e+01
3.599999999999999728e-02,1.689287528825433071e+01
3.699999999999999817e-02,1.687778684456231915e+01
3.799999999999999906e-02,1.694821692521204426e+01
3.899999999999999994e-02,1.688563090376213438e+01
4.000000000000000083e-02,1.690896499718454393e+01
4.100000000000000172e-02,1.684268576299304598e+01
4.200000000000000261e-02,1.688855934568120176e+01
4.299999999999999656e-02,1.684799809519766001e+01
4.399999999999999745e-02,1.698608776034702572e+01
4.499999999999999833e-02,1.693098399425212719e+01
4.599999999999999922e-02,1.687662023403554201e+01
4.700000000000000011e-02,1.689680666665475783e+01
4.800000000000000100e-02,1.693547892390622422e+01
4.900000000000000189e-02,1.690560022108162741e+01
5.000000000000000278e-02,1.688630441204142585e+01
5.099999999999999672e-02,1.685363596059718105e+01
5.199999999999999761e-02,1.684017357528648873e+01
5.299999999999999850e-02,1.685998521127757144e+01
5.399999999999999939e-02,1.681187608293328495e+01
5.500000000000000028e-02,1.691301805214842346e+01
5.600000000000000117e-02,1.693933086771448870e+01
5.700000000000000205e-02,1.687890851037174045e+01
5.800000000000000294e-02,1.699769933524966348e+01
5.899999999999999689e-02,1.690330441680023199e+01
5.999999999999999778e-02,1.686554825576171268e+01
6.099999999999999867e-02,1.693391387369506873e+01
6.199999999999999956e-02,1.687483345002397073e+01
6.300000000000000044e-02,1.686958312023289253e+01
6.400000000000000133e-02,1.686518506049815969e+01
6.500000000000000222e-02,1.687846335860639613e+01
6.600000000000000311e-02,1.686462808410369263e+01
6.700000000000000400e-02,1.692718187046454048e+01
6.800000000000000488e-02,1.691421989325500164e+01
6.900000000000000577e-02,1.685456045500288269e+01
7.000000000000000666e-02,1.686874584910991715e+01
7.099999999999999367e-02,1.688859215650368384e+01
7.199999999999999456e-02,1.691585762779967439e+01
7.299999999999999545e-02,1.693212883826656778e+01
7.399999999999999634e-02,1.694652300844481729e+01
7.499999999999999722e-02,1.695175734829751946e+01
7.599999999999999811e-02,1.692710377271439270e+01
7.699999999999999900e-02,1.687021797574548287e+01
7.799999999999999989e-02,1.694628386164027134e+01
7.900000000000000078e-02,1.686470513739723032e+01
8.000000000000000167e-02,1.683449321512272689e+01
8.100000000000000255e-02,1.683618799711766911e+01
8.200000000000000344e-02,1.691040385876123509e+01
8.300000000000000433e-02,1.688831246645017714e+01
8.400000000000000522e-02,1.686061656315129653e+01
8.500000000000000611e-02,1.693874072125321462e+01
8.599999999999999312e-02,1.685619657589977649e+01
8.699999999999999400e-02,1.687903586252388877e+01
8.799999999999999489e-02,1.689900899627355813e+01
8.899999999999999578e-02,1.691217559293352224e+01
8.999999999999999667e-02,1.686005134537516525e+01
9.099999999999999756e-02,1.692514578449176810e+01
9.199999999999999845e-02,1.692015325692168304e+01
9.299999999999999933e-02,1.693576444536406456e+01
9.400000000000000022e-02,1.685514859386545083e+01
9.500000000000000111e-02,1.688599395255211633e+01
9.600000000000000200e-02,1.692479480061178521e+01
9.700000000000000289e-02,1.688942649560115683e+01
9.800000000000000377e-02,1.695112170575035648e+01
9.900000000000000466e-02,1.692313636947792332e+01
1.000000000000000056e-01,1.690542137082184126e+01
1.010000000000000064e-01,1.692110119215184483e+01
1.019999999999999934e-01,1.697731870354891726e+01
1.029999999999999943e-01,1.690264887728623933e+01
1.039999999999999952e-01,1.692060746921556813e+01
1.049999999999999961e-01,1.692357101432929056e+01
1.059999999999999970e-01,1.691157033446796376e+01
1.069999999999999979e-01,1.690916369409098863e+01
1.079999999999999988e-01,1.694323447176338959e+01
1.089999999999999997e-01,1.695698873156223030e+01
1.100000000000000006e-01,1.688123887311358828e+01
1.110000000000000014e-01,1.689193830039319266e+01
1.120000000000000023e-01,1.696284592302316696e+01
1.130000000000000032e-01,1.686149449326720884e+01
1.140000000000000041e-01,1.689049062553960212e+01
1.150000000000000050e-01,1.690638539366382176e+01
1.160000000000000059e-01,1.690200899046667615e+01
1.170000000000000068e-01,1.692667059518702644e+01
1.179999999999999938e-01,1.691828822513720709e+01
1.189999999999999947e-01,1.686919160159473208e+01
1.199999999999999956e-01,1.686977168866176413e+01
1.209999999999999964e-01,1.686618126758532910e+01
1.219999999999999973e-01,1.689057148870900704e+01
1.229999999999999982e-01,1.689499315891438869e+01
1.239999999999999991e-01,1.692404315831681316e+01
1.250000000000000000e-01,1.696938772035157328e+01
1.260000000000000009e-01,1.685714782321359451e+01
1.270000000000000018e-01,1.690825397792377771e+01
1.280000000000000027e-01,1.690995731091850018e+01
1.290000000000000036e-01,1.692091984222227197e+01
1.300000000000000044e-01,1.689024769735374321e+01
1.310000000000000053e-01,1.696335955063933199e+01
1.320000000000000062e-01,1.693346968792231877e+01
1.330000000000000071e-01,1.694981008349076745e+01
1.340000000000000080e-01,1.690709710650792275e+01
1.350000000000000089e-01,1.687527171642681978e+01
1.360000000000000098e-01,1.695372034531520455e+01
1.370000000000000107e-01,1.690721377815667381e+01
1.380000000000000115e-01,1.691050546926917164e+01
1.390000000000000124e-01,1.687156799532710494e+01
1.400000000000000133e-01,1.691458864742676838e+01
1.409999999999999865e-01,1.693471176324171168e+01
1.419999999999999873e-01,1.701533021467144735e+01
1.429999999999999882e-01,1.690545871002739986e+01
1.439999999999999891e-01,1.688345570617192237e+01
1.449999999999999900e-01,1.697305564226690677e+01
1.459999999999999909e-01,1.693532579488708123e+01
1.469999999999999918e-01,1.697015425023755242e+01
1.479999999999999927e-01,1.694420328981162882e+01
1.489999999999999936e-01,1.697488285617226467e+01
1.499999999999999944e-01,1.690417495376260604e+01
1.509999999999999953e-01,1.694057275580653510e+01
1.519999999999999962e-01,1.693702970483958481e+01
1.529999999999999971e-01,1.684253714672795255e+01
1.539999999999999980e-01,1.694239619196473257e+01
1.549999999999999989e-01,1.687868292615763721e+01
1.559999999999999998e-01,1.697095543121010053e+01
1.570000000000000007e-01,1.694935440925670633e+01
1.580000000000000016e-01,1.701239855810171520e+01
1.590000000000000024e-01,1.695089118280818852e+01
1.600000000000000033e-01,1.691319605849096419e+01
1.610000000000000042e-01,1.696408587513230515e+01
1.620000000000000051e-01,1.694849107946846800e+01
1.630000000000000060e-01,1.692212432257187871e+01
1.640000000000000069e-01,1.691268508242951896e+01
1.650000000000000078e-01,1.684785670044056616e+01
1.660000000000000087e-01,1.684030413059886300e+01
1.670000000000000095e-01,1.685997374941541338e+01
1.680000000000000104e-01,1.692472520538505520e+01
1.690000000000000113e-01,1.686879692227547523e+01
1.700000000000000122e-01,1.689692985711944928e+01
1.710000000000000131e-01,1.691622820247484427e+01
1.719999999999999862e-01,1.693127452262329058e+01
1.729999999999999871e-01,1.689739310259273708e+01
1.739999999999999880e-01,1.690183553420728302e+01
1.749999999999999889e-01,1.691268252413215833e+01
1.759999999999999898e-01,1.689553005966994448e+01
1.769999999999999907e-01,1.687327608505433929e+01
1.779999999999999916e-01,1.689083305589875295e+01
1.789999999999999925e-01,1.692490678218644007e+01
1.799999999999999933e-01,1.698752294888931402e+01
1.809999999999999942e-01,1.690148243546281037e+01
1.819999999999999951e-01,1.687836218237987040e+01
1.829999999999999960e-01,1.690751170958888494e+01
1.839999999999999969e-01,1.688451028982459334e+01
1.849999999999999978e-01,1.687813947607239484e+01
1.859999999999999987e-01,1.685849294097300088e+01
1.869999999999999996e-01,1.690305369651568057e+01
1.880000000000000004e-01,1.689379950801325947e+01
1.890000000000000013e-01,1.693516388828854602e+01
1.900000000000000022e-01,1.692116412151877824e+01
1.910000000000000031e-01,1.694172729109735798e+01
1.920000000000000040e-01,1.687418017794747982e+01
1.930000000000000049e-01,1.694266619315230926e+01
1.940000000000000058e-01,1.691621124773662999e+01
1.950000000000000067e-01,1.691337240660033459e+01
1.960000000000000075e-01,1.690276939474423301e+01
1.970000000000000084e-01,1.694978267878861189e+01
1.980000000000000093e-01,1.697032723166470802e+01
1.990000000000000102e-01,1.690398902153280503e+01
2.000000000000000111e-01,1.698858079679810373e+01
2.010000000000000120e-01,1.691995120925679075e+01
2.020000000000000129e-01,1.693089035170682521e+01
2.030000000000000138e-01,1.689554367069137442e+01
2.039999999999999869e-01,1.690470278200895393e+01
2.049999999999999878e-01,1.694947255654791718e+01
2.059999999999999887e-01,1.686734661608154084e+01
2.069999999999999896e-01,1.690700270261480043e+01
2.079999999999999905e-01,1.688297016269670792e+01
2.089999999999999913e-01,1.694038877916294794e+01
2.099999999999999922e-01,1.695151061864585884e+01
2.109999999999999931e-01,1.694731919909871465e+01
2.119999999999999940e-01,1.691695745951512464e+01
2.129999999999999949e-01,1.697825735821858117e+01
2.139999999999999958e-01,1.689915931710206820e+01
2.149999999999999967e-01,1.693601875228287668e+01
2.159999999999999976e-01,1.692270424106646587e+01
2.169999999999999984e-01,1.691398523491496420e+01
2.179999999999999993e-01,1.697124933359522103e+01
2.190000000000000002e-01,1.695889837827767010e+01
2.200000000000000011e-01,1.691704226564478830e+01
2.210000000000000020e-01,1.688619573237371796e+01
2.220000000000000029e-01,1.695216827994900655e+01
2.230000000000000038e-01,1.688132675401843841e+01
2.240000000000000047e-01,1.687499249382030087e+01
2.250000000000000056e-01,1.692453473516976459e+01
2.260000000000000064e-01,1.689359003640090862e+01
2.270000000000000073e-01,1.693354028193937566e+01
2.280000000000000082e-01,1.686365977013079487e+01
2.290000000000000091e-01,1.686956792016317408e+01
2.300000000000000100e-01,1.687919509514350835e+01
2.310000000000000109e-01,1.698446563410184496e+01
2.320000000000000118e-01,1.689551452903415552e+01
2.330000000000000127e-01,1.684877497497869925e+01
2.340000000000000135e-01,1.686106603593800557e+01
2.349999999999999867e-01,1.692714280975298280e+01
2.359999999999999876e-01,1.691951707502924052e+01
2.369999999999999885e-01,1.684633697528046170e+01
2.379999999999999893e-01,1.684499670680630246e+01
2.389999999999999902e-01,1.687227894060815103e+01
2.399999999999999911e-01,1.688481301842435656e+01
2.409999999999999920e-01,1.687278599516244526e+01
2.419999999999999929e-01,1.692475577724076174e+01
2.429999999999999938e-01,1.683188713820392834e+01
2.439999999999999947e-01,1.682652474393674780e+01
2.449999999999999956e-01,1.685994927348441408e+01
2.459999999999999964e-01,1.686141256513844056e+01
2.469999999999999973e-01,1.682768001203077546e+01
2.479999999999999982e-01,1.684773292412010193e+01
2.489999999999999991e-01,1.685313551775920615e+01
2.500000000000000000e-01,1.685991153509512941e+01
2.510000000000000009e-01,1.693536360953049780e+01
2.520000000000000018e-01,1.686496169699866954e+01
2.530000000000000027e-01,1.687699184435243183e+01
2.540000000000000036e-01,1.688848771581375630e+01
2.550000000000000044e-01,1.688329369987325990e+01
2.560000000000000053e-01,1.701203400317541181e+01
2.570000000000000062e-01,1.689055639050643620e+01
2.580000000000000071e-01,1.693373604376094832e+01
2.590000000000000080e-01,1.687754083149436113e+01
2.600000000000000089e-01,1.690679660565766440e+01
2.610000000000000098e-01,1.683686672936343598e+01
2.620000000000000107e-01,1.690285424179131724e+01
2.630000000000000115e-01,1.691268526427977648e+01
2.640000000000000124e-01,1.695904768102158044e+01
2.650000000000000133e-01,1.687812313464194602e+01
2.660000000000000142e-01,1.690242746590278600e+01
2.670000000000000151e-01,1.702166996696540480e+01
2.680000000000000160e-01,1.695557053702855654e+01
2.690000000000000169e-01,1.687865268119081108e+01
2.700000000000000178e-01,1.691342297482351853e+01
2.710000000000000187e-01,1.692950968020571167e+01
2.720000000000000195e-01,1.683989459085828599e+01
2.730000000000000204e-01,1.695917983553635366e+01
2.740000000000000213e-01,1.681321928378377351e+01
2.750000000000000222e-01,1.692919865975659022e+01
2.760000000000000231e-01,1.692044693507735076e+01
2.770000000000000240e-01,1.695219419456192611e+01
2.780000000000000249e-01,1.691144781536834785e+01
2.790000000000000258e-01,1.689047742756412873e+01
2.800000000000000266e-01,1.687751849104870772e+01
2.810000000000000275e-01,1.690900702999260119e+01
2.819999999999999729e-01,1.698199555286767293e+01
2.829999999999999738e-01,1.695112090891721124e+01
2.839999999999999747e-01,1.688477082891943226e+01
2.849999999999999756e-01,1.690149733205291227e+01
2.859999999999999765e-01,1.685557884386666316e+01
2.869999999999999774e-01,1.687980734216753831e+01
2.879999999999999782e-01,1.692281527546006714e+01
2.889999999999999791e-01,1.688664889571065686e+01
2.899999999999999800e-01,1.691086783511725145e+01
2.909999999999999809e-01,1.687586149864123897e+01
2.919999999999999818e-01,1.684569692359715276e+01
2.929999999999999827e-01,1.690679175000855494e+01
2.939999999999999836e-01,1.699328580788948528e+01
2.949999999999999845e-01,1.687558662172592605e+01
2.959999999999999853e-01,1.686891201064960200e+01
2.969999999999999862e-01,1.688175975687096297e+01
2.979999999999999871e-01,1.690867690224984088e+01
2.989999999999999880e-01,1.688072920593627302e+01
2.999999999999999889e-01,1.685988961413160681e+01
3.009999999999999898e-01,1.686778628337204466e+01
3.019999999999999907e-01,1.692644979840343211e+01
3.029999999999999916e-01,1.695685238774791515e+01
3.039999999999999925e-01,1.686721407155894781e+01
3.049999999999999933e-01,1.686952927136944069e+01
3.059999999999999942e-01,1.697197699210872912e+01
3.069999999999999951e-01,1.689677013706861430e+01
3.079999999999999960e-01,1.688648147382653875e+01
3.089999999999999969e-01,1.694198281087679092e+01
3.099999999999999978e-01,1.697689460355870850e+01
3.109999999999999987e-01,1.691715217651387348e+01
3.119999999999999996e-01,1.689633064224061698e+01
3.130000000000000004e-01,1.691851607365749288e+01
3.140000000000000013e-01,1.698246765870555919e+01
3.150000000000000022e-01,1.689571966602428787e+01
3.160000000000000031e-01,1.690843588192612756e+01
3.170000000000000040e-01,1.690805559760201504e+01
3.180000000000000049e-01,1.691163899887497735e+01
3.190000000000000058e-01,1.693928465441262432e+01
3.200000000000000067e-01,1.697727263624046401e+01
3.210000000000000075e-01,1.688522197190566487e+01
3.220000000000000084e-01,1.689056153438250618e+01
