[mut 400K rep1] equilibrating 100 ps at 400.0 K...
[mut 400K rep1] production 100.0 ns (50000000 steps)...
#"Progress (%)","Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
39.7%,19850000,-580623.2637174255,399.1583461074626,691,2:05:53
39.8%,19900000,-582319.7282830277,398.1291383072338,691,2:05:40
39.9%,19950000,-581738.2384716901,400.0995855158928,691,2:05:28
40.0%,20000000,-581695.931771223,399.79059933767707,691,2:05:15
40.1%,20050000,-582729.1568236616,400.7672947086032,691,2:05:03
40.2%,20100000,-581323.4265533607,401.46096912637375,691,2:04:50
40.3%,20150000,-583473.3020974235,398.72351812296404,691,2:04:38
40.4%,20200000,-583030.6979569513,399.3736336373147,691,2:04:25
40.5%,20250000,-583752.1467490015,402.63303043206275,691,2:04:13
40.6%,20300000,-581305.0698886216,397.48341002056566,691,2:04:00
40.7%,20350000,-583720.6477796724,399.7451154261924,691,2:03:48
40.8%,20400000,-582739.6898851893,403.8945822289504,691,2:03:35
40.9%,20450000,-581358.6480251346,396.6445989482348,691,2:03:23
41.0%,20500000,-581267.0627829595,401.10631996615575,691,2:03:10
41.1%,20550000,-581763.8002137272,398.90652819200864,691,2:02:58
41.2%,20600000,-582270.2423755741,400.1485165348424,691,2:02:45
41.3%,20650000,-583052.7021421082,402.6344182285746,691,2:02:33
41.4%,20700000,-582424.2706553023,399.8864020646231,691,2:02:20
41.5%,20750000,-583530.0831564208,400.96633158897805,691,2:02:08
41.6%,20800000,-584275.7984705972,400.93991868762373,691,2:01:55
41.7%,20850000,-582523.7261611437,400.5288175467146,691,2:01:43
41.8%,20900000,-582545.5133326561,402.2482974248785,691,2:01:30
41.9%,20950000,-581916.7039530836,398.79702657046187,691,2:01:17
42.0%,21000000,-582706.2553484756,397.15253247156653,691,2:01:05
42.1%,21050000,-581690.0128872884,396.6439274337936,691,2:00:52
42.2%,21100000,-582699.1342614745,399.1239198004432,691,2:00:39
42.3%,21150000,-582369.3894825205,400.0301061550422,691,2:00:27
42.4%,21200000,-582063.0770655842,399.15480946473883,691,2:00:14
42.5%,21250000,-583248.1935618632,398.95684700746995,691,2:00:02
42.6%,21300000,-582159.6425190256,401.74878021587665,691,1:59:49
42.7%,21350000,-582683.2524174158,400.7248997635481,691,1:59:36
42.8%,21400000,-582451.6145503493,399.711987380426,691,1:59:24
42.9%,21450000,-584162.4397532707,398.7126843566458,691,1:59:11
43.0%,21500000,-580754.2076030229,399.75572535436356,691,1:58:59
43.1%,21550000,-581301.7647512751,399.5279028882755,691,1:58:46
43.2%,21600000,-582720.500924923,401.1236002711095,691,1:58:34
43.3%,21650000,-582128.2132231812,397.0277203207602,691,1:58:21
43.4%,21700000,-580994.3198929494,401.7611808492243,691,1:58:09
43.5%,21750000,-583009.770206417,402.2419851891311,691,1:57:56
43.6%,21800000,-580886.3507705336,399.6227207273744,691,1:57:44
43.7%,21850000,-583808.9354404649,398.42433605558995,691,1:57:31
43.8%,21900000,-582443.8904504152,404.57003622154946,691,1:57:19
43.9%,21950000,-581955.0169445309,398.68600284951503,691,1:57:07
44.0%,22000000,-581368.3276389278,401.1876179811716,691,1:56:54
44.1%,22050000,-581500.9562239526,399.07364575261124,691,1:56:42
44.2%,22100000,-581368.0695065777,399.9695803200744,691,1:56:29
44.3%,22150000,-581914.5940268505,399.6131852223092,691,1:56:17
44.4%,22200000,-584379.0408492587,400.72543697510105,691,1:56:04
44.5%,22250000,-580648.0633555893,400.3109334943565,691,1:55:52
44.6%,22300000,-580304.2118493398,399.451618847754,691,1:55:40
44.7%,22350000,-581572.4754006444,401.0893978022372,691,1:55:27
44.8%,22400000,-583294.219243539,401.98161665645904,691,1:55:15
44.9%,22450000,-580802.9336634069,399.8710915353635,691,1:55:02
45.0%,22500000,-582714.00085261,401.50242395121114,691,1:54:50
45.1%,22550000,-583712.7936219852,399.60360494961463,691,1:54:37
45.2%,22600000,-582968.1087599234,402.9174391817302,691,1:54:25
45.3%,22650000,-580954.2718861173,400.99959393763265,691,1:54:12
45.4%,22700000,-582235.7707501645,401.3085801158484,691,1:54:00
45.5%,22750000,-583223.3545096423,401.6722275695786,691,1:53:47
45.6%,22800000,-582354.0692336401,398.70811805844556,691,1:53:35
45.7%,22850000,-584195.2677952154,400.87934808502655,691,1:53:22
45.8%,22900000,-580640.7202009815,399.53305116565815,691,1:53:10
45.9%,22950000,-583551.0668395106,401.76901518437177,691,1:52:57
46.0%,23000000,-582278.6319927191,400.1799881783204,691,1:52:45
46.1%,23050000,-582938.728246361,396.9663886684629,691,1:52:32
46.2%,23100000,-580949.0517797042,399.38724299665654,691,1:52:20
46.3%,23150000,-582241.2105481927,399.3551893739961,691,1:52:07
46.4%,23200000,-583979.2392357751,399.4049709779045,691,1:51:55
46.5%,23250000,-582632.5155704776,397.6257263144729,691,1:51:43
46.6%,23300000,-580883.9031190057,401.46177494370323,691,1:51:30
46.7%,23350000,-584322.7721691751,402.67076954365876,691,1:51:18
46.8%,23400000,-581730.5077143875,401.7296644381168,691,1:51:05
46.9%,23450000,-583113.851928967,401.42228989456004,691,1:50:53
47.0%,23500000,-583784.0576706124,402.0165801750314,691,1:50:40
47.1%,23550000,-582317.0489924285,398.4011464235535,691,1:50:28
47.2%,23600000,-584151.5321477097,399.68436575307754,691,1:50:15
47.3%,23650000,-583494.352501614,399.8180866621373,691,1:50:03
47.4%,23700000,-583432.2698999597,399.04109968602717,691,1:49:50
47.5%,23750000,-581529.7066620626,400.6118167316483,691,1:49:38
47.6%,23800000,-581678.5695521347,399.19451835202915,691,1:49:25
47.7%,23850000,-583621.7495988547,399.08649406225305,691,1:49:13
47.8%,23900000,-582323.6314866836,400.41859964309725,691,1:49:00
47.9%,23950000,-580333.9365593242,400.614278951266,691,1:48:48
48.0%,24000000,-583242.7558698901,404.6362027778234,691,1:48:35
48.1%,24050000,-583655.9623160688,401.9823329385297,691,1:48:23
48.2%,24100000,-582593.6812186516,399.85112517264486,691,1:48:10
48.3%,24150000,-583592.4831807311,398.8047266027211,691,1:47:58
48.4%,24200000,-582261.1221966394,402.99945347881663,691,1:47:45
48.5%,24250000,-582996.4356880588,403.1205051487523,691,1:47:33
48.6%,24300000,-581162.4059881684,397.82870274623616,691,1:47:20
48.7%,24350000,-582829.6604185323,398.9791412869182,691,1:47:08
48.8%,24400000,-582577.2806895217,403.0241652102533,691,1:46:55
48.9%,24450000,-582257.444545032,401.35666054983903,691,1:46:43
49.0%,24500000,-580976.4908092716,399.6238846857392,691,1:46:30
49.1%,24550000,-583044.9853580557,399.0092251338844,691,1:46:18
49.2%,24600000,-580980.3174040564,398.7934451601087,691,1:46:05
49.3%,24650000,-582372.472737309,396.2568665098798,691,1:45:53
49.4%,24700000,-582039.429922488,394.9639326047729,691,1:45:41
49.5%,24750000,-581116.8830491598,402.95419340547903,691,1:45:28
49.6%,24800000,-580477.1496725488,399.48546317559095,691,1:45:15
49.7%,24850000,-582323.006215197,400.0624731511085,691,1:45:03
49.8%,24900000,-583051.4860823462,402.71876044239065,691,1:44:51
49.9%,24950000,-581362.4607451544,401.89252907392506,691,1:44:38
50.0%,25000000,-583473.0542718205,399.7725132153938,691,1:44:26
50.0%,25050000,-582451.591443894,403.47184150439364,691,1:44:13
50.1%,25100000,-583450.5177200194,400.845011313266,691,1:44:01
50.2%,25150000,-584516.6622360745,401.44879233117314,691,1:43:48
50.3%,25200000,-583830.6806381717,397.7328552516607,691,1:43:36
50.4%,25250000,-583086.4773899852,400.2732839180193,691,1:43:23
50.5%,25300000,-581261.6779097174,401.1438800072341,691,1:43:11
50.6%,25350000,-583131.3797646877,402.34486120152457,691,1:42:58
50.7%,25400000,-581432.9686705149,399.46155726148385,691,1:42:46
50.8%,25450000,-582041.7173610935,398.36555615816934,691,1:42:33
50.9%,25500000,-581165.7099409075,398.4447948622322,691,1:42:21
51.0%,25550000,-582180.6911243917,402.1169939678071,691,1:42:08
51.1%,25600000,-582123.6496370039,403.92377072332835,691,1:41:56
51.2%,25650000,-582202.8540381799,404.7050106242328,691,1:41:43
51.3%,25700000,-581771.0711082425,398.55192379942,691,1:41:31
51.4%,25750000,-581052.5588530716,401.78974259679046,691,1:41:18
51.5%,25800000,-582108.5569200292,398.6894051893505,691,1:41:06
51.6%,25850000,-583107.0663293707,403.1936554552148,691,1:40:53
51.7%,25900000,-582190.7886423785,405.35888661945427,691,1:40:40
51.8%,25950000,-581595.0633337968,399.24640403451997,691,1:40:28
51.9%,26000000,-581946.0778333903,399.59147292204347,691,1:40:16
52.0%,26050000,-582013.9084103364,400.0929151391101,691,1:40:03
52.1%,26100000,-582738.308742688,400.1103297469522,691,1:39:51
52.2%,26150000,-582876.065410425,401.69693930101516,691,1:39:38
52.3%,26200000,-582932.5514116543,399.44978337494797,691,1:39:26
52.4%,26250000,-581957.6873589242,401.37519434841647,691,1:39:13
52.5%,26300000,-583394.3227123464,402.87061224136306,691,1:39:01
52.6%,26350000,-583217.7846568073,403.1951775546149,691,1:38:48
52.7%,26400000,-581818.9182370869,402.2144530970415,691,1:38:36
52.8%,26450000,-582386.7004923704,399.6631458967353,691,1:38:23
52.9%,26500000,-582893.9915316114,398.6877935546916,691,1:38:11
53.0%,26550000,-580783.2104986184,402.65590669069337,691,1:37:58
53.1%,26600000,-582802.0339682791,399.2900972408281,691,1:37:46
53.2%,26650000,-582533.5854519019,402.4574965571303,691,1:37:33
53.3%,26700000,-583940.4239177052,397.15897901020213,691,1:37:21
53.4%,26750000,-582407.9507775875,399.2211550915305,691,1:37:08
53.5%,26800000,-582695.4622714454,398.1658029957239,691,1:36:56
53.6%,26850000,-582091.828401268,401.0399743393641,691,1:36:43
53.7%,26900000,-584405.3301282818,397.6320833178497,691,1:36:31
53.8%,26950000,-582804.7903816118,402.1077270685184,691,1:36:18
53.9%,27000000,-581443.2275653873,399.3589498548669,691,1:36:06
54.0%,27050000,-583303.0635151058,402.1176207146189,691,1:35:53
54.1%,27100000,-581007.5297640539,395.76088594360164,691,1:35:41
54.2%,27150000,-584527.1632926757,399.50484755912726,691,1:35:28
54.3%,27200000,-583023.5012912834,398.52949521708354,691,1:35:16
54.4%,27250000,-584228.3369455049,403.21330844452757,691,1:35:03
54.5%,27300000,-583622.242150364,402.6470874676988,691,1:34:51
54.6%,27350000,-582725.1590179275,399.33423812343034,691,1:34:38
54.7%,27400000,-582242.7813459914,397.23526305072363,691,1:34:26
54.8%,27450000,-582796.9222420244,398.5645035032853,691,1:34:13
54.9%,27500000,-582556.5506743183,399.36235219470234,691,1:34:01
55.0%,27550000,-582680.7625375451,399.3866610174742,691,1:33:48
55.1%,27600000,-582087.2862158441,399.6264812082452,691,1:33:36
55.2%,27650000,-580797.2453445755,401.241831580392,691,1:33:23
55.3%,27700000,-583609.7392889294,399.93331854024905,691,1:33:11
55.4%,27750000,-583308.0221600239,402.90212865247054,691,1:32:58
55.5%,27800000,-581161.7402863586,399.23933074907256,691,1:32:46
55.6%,27850000,-581721.4498694334,398.34693282433307,691,1:32:33
55.7%,27900000,-581570.8449616036,402.83264929161993,691,1:32:21
55.8%,27950000,-581951.7881916878,400.6886827513522,691,1:32:08
55.9%,28000000,-584033.9548246418,401.2977463495302,691,1:31:56
56.0%,28050000,-583538.3231841624,402.632627523398,691,1:31:43
56.1%,28100000,-581730.4808865301,397.05610299780864,691,1:31:31
56.2%,28150000,-581892.2146111084,399.24125575713737,691,1:31:18
56.3%,28200000,-582905.0558280167,397.8323736918481,691,1:31:06
56.4%,28250000,-582667.4066849928,400.50401628001924,691,1:30:53
56.5%,28300000,-580814.9433465023,403.05080194975454,691,1:30:41
56.6%,28350000,-581527.5655103615,400.3164399127744,691,1:30:28
56.7%,28400000,-583374.6647498491,399.3475788769957,691,1:30:16
56.8%,28450000,-580725.9823550112,399.9035480666887,691,1:30:03
56.9%,28500000,-581397.4830814837,400.9865217898437,691,1:29:51
57.0%,28550000,-580655.9727994492,401.17553072122985,691,1:29:38
57.1%,28600000,-582656.1997653777,399.81598258355484,691,1:29:26
57.2%,28650000,-581815.9801752623,398.1243481708865,691,1:29:13
57.3%,28700000,-581925.4345306759,401.7265754716873,691,1:29:01
57.4%,28750000,-581177.697089259,401.98219863564145,691,1:28:48
57.5%,28800000,-582829.3934622686,400.40879553225557,691,1:28:36
57.6%,28850000,-582302.4903160203,400.60008761274173,691,1:28:23
57.7%,28900000,-582027.5032438068,400.28196883812564,691,1:28:11
57.8%,28950000,-582847.9648041409,396.0005718314844,691,1:27:58
57.9%,29000000,-582881.1232147799,400.4487282576929,691,1:27:46
58.0%,29050000,-582538.501281674,398.2509510268694,691,1:27:33
58.1%,29100000,-581507.5015056059,403.6109345289831,691,1:27:20
58.2%,29150000,-582508.70560775,400.2303517614112,691,1:27:08
58.3%,29200000,-582683.4711202099,395.4004169915598,691,1:26:55
58.4%,29250000,-581420.6732581416,398.6976424331627,691,1:26:43
58.5%,29300000,-582577.4667097973,401.0214405407867,691,1:26:30
58.6%,29350000,-583129.2498412947,400.3550743769587,691,1:26:18
58.7%,29400000,-582833.5730723683,398.32043038771997,691,1:26:05
58.8%,29450000,-582836.1650619442,400.93808321481777,691,1:25:53
58.9%,29500000,-583691.4407122205,396.12032524016695,691,1:25:40
59.0%,29550000,-581633.6280833241,402.89666700168203,691,1:25:28
59.1%,29600000,-582627.6259259526,399.9295580593782,691,1:25:15
59.2%,29650000,-582164.2474099388,399.97414661827463,691,1:25:03
59.3%,29700000,-581331.7959433761,402.3635740706196,691,1:24:51
59.4%,29750000,-583198.445439396,398.07098515662494,691,1:24:38
59.5%,29800000,-582058.5010938216,400.7993483312636,691,1:24:26
59.6%,29850000,-584996.7988163275,400.1377723037829,691,1:24:13
59.7%,29900000,-583425.9498551888,398.143866857311,691,1:24:01
59.8%,29950000,-581878.8976186374,401.03634816138157,691,1:23:48
59.9%,30000000,-581563.5207824465,404.5108534154641,691,1:23:36
60.0%,30050000,-582661.3339955318,404.0270496443866,691,1:23:23
60.1%,30100000,-582457.166154475,402.9569242308733,691,1:23:11
60.2%,30150000,-583121.1809284035,398.46171702615067,691,1:22:58
60.3%,30200000,-583199.9841179019,401.277511381035,691,1:22:46
60.4%,30250000,-583689.1444166363,400.9658391450545,691,1:22:33
60.5%,30300000,-583182.1844684654,399.51662144566313,691,1:22:21
60.6%,30350000,-582986.4799718931,402.2918563282983,691,1:22:08
60.7%,30400000,-583395.7858762415,403.19960954992683,691,1:21:56
60.8%,30450000,-581632.4393089139,403.68471158225736,691,1:21:43
60.9%,30500000,-581957.3710211893,401.27957069198806,691,1:21:31
61.0%,30550000,-583414.8692236296,398.78386488741415,691,1:21:18
61.1%,30600000,-582347.6861371216,398.60282459406375,691,1:21:06
61.2%,30650000,-581675.4577125302,399.4151779974109,691,1:20:53
61.3%,30700000,-581084.784372035,400.47948361910034,691,1:20:40
61.4%,30750000,-582809.1205573655,400.1053157724578,691,1:20:28
61.5%,30800000,-583422.627864846,397.8073038193762,691,1:20:16
61.6%,30850000,-582129.8956335699,399.7709015807349,691,1:20:03
61.7%,30900000,-583194.1391716469,394.89158811563976,691,1:19:51
61.8%,30950000,-580570.1499226945,401.7857135101432,691,1:19:38
61.9%,31000000,-580829.4421430263,401.66197578244277,691,1:19:26
62.0%,31050000,-582179.5953289219,397.10310900869337,691,1:19:13
62.1%,31100000,-581998.3160970886,399.62974924519244,691,1:19:01
62.2%,31150000,-580710.077345572,403.2962628618318,691,1:18:48
62.3%,31200000,-580560.7088953392,402.5427341235346,691,1:18:36
62.4%,31250000,-580685.5487391935,399.53327500380516,691,1:18:23
62.5%,31300000,-583366.4694313486,398.47281939824535,691,1:18:11
62.6%,31350000,-583339.1247990998,397.8765145744503,691,1:17:58
62.7%,31400000,-582493.6813270776,400.2667926117542,691,1:17:46
62.8%,31450000,-583323.3901848975,398.71823554269315,691,1:17:33
62.9%,31500000,-582194.0203970033,401.2001529174076,691,1:17:21
63.0%,31550000,-581567.6724238782,399.12615818191387,691,1:17:08
63.1%,31600000,-580854.2661685906,401.2309530464444,691,1:16:56
63.2%,31650000,-582693.270295274,402.2145873999297,691,1:16:43
63.3%,31700000,-582644.4743940448,401.0255143950634,691,1:16:31
63.4%,31750000,-580713.6521302476,401.37286643168693,691,1:16:18
63.5%,31800000,-582908.26511238,400.8722747995791,691,1:16:06
63.6%,31850000,-581497.2467745128,400.5076872256312,691,1:15:53
63.7%,31900000,-581178.8465747819,397.92146127438207,691,1:15:41
63.8%,31950000,-582886.2401921796,404.90771845021953,691,1:15:28
63.9%,32000000,-583308.0848768973,400.78954422042193,691,1:15:16
64.0%,32050000,-581548.6277496847,402.97129463991524,691,1:15:03
64.1%,32100000,-582886.3638248676,395.1666404307597,691,1:14:51
64.2%,32150000,-582083.2530287998,400.1894789157562,691,1:14:38
64.3%,32200000,-582780.7133034621,401.60565810463993,691,1:14:26
64.4%,32250000,-581730.0090605672,403.0054971087876,691,1:14:13
64.5%,32300000,-582107.6320228749,400.8410717618776,691,1:14:01
64.6%,32350000,-582150.5994877615,400.3371225575637,691,1:13:48
64.7%,32400000,-582695.0262503275,399.62863005445706,691,1:13:36
64.8%,32450000,-583535.2575273514,399.34735503884866,691,1:13:23
64.9%,32500000,-582812.4620234491,399.1325151852907,691,1:13:11
65.0%,32550000,-580612.9006855958,401.82403460092166,691,1:12:58
65.1%,32600000,-582666.1375238285,399.2971705262755,691,1:12:46
65.2%,32650000,-582417.514719395,402.1273352902017,691,1:12:33
65.3%,32700000,-582570.042295937,403.4625298374755,691,1:12:21
65.4%,32750000,-584816.3385844575,399.54003491584666,691,1:12:08
65.5%,32800000,-583385.6210600235,400.95813911279527,691,1:11:56
65.6%,32850000,-583268.6465496984,398.7136692444929,691,1:11:43
65.7%,32900000,-582908.3783757961,400.6415424375792,691,1:11:31
65.8%,32950000,-581883.2313374099,401.6647513754665,691,1:11:18
65.9%,33000000,-583058.9973345567,403.17404723353144,691,1:11:06
66.0%,33050000,-583481.0510713067,398.70319361921,691,1:10:53
66.1%,33100000,-585384.2900568438,398.05155600545925,691,1:10:41
66.2%,33150000,-582779.0205324073,400.8778707532559,691,1:10:28
66.3%,33200000,-582423.7373421215,398.9121241456853,691,1:10:16
66.4%,33250000,-582595.8642661814,401.0800861353191,691,1:10:03
66.5%,33300000,-582871.9847917086,401.6803305105026,691,1:09:51
66.6%,33350000,-582908.6119584455,397.1937634582568,691,1:09:38
66.7%,33400000,-583543.3910869616,398.96982962000004,691,1:09:26
66.8%,33450000,-581970.7451146017,402.16946162948034,691,1:09:13
66.9%,33500000,-581205.8629476894,402.3319233566239,691,1:09:01
67.0%,33550000,-582660.4958809135,399.46124388807795,691,1:08:48
67.1%,33600000,-582329.6003474244,401.93599844208615,691,1:08:36
67.2%,33650000,-583153.9616796598,400.76451911557956,691,1:08:23
67.3%,33700000,-581818.2269076845,398.4852647992225,691,1:08:11
67.4%,33750000,-583791.4778518984,400.71706542840064,691,1:07:58
67.5%,33800000,-582081.7724143583,399.8686740833752,691,1:07:46
67.6%,33850000,-582813.2322668247,399.93206504662544,691,1:07:33
67.7%,33900000,-582996.9965587291,400.1077779920755,691,1:07:21
67.8%,33950000,-581278.6257739067,400.0546388159611,691,1:07:08
67.9%,34000000,-583711.0235336381,398.17207046384186,691,1:06:56
68.0%,34050000,-582872.064457796,397.5526207756398,691,1:06:43
68.1%,34100000,-582930.3879965078,399.2926937633341,691,1:06:31
68.2%,34150000,-582312.203311481,399.5892345405727,691,1:06:18
68.3%,34200000,-583098.4802550012,401.31345978745446,691,1:06:06
68.4%,34250000,-582240.840692929,398.64602535644826,691,1:05:53
68.5%,34300000,-581819.1678936933,399.34766841225456,691,1:05:41
68.6%,34350000,-582261.0531998351,400.4953313599129,691,1:05:28
68.7%,34400000,-582675.6781280255,399.394316282104,691,1:05:16
68.8%,34450000,-581263.1853284156,399.57164086221303,691,1:05:03
68.9%,34500000,-582410.6505966117,398.3569160056924,691,1:04:51
69.0%,34550000,-581603.0123349032,399.97137102525096,691,1:04:38
69.1%,34600000,-582263.5655343621,398.0032517333215,691,1:04:26
69.2%,34650000,-582011.051059531,399.9945606572874,691,1:04:13
69.3%,34700000,-582820.5941064949,399.5308127841874,691,1:04:00
69.4%,34750000,-582715.0985237565,398.4468541731853,691,1:03:48
69.5%,34800000,-583492.4389735912,400.1234914299999,691,1:03:35
69.6%,34850000,-583190.7760527874,399.70025826151954,691,1:03:23
69.7%,34900000,-583313.8007666045,399.63601671331037,691,1:03:10
69.8%,34950000,-581698.5595693951,399.0517543818278,691,1:02:58
69.9%,35000000,-582022.933804621,402.4707925430663,691,1:02:45
70.0%,35050000,-581583.7273081751,402.4004178296274,691,1:02:33
70.1%,35100000,-582605.7269191449,397.6915347297115,691,1:02:20
70.2%,35150000,-583700.2763868552,400.5718840062109,691,1:02:08
70.3%,35200000,-582751.3355478994,398.24016202818063,691,1:01:55
70.4%,35250000,-583093.2122806045,400.5228634520025,691,1:01:43
70.5%,35300000,-581545.6530579072,400.06113012222613,691,1:01:30
70.6%,35350000,-583669.5298307184,399.834382079244,691,1:01:18
70.7%,35400000,-580769.3837997387,400.6024602971007,691,1:01:05
70.8%,35450000,-582129.913513985,401.90663087719054,691,1:00:53
70.9%,35500000,-583170.8511155355,401.8562225264703,691,1:00:40
71.0%,35550000,-581016.6085049864,398.1154841802625,691,1:00:28
71.1%,35600000,-582216.9256868465,400.1477554851423,691,1:00:15
71.2%,35650000,-582761.3080197913,398.5927071098162,691,1:00:03
71.3%,35700000,-582307.5374680618,399.5424971354645,691,59:50
71.4%,35750000,-581319.1256434997,403.4173145317673,691,59:38
71.5%,35800000,-583021.7251218776,400.3447330545641,691,59:25
71.6%,35850000,-584898.7969982852,401.0340202446521,691,59:13
71.7%,35900000,-583360.2883472196,399.55189833764143,691,59:00
71.8%,35950000,-583382.0372494399,401.09714260212587,691,58:48
71.9%,36000000,-583220.5908831689,399.1421849932441,691,58:35
72.0%,36050000,-582957.5946268751,400.4392822878865,691,58:23
72.1%,36100000,-582757.6762409536,399.8564077529157,691,58:10
72.2%,36150000,-582265.253962474,401.12959913345105,691,57:58
72.3%,36200000,-582630.0472469851,401.1537736533346,691,57:45
72.4%,36250000,-582256.909687499,400.4228078002622,691,57:33
72.5%,36300000,-582146.2981614503,395.788283732803,691,57:20
72.6%,36350000,-582457.1650554198,399.7478014839573,691,57:08
72.7%,36400000,-582511.2199658151,401.31842899431945,690,56:55
72.8%,36450000,-581448.6239036699,395.5572379973972,691,56:43
72.9%,36500000,-580055.0999710271,398.07868518888415,691,56:30
73.0%,36550000,-583184.4078402082,402.74445706167427,691,56:18
73.1%,36600000,-583403.9562191023,399.0148658551906,691,56:05
73.2%,36650000,-582275.8768389956,403.1838961120025,691,55:53
73.3%,36700000,-581239.9400742166,399.8914160391175,691,55:40
73.4%,36750000,-581858.9530485813,397.9634533107724,691,55:28
73.5%,36800000,-582309.3658949938,398.1251092205865,691,55:15
73.6%,36850000,-583317.2138731587,399.9367208800845,691,55:03
73.7%,36900000,-584872.6898374325,402.0625565304397,691,54:50
73.8%,36950000,-582419.5696664159,399.28203906753356,690,54:38
73.9%,37000000,-582767.7193795526,400.20416269820396,690,54:25
74.0%,37050000,-583998.6426853836,404.31405491656,690,54:13
74.1%,37100000,-581784.4138355777,400.1769439795203,690,54:00
74.2%,37150000,-581902.8123682919,399.66010169793515,690,53:48
74.3%,37200000,-580799.2952956394,401.90663087719054,690,53:35
74.4%,37250000,-582073.9449069924,401.4798610659865,690,53:23
74.5%,37300000,-582080.7043868247,400.71558809663,690,53:10
74.6%,37350000,-583208.4986824086,400.39791699830795,690,52:58
74.7%,37400000,-583216.8864354901,400.39433558795486,690,52:45
74.8%,37450000,-582688.6790346792,401.1117816169442,690,52:33
74.9%,37500000,-582328.2706800718,398.67167720810255,691,52:20
75.0%,37550000,-582798.5912409904,395.8450938545294,690,52:08
75.1%,37600000,-581392.533117027,397.8495196939137,691,51:55
75.2%,37650000,-583026.6042568553,400.0977948107162,690,51:43
75.3%,37700000,-583164.3885335098,399.04969507087475,690,51:30
75.4%,37750000,-580835.2636389346,399.51447259945127,690,51:18
75.5%,37800000,-581249.0865009236,401.84127013824605,690,51:05
75.6%,37850000,-583323.5255018049,401.9894957592359,690,50:53
75.7%,37900000,-581685.2956648986,398.3934016236649,690,50:40
75.8%,37950000,-582300.6231067558,400.4628300609583,691,50:28
75.9%,38000000,-580804.8799378662,397.0526558903438,691,50:15
76.0%,38050000,-582558.3686473467,399.3576963612433,691,50:03
76.1%,38100000,-581040.6824443704,401.92453792895617,691,49:50
76.2%,38150000,-582234.9797512856,399.0022861513252,690,49:38
76.3%,38200000,-583977.905465506,400.7985872815636,690,49:25
76.4%,38250000,-581817.1815065918,399.20096489066475,690,49:13
76.5%,38300000,-582377.349480072,398.50648465556475,690,49:00
76.6%,38350000,-584543.3858668027,400.2012080346626,690,48:48
76.7%,38400000,-582919.1793343709,402.4517663005653,690,48:35
76.8%,38450000,-582989.4974018829,399.10713193941297,690,48:23
76.9%,38500000,-583577.4387883041,401.9663956624583,690,48:10
77.0%,38550000,-581530.474502814,401.94933919565153,690,47:58
77.1%,38600000,-583062.9475066462,399.53873665459366,690,47:45
77.2%,38650000,-581710.5935280239,403.09637539649805,690,47:32
77.3%,38700000,-581827.5178970592,401.0470476248115,690,47:20
77.4%,38750000,-581164.7060455391,405.52909314648645,690,47:07
77.5%,38800000,-582744.9805386313,401.1314793738864,690,46:55
77.6%,38850000,-583164.011583834,399.25634244824994,690,46:42
77.7%,38900000,-581716.6999011994,401.89064883348976,690,46:30
77.8%,38950000,-583125.2844492123,400.37598085989504,690,46:17
77.9%,39000000,-583572.2630113135,401.5857812771801,690,46:05
78.0%,39050000,-582429.365368777,400.4673068238997,690,45:52
78.1%,39100000,-582769.1494861133,397.2860295424792,690,45:40
78.2%,39150000,-582454.3010326768,402.6360298632335,690,45:27
78.3%,39200000,-585067.4192810049,399.46021423260146,690,45:15
78.4%,39250000,-582328.7134217825,404.0403903979519,690,45:02
78.5%,39300000,-581898.0903168502,398.0299780080817,690,44:50
78.6%,39350000,-582594.5892760814,401.59195921003925,690,44:37
78.7%,39400000,-580232.9658779353,399.718254848544,690,44:25
78.8%,39450000,-583423.9288207432,397.2211164798288,690,44:12
78.9%,39500000,-582246.982780179,403.4701403344759,690,44:00
79.0%,39550000,-582726.8858490647,402.8675680425629,690,43:47
79.1%,39600000,-583201.8617381821,398.7946986537323,690,43:35
79.2%,39650000,-582290.0039079101,397.56126092811667,690,43:22
79.3%,39700000,-585031.1425289968,402.8108026884659,690,43:10
79.4%,39750000,-584036.0758803212,401.0253353245457,690,42:57
79.5%,39800000,-581058.8193821628,398.3129989612372,690,42:45
79.6%,39850000,-583565.5530516887,397.1433103399072,690,42:32
79.7%,39900000,-582932.057114169,402.2921249340748,690,42:20
79.8%,39950000,-582970.0397131932,399.4604828383779,690,42:07
79.9%,40000000,-581131.5986065231,402.6048715931613,690,41:55
80.0%,40050000,-581528.1293003173,398.969605781853,690,41:42
80.1%,40100000,-583296.9549764041,400.7491190510611,690,41:30
80.2%,40150000,-582718.9449752029,402.51667936321564,690,41:17
80.3%,40200000,-583435.5760970176,400.3045764909797,690,41:05
80.4%,40250000,-581431.2358569084,401.4288259684545,690,40:52
80.5%,40300000,-582268.77838872,400.88704811728576,690,40:40
80.6%,40350000,-580271.8316339054,399.75303929659873,690,40:27
80.7%,40400000,-582941.4920516913,399.41396927141676,690,40:15
80.8%,40450000,-581985.7644060575,398.027739626611,690,40:02
80.9%,40500000,-583004.6184888692,401.04919647102344,690,39:49
81.0%,40550000,-582569.8891541543,398.77415031183125,690,39:37
81.1%,40600000,-582555.4518451965,399.2549994193675,690,39:24
