[mut 400K rep1] equilibrating 100 ps at 400.0 K...
[mut 400K rep1] production 100.0 ns (50000000 steps)...
#"Progress (%)","Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
81.2%,40650000,-582307.1950423382,398.1627140292943,690,39:12
81.3%,40700000,-583579.6076111184,399.5894136110904,690,38:59
81.4%,40750000,-580204.7880909904,400.9540204908892,690,38:47
81.5%,40800000,-583616.5170275513,397.57330342042906,690,38:34
81.6%,40850000,-581430.8020928958,400.5176256393611,690,38:22
81.7%,40900000,-581600.9542149128,396.1035373791367,690,38:09
81.8%,40950000,-582325.9667975865,398.775090432049,690,37:57
81.9%,41000000,-580596.6892561908,398.99355646358947,690,37:44
82.0%,41050000,-583346.0810277122,399.59894911615555,690,37:32
82.1%,41100000,-582899.3759569596,396.7298365146391,690,37:19
82.2%,41150000,-581480.0536088739,400.63339472902584,690,37:07
82.3%,41200000,-583309.2490124512,400.6111899848364,690,36:54
82.4%,41250000,-582671.6155385068,399.29041061423396,690,36:42
82.5%,41300000,-582123.0667766584,397.4484465019933,690,36:29
82.6%,41350000,-582378.3050024267,397.7284680239781,690,36:17
82.7%,41400000,-582138.0407656753,399.73347584254475,690,36:04
82.8%,41450000,-582418.6693031914,401.4937837987342,690,35:52
82.9%,41500000,-582476.205274439,401.1940645198073,690,35:39
83.0%,41550000,-581872.1416646391,396.7664564354998,690,35:27
83.1%,41600000,-582830.7335140645,398.83543719649913,690,35:14
83.2%,41650000,-581819.3317641132,402.65886135423466,690,35:02
83.3%,41700000,-581760.9459377159,398.28134824724157,690,34:49
83.4%,41750000,-584228.684220687,400.28156592946084,690,34:37
83.5%,41800000,-583138.0543847773,398.97233660724726,690,34:24
83.6%,41850000,-584073.2360044345,402.72856455323233,690,34:12
83.7%,41900000,-583383.9351332658,398.0646281532482,690,33:59
83.8%,41950000,-583089.203297101,399.0928510656299,690,33:47
83.9%,42000000,-580754.6566128144,400.8908085981565,690,33:34
84.0%,42050000,-582495.03371569,402.3560083412487,690,33:22
84.1%,42100000,-583134.9327524924,401.0414069035054,690,33:09
84.2%,42150000,-583711.1889470951,400.86538058464936,690,32:57
84.3%,42200000,-583135.3842524989,402.0828362665642,690,32:44
84.4%,42250000,-583243.7759093987,401.41315729815955,690,32:32
84.5%,42300000,-582372.0842811116,405.7341736568322,690,32:19
84.6%,42350000,-584880.6794534805,398.3262501795438,690,32:07
84.7%,42400000,-582448.6071198038,402.898502474488,690,31:54
84.8%,42450000,-581489.0543604903,402.41971267790484,690,31:42
84.9%,42500000,-580895.3524033758,403.24070623372893,690,31:29
85.0%,42550000,-582057.7418282148,402.3739601606437,690,31:17
85.1%,42600000,-582785.0994033385,399.7841080314121,690,31:04
85.2%,42650000,-582998.5600029812,398.84859887954684,690,30:52
85.3%,42700000,-582915.7984359832,400.26397225110117,690,30:39
85.4%,42750000,-583641.4244019724,399.1069976365247,690,30:27
85.5%,42800000,-582439.2732285205,399.24286739179627,690,30:14
85.6%,42850000,-581342.719478955,401.57396262301484,690,30:02
85.7%,42900000,-584557.7091956409,405.521258811339,690,29:49
85.8%,42950000,-581658.2929146774,400.54869437417443,690,29:37
85.9%,43000000,-582373.7927556392,402.9316305202544,690,29:24
86.0%,43050000,-582854.8068543104,404.73281132209894,690,29:11
86.1%,43100000,-581455.4242610293,402.1198590960896,690,28:59
86.2%,43150000,-581955.91898634,400.20210338725093,690,28:46
86.3%,43200000,-582643.7921127728,399.6203928106449,690,28:34
86.4%,43250000,-580028.6181989494,399.41956522509355,690,28:21
86.5%,43300000,-580162.9324544463,401.6709293083256,690,28:09
86.6%,43350000,-581702.8266391768,400.44420672712204,690,27:56
86.7%,43400000,-583253.5968624507,401.08013090294855,690,27:44
86.8%,43450000,-581906.0604458083,398.93979054066324,690,27:31
86.9%,43500000,-581269.2204531999,402.5438980818994,690,27:19
87.0%,43550000,-582491.9116564444,403.83642907834155,690,27:06
87.1%,43600000,-580844.8196890866,399.0910603604533,690,26:54
87.2%,43650000,-582957.297864839,398.8554483268472,690,26:41
87.3%,43700000,-581463.4045669036,399.2450162380082,690,26:29
87.4%,43750000,-582348.1552078156,401.43222830828995,690,26:16
87.5%,43800000,-581707.491300201,399.0928510656299,690,26:04
87.6%,43850000,-583328.8950174055,396.9041616635774,690,25:51
87.7%,43900000,-581640.5745754703,399.2468069431847,690,25:39
87.8%,43950000,-581317.6280715722,402.4337697135408,690,25:26
87.9%,44000000,-581428.1697854577,402.0023888365072,690,25:14
88.0%,44050000,-584109.2253030632,397.00860454300033,690,25:01
88.1%,44100000,-580732.6953090318,397.2700027311489,690,24:49
88.2%,44150000,-582970.9526284221,402.98651563391604,690,24:36
88.3%,44200000,-583751.8886495675,401.6339512464296,690,24:24
88.4%,44250000,-582691.3298852006,399.7746172939763,690,24:11
88.5%,44300000,-583573.721426771,400.79026050249263,690,23:59
88.6%,44350000,-584164.575981616,401.19800407119567,690,23:46
88.7%,44400000,-580680.9664102029,400.3880233522075,690,23:34
88.8%,44450000,-582192.791177243,399.2536563904851,690,23:21
88.9%,44500000,-583546.399816853,399.13367914365546,690,23:09
89.0%,44550000,-581394.6912460919,404.76768530541244,690,22:56
89.1%,44600000,-581828.1094424105,402.80628115789506,690,22:44
89.2%,44650000,-581046.6323516779,398.68291388308546,690,22:31
89.3%,44700000,-583813.0863833297,398.97573894708273,690,22:19
89.4%,44750000,-582775.6247656383,400.32033469653345,690,22:06
89.5%,44800000,-582877.8672861159,402.3834508980795,690,21:54
89.6%,44850000,-582769.4314817563,401.8785615735479,690,21:41
89.7%,44900000,-584060.5209691706,395.71370086219923,690,21:29
89.8%,44950000,-582709.2548306254,399.617482914733,690,21:16
89.9%,45000000,-582799.1347541907,401.74125925413506,690,21:04
90.0%,45050000,-583060.697873693,402.4461255792591,690,20:51
90.1%,45100000,-582426.6901822644,399.9992164907465,690,20:39
90.2%,45150000,-583220.139683486,405.89591910190506,690,20:26
90.3%,45200000,-581825.9186609141,397.6857597055171,690,20:13
90.4%,45250000,-581441.9288246054,401.7001178027035,690,20:01
90.5%,45300000,-580294.4248165945,401.8860825352895,690,19:48
90.6%,45350000,-582500.9034467489,399.37229060843225,690,19:36
90.7%,45400000,-582803.5093606347,398.8481959708821,690,19:23
90.8%,45450000,-584329.6041504331,400.8496223790956,690,19:11
90.9%,45500000,-581232.3544704095,402.2427014712017,690,18:58
91.0%,45550000,-582827.2528022025,400.09877969856336,690,18:46
91.1%,45600000,-581867.0570309618,398.36439219980457,690,18:33
91.2%,45650000,-583803.4043951519,402.85718195253884,690,18:21
91.3%,45700000,-582370.9319919529,399.4410536872122,690,18:08
91.4%,45750000,-581525.3094085483,399.908338203036,690,17:56
91.5%,45800000,-582311.4885072177,400.8476526034014,690,17:43
91.6%,45850000,-583279.5773165068,398.34003860940334,690,17:31
91.7%,45900000,-582355.0799391009,403.1840751825202,690,17:18
91.8%,45950000,-581500.1302096159,401.0523302050824,690,17:06
91.9%,46000000,-583813.9033692828,397.9687806586727,690,16:53
92.0%,46050000,-580662.3212612635,400.47961792198856,690,16:41
92.1%,46100000,-583741.0694922036,403.5784779976579,690,16:28
92.2%,46150000,-582069.3221611395,399.61882594361543,690,16:16
92.3%,46200000,-582968.6200737259,396.5989359662325,690,16:03
92.4%,46250000,-583566.858722216,399.7263130218385,690,15:51
92.5%,46300000,-582073.9396504005,401.95018978061034,690,15:38
92.6%,46350000,-582477.4664659016,400.5911340868589,690,15:26
92.7%,46400000,-581218.1941532432,399.9370790211198,690,15:13
92.8%,46450000,-582771.6616388233,401.978796295806,690,15:01
92.9%,46500000,-584473.7936376804,399.6192288522801,690,14:48
93.0%,46550000,-583327.8401245186,398.47183451039825,690,14:36
93.1%,46600000,-583093.0002600448,401.02224635811615,690,14:23
93.2%,46650000,-583515.5669911238,401.9195687220912,690,14:11
93.3%,46700000,-581065.0223408835,400.1445322158245,690,13:58
93.4%,46750000,-582850.2086773617,400.50661280252524,690,13:46
93.5%,46800000,-583863.3660780508,399.62634690535697,690,13:33
93.6%,46850000,-584120.5404050401,400.33577952868126,690,13:21
93.7%,46900000,-580650.4929841361,399.1628676380334,690,13:08
93.8%,46950000,-581440.7717758431,402.28326094345084,690,12:56
93.9%,47000000,-582311.8497969755,397.82633006187723,690,12:43
94.0%,47050000,-582632.5557584576,398.0686572398954,690,12:30
94.1%,47100000,-583192.0500696702,399.837515813303,690,12:18
94.2%,47150000,-582595.5541413948,400.5632886213634,690,12:05
94.3%,47200000,-583336.3271821328,400.66670184530983,690,11:53
94.4%,47250000,-582665.3227597652,397.6796713079168,690,11:40
94.5%,47300000,-582895.2751443461,397.79772354668165,690,11:28
94.6%,47350000,-582217.5744095384,401.8265415881688,690,11:15
94.7%,47400000,-582988.1470188992,400.3498365643173,690,11:03
94.8%,47450000,-581443.0029668133,402.1382138241494,690,10:50
94.9%,47500000,-582354.7988449717,403.32276529844484,690,10:38
95.0%,47550000,-581908.4482051963,397.51568748137316,690,10:25
95.1%,47600000,-582467.4158720002,401.717577178175,690,10:13
95.2%,47650000,-582612.3138710102,402.84603481281476,690,10:00
95.3%,47700000,-582633.2697196095,399.45797585113075,690,9:48
95.4%,47750000,-581645.5517181731,401.13994045584565,690,9:35
95.5%,47800000,-584446.1822645213,402.0857013948467,690,9:23
95.6%,47850000,-582455.7219908419,396.72365858178,690,9:10
95.7%,47900000,-582860.5885693175,402.2173629929534,690,8:58
95.8%,47950000,-582142.7530867714,401.00944281610373,690,8:45
95.9%,48000000,-582517.0969711463,399.92499176117803,690,8:33
96.0%,48050000,-583210.7095855298,401.10332053498496,690,8:20
96.1%,48100000,-581599.565161468,402.1133230221952,690,8:08
96.2%,48150000,-582910.2747957483,399.18878809546413,690,7:55
96.3%,48200000,-584366.8967700433,402.86130057444495,690,7:43
96.4%,48250000,-582597.8917871644,402.51627645455096,690,7:30
96.5%,48300000,-582201.4829018773,398.64611489170716,690,7:18
96.6%,48350000,-583054.7479495713,400.61378650734247,690,7:05
96.7%,48400000,-580941.8475539782,399.95615003125016,690,6:53
96.8%,48450000,-581859.7677534414,401.0660290996831,690,6:40
96.9%,48500000,-581979.2011976736,401.5038565153524,690,6:28
97.0%,48550000,-582299.348722592,401.08420475722517,690,6:15
97.1%,48600000,-582742.5272721625,401.4406893902492,690,6:03
97.2%,48650000,-581712.7762816646,402.1310957710725,690,5:50
97.3%,48700000,-583430.7586206747,401.4049200543474,690,5:37
97.4%,48750000,-583756.1335641979,393.9315015352263,690,5:25
97.5%,48800000,-582373.9105566088,399.4107460020989,690,5:12
97.6%,48850000,-581491.2186553869,401.5587863966434,690,5:00
97.7%,48900000,-582863.8149428559,401.54011829517776,690,4:47
97.8%,48950000,-580582.919244268,400.2501838212416,690,4:35
97.9%,49000000,-582303.3326014434,399.1490344405444,690,4:22
98.0%,49050000,-583956.5737860831,399.3655754640202,690,4:10
98.1%,49100000,-583376.249826197,400.81309199349374,690,3:57
98.2%,49150000,-583712.4139795266,400.1753323448614,690,3:45
98.3%,49200000,-581847.617548164,400.17385501309064,690,3:32
98.4%,49250000,-582844.5466231783,401.2316245608856,690,3:20
98.5%,49300000,-581222.8781931768,397.754075108003,690,3:07
98.6%,49350000,-581143.5592228249,398.27311100342934,690,2:55
98.7%,49400000,-583306.673361179,398.1059039075679,690,2:42
98.8%,49450000,-583266.0802595941,402.4725384806134,690,2:30
98.9%,49500000,-581721.9360092911,399.46370610769577,690,2:17
99.0%,49550000,-583757.2538787262,403.5462453044797,690,2:05
99.1%,49600000,-583516.5194640616,398.25041381531645,690,1:52
99.2%,49650000,-580046.8382033138,399.6268393492805,690,1:40
99.3%,49700000,-581985.7963891169,400.29530959169097,690,1:27
99.4%,49750000,-584515.8688405063,398.59011058731016,690,1:15
99.5%,49800000,-584643.3974299207,401.2486810276924,690,1:02
99.6%,49850000,-583795.8926821505,398.2815273177592,690,0:50
99.7%,49900000,-583244.6189144454,400.9447983592299,690,0:37
99.8%,49950000,-583813.5235479698,403.2572254889827,690,0:25
99.9%,50000000,-582789.114609431,400.3683255952653,690,0:12
100.0%,50050000,-584872.7907324196,398.69271799392715,690,0:00
  done in 3.48 h
Wrote data/md/prod_mut_400K_rep1.dcd and data/md/prod_mut_400K_rep1_final.pdb
