[wt 400K rep3] equilibrating 100 ps at 400.0 K...
[wt 400K rep3] production 100.0 ns (50000000 steps)...
#"Progress (%)","Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
40.3%,20150000,-528579.1327386866,400.2280252858202,716,2:00:16
40.4%,20200000,-527234.6307684975,401.6381047805881,716,2:00:04
40.5%,20250000,-527990.7400740394,399.6869457030752,716,1:59:52
40.6%,20300000,-527861.0059864521,400.4081888900857,716,1:59:40
40.7%,20350000,-528885.0889315903,401.2221388119163,716,1:59:28
40.8%,20400000,-526845.6123773674,398.40924131841297,716,1:59:16
40.9%,20450000,-527895.2419727123,404.5765574656261,716,1:59:04
41.0%,20500000,-528849.7561493441,401.83990568046386,716,1:58:52
41.1%,20550000,-527507.2178639332,400.7977828714773,716,1:58:40
41.2%,20600000,-529010.6554099224,398.1397073423693,716,1:58:28
41.3%,20650000,-528916.8685530853,399.05230076266827,716,1:58:16
41.4%,20700000,-527288.0810523685,402.1770991364318,716,1:58:04
41.5%,20750000,-528951.8973057428,401.26261674588113,716,1:57:52
41.6%,20800000,-527348.2797933663,395.27865337348834,716,1:57:40
41.7%,20850000,-528562.0911220079,396.61756530072165,716,1:57:28
41.8%,20900000,-528455.6112947636,402.3634938893198,716,1:57:16
41.9%,20950000,-527755.1371207167,404.5679712372093,716,1:57:04
42.0%,21000000,-529377.2596312207,402.5696860317288,716,1:56:52
42.1%,21050000,-527817.4823016012,400.4677282511358,716,1:56:40
42.2%,21100000,-528792.1955864648,399.47680389559446,716,1:56:28
42.3%,21150000,-528351.495968577,399.50440248693417,716,1:56:16
42.4%,21200000,-526218.934468634,396.57762707254295,716,1:56:04
42.5%,21250000,-528715.609779933,399.20817760655484,716,1:55:52
42.6%,21300000,-527352.1636835304,398.5747838022887,716,1:55:40
42.7%,21350000,-528270.0021395693,396.8650449357748,716,1:55:28
42.8%,21400000,-528123.8803343805,402.4744034283836,716,1:55:16
42.9%,21450000,-529453.2266735667,399.5449294850614,716,1:55:04
43.0%,21500000,-528145.956028373,398.85133395355297,716,1:54:52
43.1%,21550000,-527772.2300326293,402.7094207661918,716,1:54:40
43.2%,21600000,-527106.6583218891,401.34165911147807,716,1:54:28
43.3%,21650000,-528120.6657260773,397.95718865830946,716,1:54:16
43.4%,21700000,-529598.8981281226,399.39989582106125,716,1:54:04
43.5%,21750000,-526388.3674555835,397.64305535866083,716,1:53:52
43.6%,21800000,-526686.2729092157,401.8770227193056,716,1:53:40
43.7%,21850000,-528254.4951223726,398.4401517407134,716,1:53:28
43.8%,21900000,-527713.62574331,397.74452004646616,716,1:53:16
43.9%,21950000,-528592.1425892492,402.8461625867495,716,1:53:04
44.0%,22000000,-529566.8481837045,401.981848302234,716,1:52:52
44.1%,22050000,-527851.115633281,403.65346431457743,716,1:52:40
44.2%,22100000,-527270.2517282236,401.31786299272295,716,1:52:28
44.3%,22150000,-528442.1336482153,400.439859806903,716,1:52:16
44.4%,22200000,-527203.6544891703,400.9869252174586,716,1:52:04
44.5%,22250000,-529025.7450135904,395.1113691118481,716,1:51:52
44.6%,22300000,-527406.93122283,403.84707149933547,716,1:51:40
44.7%,22350000,-528545.1217743936,403.8714563880392,716,1:51:28
44.8%,22400000,-528623.6454452421,401.76714352765185,716,1:51:16
44.9%,22450000,-528183.5379499677,400.80087391370733,716,1:51:03
45.0%,22500000,-528145.5154351974,397.611703358899,716,1:50:51
45.1%,22550000,-529653.424211592,398.20415311965763,716,1:50:39
45.2%,22600000,-529180.789772288,401.1702289281165,716,1:50:27
45.3%,22650000,-530295.5302710584,404.94134951293375,716,1:50:15
45.4%,22700000,-528543.2455526781,403.8980982282124,716,1:50:03
45.5%,22750000,-527725.5777172539,400.160390337977,716,1:49:51
45.6%,22800000,-528261.3099837396,398.9928104657805,716,1:49:39
45.7%,22850000,-527844.2084629666,399.2915866826037,716,1:49:27
45.8%,22900000,-528022.1430902774,399.33358560560237,716,1:49:15
45.9%,22950000,-527499.3461493021,400.63255930465704,716,1:49:03
46.0%,23000000,-528893.7963484749,404.6313866670876,716,1:48:51
46.1%,23050000,-528241.3698918475,398.7894395127085,716,1:48:39
46.2%,23100000,-528726.8321034042,399.50901451819806,716,1:48:27
46.3%,23150000,-528637.5250750841,400.50388853881105,716,1:48:15
46.4%,23200000,-526733.0652391571,397.50871768205985,716,1:48:03
46.5%,23250000,-528950.9948367081,403.6884470623555,716,1:47:51
46.6%,23300000,-530640.9523925856,401.01400863509326,716,1:47:39
46.7%,23350000,-526854.4304980468,399.57213556310205,716,1:47:27
46.8%,23400000,-527853.0227601607,398.9146267230254,716,1:47:15
46.9%,23450000,-527553.1010381146,398.68711620206153,716,1:47:02
47.0%,23500000,-528962.1278133541,397.97492535301046,716,1:46:50
47.1%,23550000,-528583.003721247,400.8089449684191,716,1:46:38
47.2%,23600000,-524963.1115233228,405.186400471949,716,1:46:26
47.3%,23650000,-527336.1159473378,402.5152738756475,716,1:46:14
47.4%,23700000,-527835.4923689109,400.47695231366356,716,1:46:02
47.5%,23750000,-526703.6768903024,399.6679333401523,716,1:45:50
47.6%,23800000,-529526.4337379006,402.02107510005817,716,1:45:38
47.7%,23850000,-529826.833042671,400.28592099743054,716,1:45:26
47.8%,23900000,-528334.8740546936,402.6084957841727,716,1:45:14
47.9%,23950000,-527918.2772924155,399.35588526740486,716,1:45:02
48.0%,24000000,-527382.0863815569,404.09926129397724,716,1:44:50
48.1%,24050000,-528776.2964207805,400.55260925205613,716,1:44:38
48.2%,24100000,-527796.1249318002,401.1833290594724,716,1:44:26
48.3%,24150000,-529496.6055790219,400.749282946963,716,1:44:14
48.4%,24200000,-528105.6959993257,397.2983796179297,716,1:44:02
48.5%,24250000,-527900.7075648499,402.62049197187497,716,1:43:50
48.6%,24300000,-527465.2462175037,401.73711626027426,716,1:43:37
48.7%,24350000,-526375.7497777669,401.59534536307245,716,1:43:25
48.8%,24400000,-528493.8187566795,400.0838502446616,716,1:43:13
48.9%,24450000,-527478.9303062479,400.09322149967653,716,1:43:01
49.0%,24500000,-527270.4735309049,395.48609665203804,716,1:42:49
49.1%,24550000,-527255.8074175445,401.845449930813,716,1:42:37
49.2%,24600000,-528061.211327347,401.8434628322365,716,1:42:25
49.3%,24650000,-528076.9795548632,401.7558587703041,716,1:42:13
49.4%,24700000,-527980.1737551913,401.48558883182466,716,1:42:01
49.5%,24750000,-528812.6091510435,397.45621902831147,716,1:41:49
49.6%,24800000,-528292.6529663582,401.27922496484734,716,1:41:37
49.7%,24850000,-529544.2126817121,403.5999107813378,716,1:41:25
49.8%,24900000,-527888.540777945,400.6653096330468,716,1:41:13
49.9%,24950000,-529615.8265778096,401.41177179952143,716,1:41:01
50.0%,25000000,-527317.346632977,398.86176008805904,716,1:40:49
50.0%,25050000,-528226.2997017005,397.63508243227386,716,1:40:37
50.1%,25100000,-528695.0975839482,401.7275487486098,716,1:40:25
50.2%,25150000,-527491.959094536,402.6719357461322,716,1:40:12
50.3%,25200000,-527198.6070548045,399.0829658641568,716,1:40:00
50.4%,25250000,-528515.8333079829,401.61695812660156,716,1:39:48
50.5%,25300000,-528075.485860345,395.5456360130882,716,1:39:36
50.6%,25350000,-528139.6494276491,401.75458310208217,716,1:39:24
50.7%,25400000,-527691.319986485,401.35485737115874,716,1:39:12
50.8%,25450000,-526019.5357433893,403.41030232581386,716,1:39:00
50.9%,25500000,-528358.9107831409,400.3588058106485,716,1:38:48
51.0%,25550000,-528800.1260721139,399.452836052271,716,1:38:36
51.1%,25600000,-528284.603556349,401.558522709205,716,1:38:24
51.2%,25650000,-528483.8830072396,398.34675810761996,716,1:38:12
51.3%,25700000,-527412.619360561,400.3679072127703,716,1:38:00
51.4%,25750000,-528118.8433016087,406.22234119647555,716,1:37:48
51.5%,25800000,-528916.8098723004,404.78049265656546,716,1:37:36
51.6%,25850000,-527981.8225259073,398.81443770344197,716,1:37:24
51.7%,25900000,-528622.352471883,401.9773834634573,716,1:37:12
51.8%,25950000,-527659.3930190788,397.08377297167226,716,1:37:00
51.9%,26000000,-528331.9980100077,402.9883995934939,716,1:36:48
52.0%,26050000,-528597.2410534457,400.9062146703408,715,1:36:36
52.1%,26100000,-528218.3293362539,403.04489697647637,716,1:36:24
52.2%,26150000,-527402.8326730938,400.67298817445953,716,1:36:12
52.3%,26200000,-529470.96293503,401.73642936200093,715,1:36:00
52.4%,26250000,-528058.1287630624,398.3345656632681,715,1:35:47
52.5%,26300000,-527447.3793687765,399.6519874873782,715,1:35:35
52.6%,26350000,-527629.2626703857,398.99783954242463,715,1:35:23
52.7%,26400000,-526064.1105016288,400.16311339898925,715,1:35:11
52.8%,26450000,-528472.4854410808,401.3681537591641,715,1:34:59
52.9%,26500000,-529049.4141167225,398.9404590045193,715,1:34:47
53.0%,26550000,-527727.5615810812,402.12656304917874,715,1:34:35
53.1%,26600000,-527449.3118515429,398.99965491643275,715,1:34:23
53.2%,26650000,-527896.4103145208,400.105880053571,715,1:34:11
53.3%,26700000,-529357.7962914072,399.3043188327417,715,1:33:59
53.4%,26750000,-528612.8576078517,403.01935907995676,715,1:33:47
53.5%,26800000,-527751.7029540772,401.9510360082583,715,1:33:35
53.6%,26850000,-527885.7202261933,401.21647190116124,715,1:33:23
53.7%,26900000,-526922.3907044656,400.9070732931824,715,1:33:11
53.8%,26950000,-527136.5361124012,396.99575186435953,715,1:32:59
53.9%,27000000,-529632.0760443751,400.1870812423127,715,1:32:47
54.0%,27050000,-527865.6367824706,400.08949262333556,715,1:32:35
54.1%,27100000,-528355.3815556313,399.1390216696779,715,1:32:23
54.2%,27150000,-528539.4821830378,398.8407606265597,715,1:32:11
54.3%,27200000,-529499.4781019725,400.8166971060754,715,1:31:59
54.4%,27250000,-526848.390775172,399.5770665114214,715,1:31:47
54.5%,27300000,-525025.9114416791,402.76699756074663,715,1:31:35
54.6%,27350000,-530116.5662293397,396.9027262124839,715,1:31:23
54.7%,27400000,-528611.6482170215,401.22532798247113,715,1:31:10
54.8%,27450000,-528932.2574633332,399.69805873585454,715,1:30:58
54.9%,27500000,-528870.5250615254,397.64899212230904,715,1:30:46
55.0%,27550000,-528793.7556734476,400.09758821012855,715,1:30:34
55.1%,27600000,-528659.5448787725,394.1023891445503,715,1:30:22
55.2%,27650000,-529554.6132814554,398.26720056831806,715,1:30:10
55.3%,27700000,-528772.5873676455,399.8310716800713,715,1:29:58
55.4%,27750000,-528640.957160152,401.2269961639921,715,1:29:46
55.5%,27800000,-528376.6608551508,401.722298883235,715,1:29:34
55.6%,27850000,-527711.9481482045,400.8613700259239,715,1:29:22
55.7%,27900000,-527704.6018217374,403.8474640126345,715,1:29:10
55.8%,27950000,-528781.9946171455,405.93661604684587,715,1:28:58
55.9%,28000000,-527830.7940173768,397.4773166181356,715,1:28:46
56.0%,28050000,-527763.1709160772,397.5094291124144,715,1:28:34
56.1%,28100000,-527970.8871735386,399.7710662094785,715,1:28:22
56.2%,28150000,-527890.8937591533,404.70623404680083,715,1:28:09
56.3%,28200000,-527247.8988888459,397.78897217758396,715,1:27:57
56.4%,28250000,-528086.2114446196,400.39962719375006,715,1:27:45
56.5%,28300000,-528285.203598131,400.01020493692675,715,1:27:33
56.6%,28350000,-527978.1918752044,401.47280761752427,715,1:27:21
56.7%,28400000,-527335.3237280529,399.84623250624725,715,1:27:09
56.8%,28450000,-526467.9760724287,399.77906366794673,715,1:26:57
56.9%,28500000,-527608.6887096548,400.72747392678434,715,1:26:45
57.0%,28550000,-528617.60595214,398.2675440174547,715,1:26:33
57.1%,28600000,-527654.7916326849,401.21379790431143,715,1:26:21
57.2%,28650000,-528444.5819189767,401.16605847431407,715,1:26:09
57.3%,28700000,-528918.6857339395,397.70755020011154,715,1:25:57
57.4%,28750000,-529860.4622622193,398.5962248412495,715,1:25:45
57.5%,28800000,-526186.9242329877,402.823740264541,715,1:25:33
57.6%,28850000,-526817.900398328,399.84839132939203,715,1:25:21
57.7%,28900000,-528199.320043338,399.46019567662825,715,1:25:08
57.8%,28950000,-529087.000970738,399.8598968754705,715,1:24:56
57.9%,29000000,-527309.4454272306,398.7394676633228,715,1:24:44
58.0%,29050000,-527934.5980077717,400.51728305514126,715,1:24:32
58.1%,29100000,-528523.0630915714,396.41659849160635,715,1:24:20
58.2%,29150000,-528212.2037520404,401.47528535772454,715,1:24:08
58.3%,29200000,-526952.713982359,397.367069445264,715,1:23:56
58.4%,29250000,-529021.0616770587,400.22743651587155,715,1:23:44
58.5%,29300000,-527966.024628351,398.00539419784945,715,1:23:32
58.6%,29350000,-529362.9070896441,398.63604040902226,715,1:23:20
58.7%,29400000,-526639.6626063292,398.8370808143811,715,1:23:08
58.8%,29450000,-528573.6645639623,400.56124454463526,715,1:22:56
58.9%,29500000,-527875.6668565837,396.57016931986095,715,1:22:44
59.0%,29550000,-528462.4236909603,403.37271917742953,715,1:22:31
59.1%,29600000,-528471.3480983581,400.4871331273577,715,1:22:19
59.2%,29650000,-528485.217325476,402.4879942013633,715,1:22:07
59.3%,29700000,-527093.5956543274,397.11968793853566,715,1:21:55
59.4%,29750000,-528699.8560185637,400.5274884009167,715,1:21:43
59.5%,29800000,-528228.6381151052,402.3877070534552,715,1:21:31
59.6%,29850000,-527315.528594872,401.29436125894216,715,1:21:19
59.7%,29900000,-528835.1297135018,403.0805175583655,715,1:21:07
59.8%,29950000,-527884.9092897503,401.24073412945893,715,1:20:55
59.9%,30000000,-528558.6338579669,395.1755205041621,715,1:20:43
60.0%,30050000,-527691.949232026,399.360791683643,715,1:20:31
60.1%,30100000,-527799.6503597177,399.25687378771863,715,1:20:19
60.2%,30150000,-528315.1334531843,400.6906022087545,715,1:20:07
60.3%,30200000,-527889.6073540291,399.12182468076315,715,1:19:55
60.4%,30250000,-528776.9466982787,401.2233654159759,715,1:19:42
60.5%,30300000,-529304.3632054208,399.6821374151617,715,1:19:30
60.6%,30350000,-528037.7165859491,400.11809703000404,715,1:19:18
60.7%,30400000,-528985.0640619234,397.8663954258222,715,1:19:06
60.8%,30450000,-527951.8897882919,400.2743173230273,715,1:18:54
60.9%,30500000,-527892.9044936299,400.8619097317101,715,1:18:42
61.0%,30550000,-526792.0089913742,401.94558988623396,715,1:18:30
61.1%,30600000,-527375.9649901479,399.2619273964439,715,1:18:18
61.2%,30650000,-527452.5211157324,399.71074182183025,715,1:18:06
61.3%,30700000,-527057.1774641159,400.6626111041158,715,1:17:54
61.4%,30750000,-527087.4876527186,400.9542484853124,715,1:17:42
61.5%,30800000,-528532.5389962341,397.6429572303361,715,1:17:30
61.6%,30850000,-529089.0529351751,406.07566388303553,715,1:17:18
61.7%,30900000,-527011.6479748935,401.04756852216235,715,1:17:06
61.8%,30950000,-528667.7552667339,400.7671177699888,715,1:16:54
61.9%,31000000,-528509.2504954762,401.59877985443916,715,1:16:42
62.0%,31050000,-528734.9372189976,401.6016991721009,715,1:16:29
62.1%,31100000,-528896.3589739422,403.6817743362716,715,1:16:17
62.2%,31150000,-529053.7493644054,401.57554797355147,715,1:16:05
62.3%,31200000,-529264.2464490347,402.79282984224056,715,1:15:53
62.4%,31250000,-527707.69716497,398.15567772722454,715,1:15:41
62.5%,31300000,-529348.5600809297,400.6476465345894,715,1:15:29
62.6%,31350000,-526975.9218506669,397.2896952611881,715,1:15:17
62.7%,31400000,-527405.4295718288,397.36150066283363,715,1:15:05
62.8%,31450000,-528012.1801244887,397.1264833250255,715,1:14:53
62.9%,31500000,-528568.1242964221,398.3626794283128,715,1:14:41
63.0%,31550000,-527842.9644392189,402.159509634218,715,1:14:29
63.1%,31600000,-527482.2887696424,402.7693281084598,715,1:14:17
63.2%,31650000,-528595.3578431429,398.6653562460453,715,1:14:05
63.3%,31700000,-527983.7763892855,398.421580955252,715,1:13:52
63.4%,31750000,-527599.8397923866,398.3990605047188,715,1:13:40
63.5%,31800000,-527246.0487664877,399.8717949348481,715,1:13:28
63.6%,31850000,-529672.5100248717,400.6011337086515,715,1:13:16
63.7%,31900000,-528067.7609181628,398.1622032608213,715,1:13:04
63.8%,31950000,-526964.5423309389,402.72806514789676,715,1:12:52
63.9%,32000000,-529960.0665668347,402.89539847369946,715,1:12:40
64.0%,32050000,-527934.3385024276,400.2279271574954,715,1:12:28
64.1%,32100000,-527388.2803978818,396.32941147505414,715,1:12:16
64.2%,32150000,-527268.8027303959,401.6124442236624,715,1:12:04
64.3%,32200000,-527525.9680890501,400.1532269702693,715,1:11:52
64.4%,32250000,-529244.1616867799,401.9060932355167,715,1:11:40
64.5%,32300000,-527326.5198868676,399.76179308278836,715,1:11:27
64.6%,32350000,-527490.1784937908,396.95740822145825,715,1:11:15
64.7%,32400000,-529256.0530727012,400.62549406527404,715,1:11:03
64.8%,32450000,-527845.2107920083,401.67598231394675,715,1:10:51
64.9%,32500000,-529676.3243882009,403.288966652244,715,1:10:39
65.0%,32550000,-530828.5979202478,399.28945239154007,715,1:10:27
65.1%,32600000,-528845.7268790519,402.1946150424021,715,1:10:15
65.2%,32650000,-527893.7548385449,400.6977901085435,715,1:10:03
65.3%,32700000,-528890.9172198395,399.14468858043296,715,1:09:51
65.4%,32750000,-527375.3196769487,400.0393245173003,715,1:09:39
65.5%,32800000,-527477.8918937896,402.9189738037239,715,1:09:27
65.6%,32850000,-527542.3128464371,402.20999665730875,715,1:09:15
65.7%,32900000,-526832.0690691201,398.8660041381051,715,1:09:03
65.8%,32950000,-527759.2919292739,401.40853356480426,715,1:08:51
65.9%,33000000,-528674.6986402064,401.150235281946,715,1:08:39
66.0%,33050000,-528259.5607900163,399.87000409292114,715,1:08:27
66.1%,33100000,-526856.3727341746,398.20641007112715,715,1:08:14
66.2%,33150000,-527941.2465262557,397.4855593974157,715,1:08:02
66.3%,33200000,-528532.4506834331,399.1676260763464,715,1:07:50
66.4%,33250000,-527012.788525492,397.1171120700106,715,1:07:38
66.5%,33300000,-526646.8108548,399.62539471136733,715,1:07:26
66.6%,33350000,-527272.4064325448,400.2135022937552,715,1:07:14
66.7%,33400000,-528373.8515847055,397.61258651382184,715,1:07:02
66.8%,33450000,-526716.2128384109,402.4990336378992,715,1:06:50
66.9%,33500000,-528417.584403757,398.6847856543484,715,1:06:38
67.0%,33550000,-527026.6228537345,396.92792065986686,715,1:06:26
67.1%,33600000,-527467.8878989727,400.5723330453335,715,1:06:14
67.2%,33650000,-527752.8018554053,399.53732453989227,715,1:06:02
67.3%,33700000,-530626.2727374397,399.1991498006766,715,1:05:50
67.4%,33750000,-529745.1023592199,402.84179587629745,715,1:05:38
67.5%,33800000,-527079.385115257,398.826532019469,715,1:05:25
67.6%,33850000,-527493.1003435594,399.3795832578352,715,1:05:13
67.7%,33900000,-528147.8885355,399.3024053304088,715,1:05:01
67.8%,33950000,-527668.7265189239,397.6263244792887,715,1:04:49
67.9%,34000000,-529221.1262566689,404.3623923968301,715,1:04:37
68.0%,34050000,-527960.6777211898,400.11176775305677,715,1:04:25
68.1%,34100000,-528666.0982280918,399.319774043892,715,1:04:13
68.2%,34150000,-529406.259474921,402.31975318855655,715,1:04:01
68.3%,34200000,-528632.9857913107,404.8483974573017,715,1:03:49
68.4%,34250000,-529554.5503748795,402.01315123783354,715,1:03:37
68.5%,34300000,-529585.3155173189,402.4750412624946,715,1:03:25
68.6%,34350000,-528450.1253269361,398.13529156775496,715,1:03:13
68.7%,34400000,-528039.1810567891,401.1752334726794,715,1:03:00
68.8%,34450000,-527178.9163336558,401.0824531416157,715,1:02:48
68.9%,34500000,-528321.8697808934,400.13674141170907,715,1:02:36
69.0%,34550000,-528294.8637604681,400.82243761307404,715,1:02:24
69.1%,34600000,-529371.4987566774,399.17042273360215,715,1:02:12
69.2%,34650000,-530092.1937575,397.77734397109947,715,1:02:00
69.3%,34700000,-527032.7948382883,397.364493576739,715,1:01:48
69.4%,34750000,-527723.5864277924,398.1921323998741,715,1:01:36
69.5%,34800000,-528431.8833125648,403.0460990484548,715,1:01:24
69.6%,34850000,-528762.8219059552,402.1632385105591,715,1:01:12
69.7%,34900000,-527457.4634719566,396.9016958650739,715,1:01:00
69.8%,34950000,-529952.7904880643,396.86035930826733,715,1:00:48
69.9%,35000000,-528105.4329985832,398.3985943951762,715,1:00:36
70.0%,35050000,-529205.6647631638,401.34082502071755,715,1:00:24
70.1%,35100000,-530349.3857522416,398.1734634860879,715,1:00:11
70.2%,35150000,-528920.2887436189,399.2845459753019,715,59:59
70.3%,35200000,-528248.5917321714,400.9928619811068,715,59:47
70.4%,35250000,-527537.4515438066,400.15150972458594,715,59:35
70.5%,35300000,-526870.734116822,397.24173504246,715,59:23
70.6%,35350000,-528106.3285527807,398.94067979325,715,59:11
70.7%,35400000,-527283.0702670151,400.3276010033738,715,58:59
70.8%,35450000,-529826.3360715769,402.1049748177308,715,58:47
70.9%,35500000,-530709.9793590936,401.28734508372156,715,58:35
71.0%,35550000,-528618.4528742069,402.14231264530326,715,58:23
71.1%,35600000,-528435.801853125,404.38245963924425,715,58:11
71.2%,35650000,-527350.711390364,400.49289816643756,715,57:59
71.3%,35700000,-530352.3313825689,398.8894813398047,715,57:47
71.4%,35750000,-528259.8807292399,399.6950658219493,715,57:35
71.5%,35800000,-527895.3469789191,400.72521697531477,715,57:23
71.6%,35850000,-529001.8347509429,398.3391286303696,715,57:10
71.7%,35900000,-528827.2461389569,402.60515942113074,715,56:58
71.8%,35950000,-526762.4519547969,404.327409649052,715,56:46
71.9%,36000000,-528539.0647540628,400.82408126251386,715,56:34
72.0%,36050000,-528178.9094771072,398.51855627219936,715,56:22
72.1%,36100000,-526493.0030687321,399.0760723493422,715,56:10
72.2%,36150000,-527927.597497947,399.1298466713125,715,55:58
72.3%,36200000,-529454.2379395156,397.68971537708586,715,55:46
72.4%,36250000,-527695.0922266403,401.0668507379783,715,55:34
72.5%,36300000,-527961.2407655204,397.94249394167616,715,55:22
72.6%,36350000,-526263.2056576139,401.5540088062659,715,55:10
72.7%,36400000,-527619.664429211,398.04238857628525,715,54:58
72.8%,36450000,-528000.7783141164,406.6348236096182,715,54:46
72.9%,36500000,-528037.9490585155,396.2325588185127,715,54:34
73.0%,36550000,-528209.958719267,399.18303222333424,715,54:21
73.1%,36600000,-527656.754886339,403.8017362132948,715,54:09
73.2%,36650000,-527848.4528002888,395.5579265857648,715,53:57
73.3%,36700000,-527349.2559402161,400.62667160517117,715,53:45
73.4%,36750000,-528465.6283751111,398.4180973997229,715,53:33
73.5%,36800000,-528141.6806972092,398.48435855101934,715,53:21
73.6%,36850000,-528017.3021208174,397.3486213202085,715,53:09
73.7%,36900000,-527145.3607733669,403.73974364412555,715,52:57
73.8%,36950000,-526538.1762547577,401.16581315350214,715,52:45
73.9%,37000000,-528030.7033571815,402.6291517965354,715,52:33
74.0%,37050000,-528391.649734877,398.6482328533741,715,52:21
74.1%,37100000,-529380.4661507015,400.3208056168839,715,52:09
74.2%,37150000,-527539.1240197318,401.39702801872573,715,51:56
74.3%,37200000,-528342.3950594743,403.74168167853963,715,51:44
74.4%,37250000,-528090.7828748049,401.226211137394,715,51:32
74.5%,37300000,-529594.0797808734,398.0895883004964,715,51:20
74.6%,37350000,-527178.3602945018,402.38805050259185,715,51:08
74.7%,37400000,-529194.6810726835,399.51132053383,715,50:56
74.8%,37450000,-528589.1439207764,398.2067535202639,715,50:44
74.9%,37500000,-526396.4237268106,402.59313870134724,715,50:32
75.0%,37550000,-525897.7826495664,400.60361144885184,715,50:20
75.1%,37600000,-527439.4776737788,403.7543892965965,715,50:08
75.2%,37650000,-529153.5432331357,401.51269678154057,715,49:56
75.3%,37700000,-527691.4985088203,397.93528150980603,715,49:44
75.4%,37750000,-527080.9625590881,404.42595501919556,715,49:32
75.5%,37800000,-529009.2862519454,396.34219268935453,715,49:19
75.6%,37850000,-527761.2930496545,401.6826550400306,715,49:07
75.7%,37900000,-528657.2137734229,399.66705018522936,715,48:55
75.8%,37950000,-527525.80037951,396.653725588397,715,48:43
75.9%,38000000,-528544.8467025263,398.4394648424401,715,48:31
76.0%,38050000,-527262.2229437358,401.2363428869258,715,48:19
76.1%,38100000,-528925.9248647052,396.86462789039456,715,48:07
76.2%,38150000,-528083.2404219816,401.47997098523194,715,47:55
76.3%,38200000,-529185.3899159189,398.52110760864315,715,47:43
76.4%,38250000,-527616.8831465808,401.2409058540273,715,47:31
76.5%,38300000,-528265.991262251,401.73608591286427,715,47:19
76.6%,38350000,-528377.1359492773,401.51056249047696,715,47:07
76.7%,38400000,-527114.3005572646,399.6898404886557,715,46:55
76.8%,38450000,-528835.6449704347,402.07379454253726,715,46:43
76.9%,38500000,-528138.4655253077,400.6539758115366,715,46:30
77.0%,38550000,-526230.1421823795,399.7978797742201,715,46:18
77.1%,38600000,-526542.6338823591,399.9954120919687,715,46:06
77.2%,38650000,-528900.326997608,401.4120416524146,715,45:54
77.3%,38700000,-527922.469037889,399.62235273329964,715,45:42
77.4%,38750000,-526563.693130821,404.03017895334386,715,45:30
77.5%,38800000,-528282.800186011,402.0294160076631,715,45:18
77.6%,38850000,-527182.2246383755,399.309372441467,715,45:06
77.7%,38900000,-528364.6225585626,401.0444284157699,715,44:54
77.8%,38950000,-528807.6337877987,397.9782862481336,715,44:42
77.9%,39000000,-528469.3054515901,402.2018520063534,715,44:30
78.0%,39050000,-526478.784058013,399.7986893328994,715,44:18
78.1%,39100000,-526956.3571788347,404.85205273739916,715,44:06
78.2%,39150000,-527653.237282569,401.8369372986398,715,43:53
78.3%,39200000,-528456.0943485335,402.9185567583436,715,43:41
78.4%,39250000,-528335.0963278515,399.7219039187721,715,43:29
78.5%,39300000,-527129.9018853619,399.9763997290458,715,43:17
78.6%,39350000,-529070.0774599435,398.5602853423049,715,43:05
78.7%,39400000,-527944.2849372979,398.3057159357877,715,42:53
78.8%,39450000,-528530.9523032652,398.05573402845306,715,42:41
78.9%,39500000,-527623.0281180828,399.2802773931747,715,42:29
79.0%,39550000,-527969.4167973422,400.2686013481098,715,42:17
79.1%,39600000,-528266.6080771363,402.16836571552795,715,42:05
79.2%,39650000,-529596.2437162567,400.55405664484636,715,41:53
79.3%,39700000,-527999.0079689953,399.9744862267129,715,41:41
79.4%,39750000,-528384.0301376139,397.95358244237445,715,41:29
79.5%,39800000,-528872.542335833,398.31825182927616,715,41:16
79.6%,39850000,-527123.2460255614,396.44436880751437,715,41:04
79.7%,39900000,-528646.9225869011,396.7514613998612,715,40:52
79.8%,39950000,-527036.9445774676,397.75408755813055,715,40:40
79.9%,40000000,-528107.7515981421,402.51110342184506,715,40:28
80.0%,40050000,-527542.680105505,401.7222498190726,715,40:16
80.1%,40100000,-528428.4642324075,400.27245288485676,715,40:04
80.2%,40150000,-526601.5945845465,400.00758000423934,715,39:52
80.3%,40200000,-526641.6359451516,401.08662359541813,715,39:40
80.4%,40250000,-527774.7540987157,401.3550536278082,715,39:28
80.5%,40300000,-528744.059060107,399.4195705501762,715,39:16
80.6%,40350000,-527271.5764675126,402.5571992024026,715,39:04
80.7%,40400000,-527686.6003845949,401.9148021243395,715,38:51
80.8%,40450000,-527884.658784044,401.3238488205335,715,38:39
80.9%,40500000,-529087.1450230302,400.8510174876614,715,38:27
81.0%,40550000,-528086.670492867,398.7840424548465,715,38:15
81.1%,40600000,-529510.7325865533,401.85830474135696,715,38:03
81.2%,40650000,-528208.7244451353,401.37855536158906,715,37:51
81.3%,40700000,-527258.9096045727,401.0004669262759,715,37:39
81.4%,40750000,-529263.5691560865,401.0668507379783,715,37:27
81.5%,40800000,-526724.9501048294,399.30127685467403,715,37:15
81.6%,40850000,-527355.1401454099,399.67681395354333,715,37:03
81.7%,40900000,-527084.2453966457,398.73419326586674,715,36:51
81.8%,40950000,-529034.0309372083,400.1276645416685,715,36:39
81.9%,41000000,-528970.2254815358,399.92655054006605,715,36:27
